OBJECTID,GROUP_NAME,GROUP_ID,COMB_DEP_IDs,COMB_NAMES,COMB_DMEA,LONGITUDE,LATITUDE,STATE,COUNTY,COMM_PRIM,COMM_SEC_TER,DEP_TYPE,WORK_TYPE,MODEL,ALTERATION,REFS,PROD_t,PROD_pct_WO3,PROD_WO3_t,PROD_WO3_stu,RESOUR_t,RESOUR_pct_WO3,RESOUR_WO3,RANK,URL
601,Falcon Prospect,601,10037805 | 10014525,Falcon Prospect | NBMG Sample Site 2073,,-116.9463217,38.5849414,Nevada,Nye,W,"CU, PB, AU, ZN, BI",Vein | ,,46: W veins,,"Kleinhampl and Ziony, 1984 | Stager and Tingley, 1988",,,0,13,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10037805
602,Garnetyte Lode Claim,602,10125673 | 10044518,Thiriot Prospect | Garnetyte Lode | Garnetyte Lode Claim,,-116.0472803,37.2341218,Nevada,Nye,W,,Contact Metamorphic,,,,"Stager and Tingley, 1988 | Quade and others, 1984 | Barnes and others, 1963 | Kral, 1951 | John and Bliss, 1993",2269,0.3,6.81,125,,,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10125673
603,Gold Hill Deposit,603,10310493,Gold Hill Deposit,,-117.0515051,38.7724618,Nevada,Nye,"AU, AG","MN, AS, MO, W, F-Fluorite, TL, SB, HG",disseminations; veins; sheeted zones,,104: Hot-spring Au-Ag,"Propylitization and argillization of host rocks are intense.  Adularia replacement of K-feldspars and plagioclase is associated with ore.  Plagioclase and groundmass are replaced with quartz and sericite.   Within propylitically altered rock, biotite is p","Kleinhampl and Ziony, 1984 | Giancola, 1998 | Nevada Bureau of Mines and Geology, 1999, 2000, 2001, 2003. | Tingley, 1998",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10310493
604,Grand Junction Mine,604,10044495 | 10150148 | 10046675 | 10246228 | 10270802,Bonanza Claims | Grand Junction Mine | Martin | Beatty Mine | Martin Tungsten Mine | Grand Junction Group,,-116.6555564,36.8094929,Nevada,Nye,"AU, AG, W","AU, AG, W",,Underground,,,"Stager and Tingley, 1988 | Kral, 1951 | Cornwall, 1972",,,0,1,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10044495
605,Haywire Prospect,605,10095711,Old Mule | Haywire Prospect,,-117.2208942,39.1615049,Nevada,Nye,W,,Contact Metamorphic,Surface | Underground,,Local Bleaching Of Limestone,"Kleinhampl and Ziony, 1984 | Stager and Tingley, 1988 | John and Bliss, 1993",21,1,0.21,12,,,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10095711
606,Hiatt Beryl-Fluorite Prospect,606,10222089 | 10045760,Hiatt Beryl Fluorite Prospect | Windy Hill | Hiatt | Hiatt Prospect | Rose Creek Nos. 1-40 | Lees Tungsten | Hiatt Beryl-Fluorite,,-117.0935511,38.4997521,Nevada,Nye,"F-Fluorite, BE","BA-Barite, PB, BE, AG, V, W",,,46: W veins,,"Orris and Kleinhampl, 1986 | Peters, 1956 | Horton, 1962 | Papke, 1979 | Horton, 1961 | Stager and Tingley, 1988 | Papke, 1984",,,1650.169042,,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10222089
607,Indian Trail Prospect,607,10044519 | 10149283,Indian Trail Group | Indian Trail Prospect,,-116.0711031,37.2340794,Nevada,Nye,W,,Contact Metamorphic,,,,"Stager and Tingley, 1988 | Quade and others, 1984 | Kral, 1951",,,0,5,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10044519
608,Jett Canyon Prospect,608,10295338 | 10044252 | 10014336 | 10045742,Jett | Nicely Prospect | Jett Canyon Prospect | Ojo Del Oso Prospect | Valley Group,,-117.2255316,38.7295792,Nevada,Nye,"AG, PB, W","CU, AS, AU, ZN, AG, W, HG",Vein | ,,85: Polymetallic veins,Partly Oxidized Ore,"Schilling, 1964 | Kral, 1951 | Ferguson and Cathcart, 1954 | USBM OFR MLA 10-89, 1989 | Ferguson and Muller, 1949 | Kleinhampl and Ziony, 1984 | Stager and Tingley, 1988",,,0,2,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10295338
609,Kay Cooper Prospect,609,10222298 | 10247621 | 10044259,Kay Cooper Group | Kramer-Osgood Property | Kay Cooper,,-117.9142085,38.9698707,Nevada,Nye,"AU, W","CU, PB, AG, W",,,,,"Vitaliano and others, 1957 | Kleinhampl and Ziony, 1984 | Stager and Tingley, 1988 | Kral, 1951 | Humphrey and Wyatt, 1958",,,0,3,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10222298
610,Lucky Seven Mine,610,10125247 | 10270733 | 10097886,Lucky Seven Mine | Pineknot | Low Risk Claim Group,,-116.9926257,38.7155332,Nevada,Nye,"AU, Mill Concentrate, W","Mill Concentrate, U, W",,,46: W veins,,"Stager and Tingley, 1988 | Shawe, 1977 | Bonham and others, 1985",,,55.33826914,61,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10125247
611,Millett Mines,611,10173560 | 10198522 | 10256931 | 10125648 | 10044398,Valley View and Foothill Claims | Tungsten View Prospect | Tungsten King Claim | Millet | Tungsten King,"1782, 2609, 2209",-117.2223624,39.0094525,Nevada,Nye,"PB, AG, W","MO, PB, AU, ZN, AG",Contact Metamorphic,,,,"Schilling, 1964 | Lemmon and Tweto, 1962 | Schilling, 1962 | Kral, 1951 | MAS FILES SEQ 0021 | Kleinhampl and Ziony, 1984 | Stager and Tingley, 1988 | John and Bliss, 1993",59,1.5,0.89,1,,,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10173560
612,N & H Group,612,10044335,N & H Group,,-117.0123727,38.6998158,Nevada,Nye,,"U, W",,,46: W veins,Strong Alteration Of Host Rock. Primary Pitchblende Altered To Autunite.,"Garside, 1973 | Stager and Tingley, 1988",,,0,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10044335
613,Nellie Prospect,613,10246613 | 10044261,Nellie Tungsten Property | Nellie | Nagel,,-117.9302127,39.0039452,Nevada,Nye,W,W,,,,,"Kleinhampl and Ziony, 1984 | MAS FILE SEQ 0022 | Stager and Tingley, 1988",,,5.44310844,6,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10246613
614,New Moose Mine,614,10295510 | 10044386 | 10044393,Buckeye Mine | Moose Claim | New Moose Claim | New Moose Mine | New Moose | New Moose Property | New Moose Tungsten Mine Property,"2279, 4169",-117.2591833,38.9757912,Nevada,Nye,"AU, BA-Barite, AG","PB, AU, ZN, AG, W",Vein | Contact Metamorphic,Underground,85: Polymetallic veins,,"Kleinhampl and Ziony, 1984 | Stager and Tingley, 1988 | Kral, 1951",,,146.9639279,162,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10295510
615,North Star Mine,615,10014341 | 10149654,Starlight | North Star,,-117.224122,38.0724975,Nevada,Nye,W,"AU, AG",,,,,"Spurr, 1905 | Stager and Tingley, 1988 | Carpenter and others, 1953",,,10.88621688,12,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10014341
616,Old Reveille Tailings,616,10198476 | 10014328,Old Reveille Tailings | Old Reveille,,-116.1683307,38.0309023,Nevada,Nye,W,,,,,,"Stager and Tingley, 1988",,,0.90718474,1,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10198476
617,Ophir Tungsten Mine,617,10106932 | 10037025 | 10198375,Warfield? | New Year Group | Reeves Mining Co Tungsten Mine | Bobbie #4 Mine & Mill | Opmir Tungsten | Bobby Bottom Property,,-117.2478496,38.9435604,Nevada,Nye,W,"MN, MO",Contact Metamorphic,,,,"Kleinhampl and Ziony, 1984 | Schilling, 1964 | Stager and Tingley, 1988 | John and Bliss, 1993",2269,1.2,27.23,3,,,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10106932
618,Pegleg Mine,618,10222531,Tonopah Pegleg | Greenstock,,-117.1934523,38.1520956,Nevada,Nye,W,,,,,,"Lemmon and Tweto, 1962 | Stager and Tingley, 1988 | Kral, 1951 | Kerr, 1940 | John and Bliss, 1993",227,0.4,0.91,1,,,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10222531
619,Ray Ricketts Mine,619,10246814 | 10014326,Ray Ricketts Mine | Ray Ricketts,,-117.8981989,38.9656543,Nevada,Nye,"AU, W",,,,,,"Stager and Tingley, 1988",,,0,221,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10246814
620,Red Top Claim,620,10014354 | 10044338,Placer Monazite | Red Top Claim,,-117.069074,38.7036023,Nevada,Nye,AU,"CU, REE, W",Placer,,,,"Garside, 1973 | Stager and Tingley, 1988",,,0,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10014354
621,Round Mountain Gold Mine,621,10310392 | 10069298,Great Western Tunnel | Sunnyside Mine | Los Gazabo Vein | Round Mountain Gold Mine | Sphinx Glory Hole | Rattlesnake | Keane Vein,,-117.0782418,38.7039036,Nevada,Nye,"AU, AG","MN, MO, F-Fluorite, SB, AS, W, TL, HG",disseminations; veins; sheeted zones,Surface | Underground,104: Hot-spring Au-Ag,"Propylitization and argillization of host rocks are intense.  Adularia replacement of K-feldspars and plagioclase is associated with ore.  Plagioclase and groundmass are replaced with quartz and sericite.   Within propylitically altered rock, biotite is p","Ransome, 1909 | NEVADA BUREAU OF MINES AND GEOLOGY MI-1987; SKILLINGS MINING REVIEW, MARCH 3, 1979; WALL STREET JOURNAL, JANUARY 5, 1982. NBMG MI-1993 | Lincoln, 1923 | Sander, 1988  | CAVENDER, W.S., AND PURDY, C.P., 1985, THE MAKING OF THE ROUND MOUNTAI",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10310392
622,Scheebar Mine,622,10222527 | 10040504 | 10247316,Scheebar | North Star | 4 Winds Group | Scheebar Mine,,-117.8201186,38.8096067,Nevada,Nye,"W, HG","HG, W, F-Fluorite",,,,,"Bailey and Phoenix, 1944 | Holmes, 1965 | USBM IC 8252, 1965, P. 278, 296. | USBM OFR MLA 4-91, 1991 | Kerr, 1946 | Vitaliano and Callaghan, 1963 | Stager and Tingley, 1988",,,1.81436948,2,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10222527
623,Scratch Prospect,623,10014324,Scratch Prospect,,-117.900771,38.7934771,Nevada,Nye,W,,Unknown,,,,"Stager and Tingley, 1988",,,0.90718474,1,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10014324
624,Shale Pit Mine,624,10310495,Shale Pit Mine | Slate Creek Deposit | Steigmeyer Property | Gold Shale Claim,,-117.0835185,38.6774839,Nevada,Nye,AU,"AS, AG, SB, W",Carlin-type disseminated gold,,173: Sediment-hosted Au,Alteration consists of bleaching and argillization of tuffs.,"Foster, 1971 | Davis and Tingley, 1999 | Tingley and Quade, 1986 | Kleinhampl and Ziony, 1984 | Shawe and others, 2003 | Bonham, 1987, 1991 | Shawe, 1977 | Tingley, 1998",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10310495
625,Silver Ace Mine,625,10014322,Silver Ace Mine,,-116.641035,36.7671611,Nevada,Nye,"AU, W",,Contact Metasomatic,,,,"Stager and Tingley, 1988 | John and Bliss, 1993",191,0.4,0.764,5,,,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10014322
626,Silver Palace Mine,626,10295604 | 10310479 | 10044426,Murray Prospect | Grantsville | Silver Palace | Great Eastern | Alexander and Brooklyn | Grantsville Mine,823,-117.5739317,38.8434861,Nevada,Nye,"PB, CU, ZN, AG, W","PB, CU, AU, ZN, AG, W, F-Fluorite",replacement | Replacement,Underground,72: Polymetallic replacement,,"Schilling, 1964 | USBM, OFR MLA 16-93, 1993 | Kral, 1951 | Wheeler, 1944 | Stager and Tingley, 1988 | NBMG MI-84, MI-85, MI-87. | Bonham, 1991",,,21.77243376,24,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10295604
627,Smuggler Mine,627,10271409 | 10098593,Smuggler Mine | Smuggler,,-117.8860576,38.9935196,Nevada,Nye,"AU, AG, W","PB, CU, AU, U, AG, W",,,,,"Vitaliano and others, 1957 | Garside, 1973 | Kleinhampl and Ziony, 1984 | Vitaliano and Callaghan, 1963 | Stager and Tingley, 1988 | Kral, 1951",,,25.40117272,28,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10271409
628,Spanish Spring Mine,628,10271057 | 10045778,Spanish Spring Mine | Spanish Spring | Spanish Springs,,-117.0250326,38.4588081,Nevada,Nye,W,MN,,,46: W veins,,"Schrader and others, 1917 | Stager and Tingley, 1988 | Ferguson, 1924 | Hess, 1917 | Kerr, 1946",,,39.91612856,44,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10271057
629,Stevenson and Schuppy Mine,629,10125219 | 10045801,Dorrough Prospect 1984 | Stevenson and Schuppy | Shoshone Creek Tungsten Prospects | Fnbe Claim Group 1971 | Round Mtn Tungsten Mine 1911 | Stevenson and Schuppy Mine 1921 | Low Risk Claim Group 1993 | Stevenson's and Schuppy's Claims,,-117.0298905,38.691924,Nevada,Nye,W,"CU, AG",,,46: W veins,,"Schilling, 1964 | Shawe and others, 1984 | Kral, 1951 | Tingley and Quade, 1986 | Kerr, 1946 | Bonham and others, 1985 | Ferguson, 1922 | Stager and Tingley, 1988",,,0,485,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10125219
630,Ten O'Clock Hope Mine,630,10014327,Ten O'Clock Hope Mine,,-117.874211,38.9233839,Nevada,Nye,W,,Unknown,,,,"Stager and Tingley, 1988",,,56.24545388,62,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10014327
631,Tonopah Belmont Mine,631,10101883 | 10310396 | 60001666 | 60000041 | 10305217,Belmont | Tonopah District | Desert Queen Shaft | Susie | Tonopah Belmont,,-117.217363,38.0713321,Nevada,Nye,"AU, AG, W","MN, CU, PB, AS, AU, AG, W",epithermal vein deposits | REPLACEMENT VEINS | SILVER-VEINS,,"150: Epithermal vein, Comstock"," | Dominant alteration types affecting volcanic host rocks are silicification, sericitization, argillization and kaolinization . Andesite has been altered to chlorite and calcite. Rhyolite has been altered to chlorite, calcite, pyrite, quartz, sericite, a","Nolan, 1935 | Burgess, 1911 | Lincoln, 1923 | Bailey and Phoenix, 1944 | The Mining Record, November 25, 1981 | Stager and Tingley, 1988 | Balliet, 1914 | Locke, 1912 | Lemmon and Tweto, 1962 | Long and others, 1998 | Ferguson, 1924 | Spurr, 1905 | Spurr,",,,6.35029318,7,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10101883
632,Unnamed Prospect (Nye 2),632,10044263,Unnamed Prospect,,-117.9339368,38.9857029,Nevada,Nye,,"CU, W",,,42: W skarn,The Strata Is Metasomatized.,"Kleinhampl and Ziony, 1984 | Stager and Tingley, 1988",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10044263
633,Unnamed Prospect (Nye),633,10044400 | 10247480,"Unknown 18,14,43 | Unnamed Prospect",,-117.1907788,39.0754267,Nevada,Nye,"AG, W","PB, CU, AU, AG, W, SB, HG",,,,Sericitization | ,"Kleinhampl and Ziony, 1984",,,,,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10044400
634,Valley View Mine (Nye County),634,10014352 | 10271167,Valley View,,-117.2276809,38.0684479,Nevada,Nye,"AG, W",W,,,,,"Spurr, 1905 | Spurr, 1904 | Stager and Tingley, 1988 | Spurr, 1903 | Kerr, 1946",,,0,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10014352
635,Van Ness Prospect,635,10040292 | 10174114,Stovepipe Tunnel | Van Ness Mine | Ott Shaft,,-116.9795109,38.6438637,Nevada,Nye,HG,W,,Underground,,Silicification | ,"Bailey and Phoenix, 1944 | Holmes, 1965 | Schilling, 1964 | Ervine, 1972 | Kleinhampl and Ziony, 1984 | Stager and Tingley, 1988 | USBM Information Circular 8252, 1965",,,0.90718474,1,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10040292
636,Victory Mine (Nye),636,10174086 | 10044264 | 10150132,Victory Tungsten | Victory | Victory Tungsten Mine | Gabbs Tungsten Mine,,-117.9154416,38.9753239,Nevada,Nye,W,"MO, BE, W, F-Fluorite",,Underground,42: W skarn, | The Granodiorite Is Feldspathized And Contact Metamorphosed.Silicification | ,"Warner and others, 1959 | Kral, 1951 | Humphrey and Wyatt, 1958 | Vitaliano, 1952 | Vitaliano and others, 1957 | Papke, 1979 | Stager and Tingley, 1988",,,109.7693535,121,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10174086
637,Violet Blue Prospect,637,10125079 | 10045676,Violet Blue | Violet Blue Prospect,,-117.036576,38.6999758,Nevada,Nye,W,"U, W",,,46: W veins,,"Garside, 1973 | Schilling, 1964 | Kral, 1951 | Tingley and Quade, 1986 | Ferguson and Cathcart, 1954 | Kerr, 1946 | Kleinhampl and Ziony, 1984 | Ferguson, 1922 | Stager and Tingley, 1988",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10125079
638,Warren Prospect,638,10044155 | 10246921 | 10045684,F & R No. 1 | Warren Prospect | Velvet Nos. 1-6 | Velvet Group,,-116.956271,38.6519938,Nevada,Nye,"MO, W","MO, W",,,42: W skarn,,"Kleinhampl and Ziony, 1984 | Stager and Tingley, 1988",,,0,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10044155
639,White Diamond Mine,639,10097884 | 10125120 | 10295275 | 10150149,White Diamond Mine | Unknown Prospect | Starlight Group,,-117.8310124,38.7739677,Nevada,Nye,"AU, AG, W","MO, CU, AG, W",Unknown | ,,,,"USBM OFR MLA 4-91, 1991 | Stager and Tingley, 1988",,,0,173,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10097884
640,White Horse Mine,640,10271391 | 10044402,White Horse Claim | White Horse,,-117.2776328,38.9298609,Nevada,Nye,"AU, W",AU,,,,,"Kleinhampl and Ziony, 1984 | Stager and Tingley, 1988 | Kral, 1951 | Ferguson and Cathcart, 1954 | USBM OFR MLA 10-89, 1989, P. 19.",,,3.62873896,4,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10271391
641,Wolframite Prospect,641,10149422 | 10045690 | 10045692 | 10044167,Wolframite | Old Windlass No. 1 | Indian Camp Nos. 1-5 | Zabriskie Copper Prospect | Zabriski Tungsten Property | Zabriskie Tungsten Property | Wolframite Mine | Indian Camp Pre-1916 | Old Windlass No. 1 Mine,,-116.8852873,38.5658987,Nevada,Nye,"CU, W","AU, AG, W",Vein,,46: W veins,"Iron Stain; Silicification, Alteration","Schilling, 1964 | Kral, 1951 | Kleinhampl and Ziony, 1984 | Stager and Tingley, 1988",,,0,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10149422
642,Allied Tungsten Prospect,642,10042536 | 10125344 | 10044132 | 10008812 | 10198333,Allied | Allied Tungsten Inc. | Unnamed Silver Prospect | Allied Tungsten Prospect | Silver Prospect,,-118.2336526,40.3307413,Nevada,Pershing,"AG, W","PB, W, Kyanite",Vein,,273: Low-sulfide Au-quartz vein | 42: W skarn,,"Lemmon and Tweto, 1962 | Wallace and others, 1969a | Bonham and others, 1985 | Johnson, 1977 | Knopf, 1924 | Vanderburg, 1936b | Stager and Tingley, 1988 | Wallace and others, 1962 | Jenney, 1935",,,0,,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10042536
643,Alpine Mine (Pershing County),643,10109803 | 10008788 | 10198284,"Tony | Olga | NBMG Sample Site 2860 | National,Summit Claims | Meyer Property | Percy | Olag | Victory | Alpine Mine",,-119.2411707,40.0332993,Nevada,Pershing,W,"PB, MO, ZN, AG",,Surface | Underground,42: W skarn,Silication | ,"Smith and Guild, 1942  | Johnson and Benson, 1963 | Lemmon and Tweto, 1962 | Smith, 1932 | Bonham and others, 1985 | Johnson, 1977 | Stager and Tingley, 1988 | Gianella and Prince, 1945 | Hobbs and Clabaugh, 1946 | Miller, 1993 | Lutsey and Nichols, 1972 ",39,0.6,1,26,,,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10109803
644,Arcturus Prospect,644,10111471 | 10008805 | 10198076,Arcturus | NBMG Sample Site 2926 | Arcturus Mine,,-119.2293154,40.7059946,Nevada,Pershing,W,"MN, MO",,Surface | Underground,42: W skarn,,"Johnson, 1977 | Lemmon and Tweto, 1962 | Stager and Tingley, 1988 | Miller, 1993 | Lutsey and Nichols, 1972 | Bonham and others, 1985",,,0,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10111471
645,Arizona Mine,645,10101412 | 10222406,NBMG Sample Site 2564. | Arizona Mine,,-118.148171,40.4313259,Nevada,Pershing,"AG, W","CU, PB, AU, W, SB",Vein | ,,273: Low-sulfide Au-quartz vein,Contact Metamorphic | ,"Johnson and Benson, 1963 | Lemmon and Tweto, 1962 | Ransome, 1909 | Bonham and others, 1985 | WALLACE, R.E., AND TATLOCK, D.B., 1962, SUGGESTIONS FOR PSPECTING IN THE HUMBOLDT RANGE AND ADJACENT AREAS, NEVADA: USGS PROF. PAPER 450-B. | Jenney, 1935 | USBM",,,1.81436948,2,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10101412
646,Auburn Mine,646,10103889,Auburn Mine,,-117.8658868,40.7655083,Nevada,Pershing,AU,"PB, CU, AG, W, HG, FE",Vein,Unknown,273: Low-sulfide Au-quartz vein,,"Johnson, 1977 | Vanderburg, 1936b | Stager and Tingley, 1988 | Bonham and others, 1985",,,0,,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103889
647,Baker Workings,647,10044120 | 10296430,Uncle Sam Midway | Springer Mine 1988 | Baker Workings | North Sutton,,-118.129837,40.7856197,Nevada,Pershing,W,,,,42: W skarn,,"Kerr, 1934 | King and Holmes, 1950 | Warner and others, 1959 | Stager and Tingley, 1988 | Kerr, 1946",,,,,,,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10044120
648,Barrel Spring Placer,648,10044918 | 10174631 | 10047451 | 10100753 | 10040612 | 10270982 | 10150298,Barrel Springs Canyon Placers | Rosebud Canyon Placers | Rabbit Hole | Barrel Springs Placers | Janke Claims | Barrel Springs | Rosebud,,-118.7361546,40.7756926,Nevada,Pershing,"MN, SN, AU, HG, W","AG, Metal, AU, TI, W, SN, HG",Placer | ,,"119: Placer Au-PGE | 150: Epithermal vein, Comstock",,"Holmes, 1965 | Nolan, 1936 | Tatlock, 1969 | Johnson, 1973 | USBM OFR MLA 7-93, 1993 | Bonham and others, 1985 | Bailey and Phoenix, 1944 | USBM MINERALS MINERALS YEARBOOK VOLS 1936 & 1940 | Johnson, 1977 | Vanderburg, 1936b | Stager and Tingley, 1988 | V",,,0,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10044918
649,Basalt Prospect,649,10042444,Basalt Prospect,,-118.8268984,40.0050815,Nevada,Pershing,FE,W,,,,,"Johnson, 1977 | Stager and Tingley, 1988 | Shawe and others, 1962 | Bonham and others, 1985",,,0,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10042444
650,Blue Wing Mine,650,10042425 | 10047534 | 10149954 | 10150285 | 10295499 | 10174547 | 10222562,Cloudy Day | Blue Wing Mine | | W Prospect #2 | Roop and Allen | Blue Wing | Blue Jay | Wild Bill | NBMG Sample Site 2865 | Roop & Allen Claims | Cloudy Day Claims. | Eagle Group,,-119.0676073,40.0146922,Nevada,Pershing,"CU, W","MN, AU, AG",Contact Metamorphic,,42: W skarn,,"Hess and Larsen, 1922 | Johnson and Benson, 1963 | Smith, 1932 | Tatlock, 1969 | USGS CRIB NO. MO60215 | Bonham and others, 1985 | Gianella, 1945 | Johnson, 1977 | Stager and Tingley, 1988 | Schilling, 1980",,,505.3019002,557,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10042425
651,Blue Wolf Mine,651,10197984,Blue Wolf Mine,,-118.7115708,40.0355418,Nevada,Pershing,W,,,,,,"Johnson, 1977",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10197984
652,Cinnabar City Mercury Mine,652,10198037,Cinnabar King Quicksilver | Cinnabar City Mercury Mine | Harris | King George Mine | Cinnabar City,,-118.0977591,40.3135994,Nevada,Pershing,HG,"SB, W",,,,,"Bailey and Phoenix, 1944 | Johnson, 1977 | USBM IC 8252, 1965, P. 244 | Wallace and others, 1969a | USBM INFORM CIRC 6902, 1936, P. 42 | Lawrence, 1963",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10198037
653,Codd Mine,653,10098583 | 10150399,Codd Mine,,-118.1436059,40.7755849,Nevada,Pershing,W,,,,42: W skarn,,"Kerr, 1934 | Stager and Tingley, 1988 | Kerr, 1946",,,,,,,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10098583
654,Constant Placers,654,10042452 | 10042451 | 10042449,Constant Placers,,-118.7247816,40.8119334,Nevada,Pershing,AU,"TI, W, Metal, SN, HG",Placer,,273: Low-sulfide Au-quartz vein | 119: Placer Au-PGE,,"Johnson, 1977 | Stager and Tingley, 1988 | Johnson, 1973",,,0,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10042452
655,Coon Can Mine,655,10042450 | 10295135 | 10174470 | 10247381,Coon Can | NBMG Sample Site 2653 | Coon Can Mines | Jackpot Claims | Toy Claim | Lake   Tungsten Mine | Jackpot,,-118.7017066,40.0133969,Nevada,Pershing,W,,,,42: W skarn,,"Gianella, 1945 | Hess and Larsen, 1922 | Tatlock, 1969 | Bonham and others, 1985 | Johnson, 1977 | Vanderburg, 1936b | Lincoln, 1923 | Stager and Tingley, 1988 | John and Bliss, 1993",2269,0.7,15.88,1,,,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10042450
656,Copper King Mine (Pershing County),656,10042447 | 10222785 | 10111432 | 10271355,"Copper King Mine | Copper King | Copper King Claims | Tac | NBMG Sample Sites 2292,2293 | Blue Wolf | Copper Kelly | Granite Toy Prospect | 2294",,-118.8380032,40.0072925,Nevada,Pershing,"AU, W","MN, CU, MO, U, AG, W, FE",,Surface | Underground,42: W skarn,Silicification |  | ,"Gianella, 1945 | Johnson, 1977 | Johnson and Benson, 1963 | Smith, 1932 | Stager and Tingley, 1988 | John and Bliss, 1993",856,0.7,5.99,67,,,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10042447
657,Crowfoot Prospect,657,10098498 | 10198610,Crofoot | Tungsten Prospect | Crowfoot Prospect,,-118.7811866,40.078099,Nevada,Pershing,W,,,Surface | Underground,42: W skarn,,"Johnson, 1977 | Stager and Tingley, 1988 | Bonham and others, 1985",,,,,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10098498
