OID_,source_ID,Lat_NAD83,Long_NAD83,dep_id,mrds_id,mas_id,site_name,names
78,MRDS_79,46.238213524800003,-113.112007102000007,10019432,DC10042, ,Fox Prospect, 
79,MRDS_80,45.050183398000001,-110.585517863000007,10019163,DC08842, ,Frank Prospect, 
80,MRDS_81,46.523493530400003,-113.425906979999993,10097774,D001153, ,Franz Deposit,Franz Prospect
81,MRDS_82,45.031813848100001,-115.395116883000000,10011562,D006574, ,Galena Central Prospect,Profile-Tamarack Mines Prospect
82,MRDS_83,45.316583601200001,-113.050877295000006,10269347, ,0300010744,Garrett Hill, 
83,MRDS_84,44.534603732999997,-113.699217308000001,10105786,W015861, ,General Electric-Miller Mine, 
84,MRDS_85,46.484083523199999,-113.317307009999993,10123900, ,0300390069,General Washington Et Al Claims, 
85,MRDS_86,46.483213523400003,-113.314237011000003,10019262,DC09338, ,General Washington Placer, 
86,MRDS_87,46.208183540599997,-113.246697080000004,60000034,D001164, ,Georgetown District, 
87,MRDS_88,45.421283568000000,-112.802267326000006,10094332,D004711, ,Glowworm and Greenhorn, 
88,MRDS_89,46.409603493799999,-112.951457101000003,10013624,D010024, ,G. M. Prospect, 
89,MRDS_90,46.464283499300002,-113.057797067999999,10294713, ,0300390171,Gold Creek Mine, 
90,MRDS_91,45.407663861700001,-115.863466720999995,10105738,W014957,0160490010,Golden Anchor Mine,Holte Mine
91,MRDS_92,44.942673864600003,-115.489046883000000,10241846,W014196,0160850150,Golden Gate,Golden Gate Tungsten Mine
92,MRDS_93,46.387393375999999,-111.714757364999997,10245608, ,0300070073,Golden Glow,Iron Mass
93,MRDS_94,45.614593440199997,-111.629737535000004,10294674, ,0300570082,Golden Link Mine, 
94,MRDS_95,45.112073844599998,-115.424046863000001,10071683,W015202, ,Golden Way Up Mine, 
95,MRDS_96,45.129573840399999,-115.401746863000000,10105733,W014865, ,Golden West Mine,"Palo Alto, Potter"
96,MRDS_97,45.119273842799998,-115.419546862999994,10193196,W015201,0160850021,Goldman, 
97,MRDS_98,45.396003571700000,-112.820317326999998,10019913,DC11921, ,Gold Nugget Claim, 
98,MRDS_99,46.283213524799997,-113.157287084000004,10097789,D005573, ,Gould-Corry Lode, 
99,MRDS_100,46.374053511600003,-113.102287077000000,10094613,D010026, ,Granite Creek Prospect, 
100,MRDS_101,45.566563475700001,-111.967517471999997,10022652,FS00044, ,Granite Mountain Placer Claim, 
101,MRDS_102,45.566563482600003,-112.041127455999998,10008407,D000524, ,Granite Mtn., 
102,MRDS_103,45.580493476299999,-111.985247466000004,10124992, ,0300571006,Grant Mine, 
103,MRDS_104,46.658223398600001,-112.193937208999998,10019360,DC09678, ,Greenhorn Cr,"Skelly and Davis Gulches, Evans-Jones Placer"
104,MRDS_105,45.577093475700003,-111.978947468000001,10197623,DC12010,0300570105,Green Jacket Mine,"Green Jacket, Potosi Tungsten, Demos Group - 0300570107, Beaverhead National Forest"
105,MRDS_106,45.412953568699997,-112.803377327999996,10102054,DC11917, ,Greenstone Mine, 
106,MRDS_107,44.319883832099997,-114.565917175999999,10216544, ,0160370031,Greyhound Ridge, 
107,MRDS_108,45.574063475899997,-111.971407470000003,10022655,FS00047, ,Grigg Group,"Roosevelt, Grant, Lincoln, Granite Mtn 1, 2 and 3 Claims, Washington, Wilson"
108,MRDS_109,45.373593713799998,-114.288887033999998,10071458,W014860,0160590011,Grunter Mine,Shoup
109,MRDS_110,46.177083540900000,-113.228397091000005,10196734, ,0300230035,Gyp Prospect, 
110,MRDS_111,45.392673572500001,-112.823097328000003,10019914,DC11922, ,Haggerty Claim, 
111,MRDS_112,46.162083541599998,-113.223397094999996,10269164, ,0300230024,Hanson-Meloy Prospect, 
112,MRDS_113,45.333213598500002,-113.040597293999994,10010758,D004714, ,Hazel Prospect, 
113,MRDS_114,46.114083552600000,-113.287797091000002,10246099, ,0300390082,Headache,Twilight
114,MRDS_115,46.242093374200003,-111.552747428000004,10148416, ,0300070185,Heavystone No. 1 & 2, 
115,MRDS_116,46.574263741599999,-115.587386537000000,10093469,W013131, ,Hemler Prospect, 
116,MRDS_117,46.501553516199998,-113.262577018000002,10099710,W013387, ,Henderson Gulch Placer,Henderson
117,MRDS_118,46.483183522899999,-113.314007011000001,10270380,W013387,0300390084,Henderson Mine,"H & H Mines, Henderson Gulch Mine"
118,MRDS_119,45.350483596700002,-113.032777292000006,10196722, ,0300010739,Hi Dakota, 
119,MRDS_120,45.934603590400002,-113.519517080000000,10019541,DC10781, ,Hidden Lake Prospect, 
120,MRDS_121,46.592663541400000,-113.598136929999995,10019352,DC09623, ,Hidden Treasure Mine, 
121,MRDS_122,46.868483445999999,-112.866697023000000,10149006, ,0300770151,Higgins Prospect, 
122,MRDS_123,44.981793642400000,-113.166677333999999,10172161, ,0300010077,High Line, 
123,MRDS_124,46.100443554999998,-113.304227089999998,10019504,DC10667, ,Hilltop  Prospect, 
124,MRDS_125,46.143783544199998,-113.227797097999996,10196858,W007428,0300230027,H L M Prospect,"Storm Lake, Fireline"
125,MRDS_126,46.862383446800003,-112.867567023999996,10101960,DC08617, ,Hobby Horse Mine, 
126,MRDS_127,46.437683502900001,-113.071197071000000,10172722, ,0300390409,HO claims,  _ Same as Finlay Basin ?  Locations differ
127,MRDS_128,46.871583442800002,-112.837597028999994,10270495,M060192,0300770172,Hopkins Prospect,"New Progress and Old Timer, Western Mines"
128,MRDS_129,44.378773924100003,-115.604546964999997,10071086,W014300, ,Horsefly Prospect, 
129,MRDS_130,45.114573839800002,-115.384046870000006,10217812, ,0160850127,Hunky Dory, 
130,MRDS_131,44.533483730500002,-113.675587312999994,10216585, ,0160590005,Ida Tungsten,Idaho
131,MRDS_132,44.532793732599998,-113.691087310000000,10071993,W015795,0160590002,Ima Mine,"Blue Wing-Ima Mine, Idaho Tungsten, Tungsten Gate, Idaho Tungsten Nos. 1-4 and 6-11"
132,MRDS_133,45.153773837400003,-115.393146861000005,10168954,W015203,0160850020,Independence,Tungsten Group
133,MRDS_134,45.596003467099997,-111.899737481000003,10022781,FS00247, ,Independent, 
134,MRDS_135,45.573793476699997,-111.978647468000005,10148796, ,0300571014,Independent Mine, 
135,MRDS_136,46.553223395700002,-112.069757256000003,10019781,DC11475, ,Independent Prospect, 
136,MRDS_137,45.434583585299997,-112.998377284000000,10293438, ,0300010066,International Prospect, 
137,MRDS_138,45.579063472500003,-111.946677475000001,10096913,FS00043, ,Invincible Quartz Lode, 
138,MRDS_139,45.579893478499997,-112.006147460999998,10124501, ,0300570972,Iron King Mine, 
139,MRDS_140,46.466563370400003,-111.734187344999995,10010123,D003642, ,Iron Mass and Golden Glow, 
140,MRDS_141,46.327983533599998,-113.280307050000005,10196592, ,0300390065,Isabella,Isabella Queen
141,MRDS_142,45.521293562399997,-112.836977300000001,10269122,W016864,0300010003,Ivanhoe Mine,Browns Lake Tungsten
142,MRDS_143,45.189053662900001,-113.587837210000004,10070460,W013403, ,"Jahnke mine (Montana Oreway, Straight Tip)","Mountain Oreway, Straight Tip, Potomac, Wabash, Mt. Vernon, Ranger, Good Hope"
143,MRDS_144,45.068233399900002,-110.620237852000002,10105724,W014722, ,Jardine Mine, 
144,MRDS_145,44.923473866800002,-115.490346885999998,10193832, ,0160850013,Johnson Creek Area,"Idaho Minerals Group, Antimony RidgeIdaho Mineral"
145,MRDS_146,46.128793392100000,-111.628347434999995,10196683, ,0300070225,Jo Jo Prospect, 
146,MRDS_147,45.220163887900000,-115.972666736999997,10289819, ,0160490969,Josephine Lake,French Creek-Patrick Butte Area
147,MRDS_148,45.566563475700001,-111.967517471999997,10096916,FS00077, ,Joyanna Lode Claim, 
148,MRDS_149,45.391563574499997,-112.842547323000005,10019915,DC11924, ,"Jumbo Group (Birch Cr, Iron mine)",Birch Cr Fe
149,MRDS_150,45.573783474499997,-111.959737473000004,10094322,D004285, ,Keystone,"Keystone Claim, Beaverhead National Forest"
150,MRDS_151,45.041003398000001,-110.572497866999996,10269956, ,0300670052,Kreiger, 
151,MRDS_152,45.090673838500003,-115.345146881999995,10207688, ,0160850134,Kress Claims,"Kress Magnetite Claims, Elk Ridge Mine"
152,MRDS_153,46.677673422700003,-112.464217146999999,10108489,DC09702, ,Ladysmith Mine, 
153,MRDS_154,45.152073835800003,-115.367046865999995,10096377,W015336, ,Lakeside Prospect, 
154,MRDS_155,45.109873833000002,-115.309246885999997,10290747, ,0160850006,Last Chance,"Joe Davis, Ludwig 0160850065, Golden Way Up 0160850058"
155,MRDS_156,45.478493552000003,-112.691967337999998,10220874, ,0300010495,Len Claim, 
156,MRDS_157,45.516593562200001,-112.830077302000007,10244639, ,0300010616,Lentung,See Browns Lake - 0300010003
157,MRDS_158,46.020723485200001,-112.505047271999999,10070469,W013415, ,Leonard Mine, 
158,MRDS_159,47.078513208200000,-110.632497458000003,10071391,W014741, ,Liberty Group,"Danny T, Last Chance"
159,MRDS_160,46.941553428200002,-112.752287031999998,10011761,D006881, ,Lincoln Gulch Placer,Lincoln Creek Placer
160,MRDS_161,45.579293476600000,-111.983047467000006,10148833, ,0300571008,Lincoln Mine, 
161,MRDS_162,45.261563856400002,-115.681766784999994,10071544,W014992,0160490232,Little Giant Mine,"Trinity, Unity"
162,MRDS_163,46.413213511300000,-113.133677062000004,10038143,M045429, ,Little Gold Creek Placer, 
163,MRDS_164,45.319323600799997,-113.054207293999994,10010757,D004713, ,Little Hawk mine (Bartholdi),Bartholdi ?
164,MRDS_165,46.019893487899999,-112.528657267000000,10101736,D008079, ,Little Mina, 
165,MRDS_166,45.487113561800001,-112.804487312999996,10042778,M060801, ,Lost Creek Mine, 
166,MRDS_167,45.256603384100003,-110.659997809000004,10197289, ,0300670422,Lower E Fork Emigrant Cr Prospects, 
167,MRDS_168,45.077403398400001,-110.621897849000007,10148820, ,0300670024,Lower Pine Creek, 
168,MRDS_169,45.999603552600000,-113.185617135000001,10014517,D011327, ,Lower Seymour Lk Mo Occ, 
169,MRDS_170,46.154083526199997,-113.049797131999995,10294217, ,0300230049,Lucky Arrowhead, 
170,MRDS_171,45.565173476699997,-111.969737472000006,10096918,FS00236, ,Lucky Joe, 
171,MRDS_172,45.124573842300002,-115.411246863000002,10093585,W015025, ,Ludwig Deposit,"Laufer and DavisDavis, Nevitt"
172,MRDS_173,45.532693561899997,-112.846477296000003,10172070, ,0300010419,Mammoth Adit, 
173,MRDS_174,45.573503475899997,-111.968627471000005,10019943,DC12009, ,Manhatten and Mercury,Mercury and Manhatten
174,MRDS_175,45.565173476699997,-111.969737472000006,10022776,FS00239, ,Margie, 
175,MRDS_176,44.361773924500000,-115.600946969000006,10071085,W014298, ,Mary Blue Prospect, 
176,MRDS_177,45.450963865799999,-115.939276699000004,10011567,D006581,0160490005,Marygold #1-#8,Wilderness Group
177,MRDS_178,45.565173476699997,-111.969737472000006,10022789,FS00265, ,Mary Mark Lode, 
178,MRDS_179,46.749893403900003,-112.334207160000005,10071390,W014739, ,Marysville District,"Bald Butte Districts, Ottawa"
179,MRDS_180,46.170993541900003,-113.226727092000004,10069759,W007433, ,Mc Cabe Prospect, 
180,MRDS_181,46.903493441499997,-112.850067019999997,10015910,DB02197, ,Mccacran Mine, 
181,MRDS_182,45.052403399299997,-110.603577857999994,10019165,DC08847, ,Mccauley Group, 
182,MRDS_183,44.377083836899999,-114.671717145000002,10071102,W014321,0160370310,McClure Prospect, 
183,MRDS_184,45.162673838200000,-115.404846856999995,10193406,W015076,0160850061,Mccrae,"Red Bluffs, New Snowbird"
184,MRDS_185,46.692993419600000,-112.441487148999997,10197401, ,0300770165,McKay Mine, 
185,MRDS_186,44.899273854199997,-115.335146920000000,10241821,W013917,0160850005,Meadow Creek Mine, 
186,MRDS_187,45.044903400199999,-110.600797860000000,10019009,DC08178, ,Medona Mine, 
187,MRDS_188,44.361773924500000,-115.600946969000006,10110537,W017974, ,Merry Blue Deposit-Deadwood, 
188,MRDS_189,44.537383734300001,-113.711187304999996,10169180, ,0160590006,Miller Mine,General Electric-Miller MineMiller
189,MRDS_190,46.128213551100004,-113.288957088000004,10105634,W013389, ,Minnie Lee Prospect,"Black Tail No. 1, Minnie Lee 1 & 2 Mines, Lucky Seven"
190,MRDS_191,44.274883844599998,-114.652017166999997,10168068, ,0160370027,Molly Hogan Group 1-22,"Peach Creek Occ, Peach Creek #2"
191,MRDS_192,45.516593485900003,-112.020247471000005,10124907, ,0300570108,Monte Crisco, 
192,MRDS_193,46.382103506100002,-113.055067085000005,10094801,DC09928, ,Montpark Mine,"Gypsy Queen, Pitman"
193,MRDS_194,46.174883535399999,-113.167597103999995,10173369, ,0300230038,Moonlight Prospect, 
194,MRDS_195,45.307943695900001,-114.043967096000003,10070532,W013502,0160590040,Moose Creek Placer,"Mullan Placer, McNutt"
195,MRDS_196,45.157673838100003,-115.403746858000005,10011574,D006593, ,Morning Star Tungsten Claims, 
196,MRDS_197,45.575723474999997,-111.962517470999998,10019942,DC12008, ,Mountain Rose, 
197,MRDS_198,45.733463802300001,-115.524266721999993,10290098, ,0160490007,Mt Vernon Dredge, 
198,MRDS_199,44.873173850699999,-115.278146935999999,10070873,W013994, ,Mule Train Claims, 
199,MRDS_200,44.620683711300003,-113.550587323000002,10144468,W017993,0160590008,Mulkey,West Eight Mile Creek
200,MRDS_201,44.569873870700000,-115.218737004000005,10265350, ,0160370032,Muskeg Creek, 
201,MRDS_202,46.267683517499997,-113.061497106999994,10245977, ,0300390420,National Tungsten & Silver Co. Pros, 
202,MRDS_203,47.205993391100002,-112.606997006000000,10269954, ,0300490351,Nellie Miles Lode, 
203,MRDS_204,44.366663828699998,-114.566657167000002,10022919,FS00435, ,Nelvinny Nos 1 - 4, 
204,MRDS_205,45.570693475100001,-111.958347473000003,10221540,DC12006,0300570101,Nevada Group Claims,"Falcon Claim, Nevada Et Al. Claims, Cherokee Strip Claim, California Claim, Idaho Claim, Kansas Claim, Wyoming Claim, Oregon Claim, Arkansas Claim, Montana Claim, Utah Claim, Defender Nos. 104 Claims, Little Pocket Claim, Texas Claim, Arizona Claim, Appl"
205,MRDS_206,45.162673838200000,-115.404846856999995,10071595,W015076, ,New Snowbird,"Red Bluff, Mc Rae Mine"
206,MRDS_207,45.838753808200003,-115.671526673000002,10105750,W015085,0160490008,New York Mine,"Fall Creek, Ace Gold Mine, Shamrock, Anaconda & Illinois Claims Included"
207,MRDS_208,46.196003435800002,-112.155587310000001,10094803,DC10700, ,Nickelodeon, 
208,MRDS_209,46.017953476400002,-112.411147291999995,10011236,D005578,0300430503,Niki Mine,Lonnie Stevens Mine
209,MRDS_210,46.019333487300003,-112.528097267000007,10012444,D008080, ,Nipper Mine, 
210,MRDS_211,46.384283509600003,-113.085597078000006,10294883, ,0300390454,North Fork Granite Creek Pros,No Claims
211,MRDS_212,46.336823532799997,-113.287017046000003,10101949,DC08157, ,North Star Prospect, 
212,MRDS_213,45.647393463999997,-111.916407468000003,10019895,DC11833, ,North Willow Creek, 
213,MRDS_214,45.604333458299998,-111.813067497999995,10019865,DC11737, ,Now Property,"Now Nos. 1-4, Lucky Strike, Gold Crown, Emma Jean"
214,MRDS_215,46.289083523700000,-113.150897083999993,10149101, ,0300390521,Nut Pine Mine, 
215,MRDS_216,44.949873863800001,-115.484276882000003,10008756,D001125, ,Oberbillig Deposit, 
216,MRDS_217,46.872983443099997,-112.844197027000007,10197696, ,0300770030,Ogden Mountain Placer,Hopkins Placer
217,MRDS_218,46.856973454299997,-112.942417010000000,10008992,D001598, ,Ogden Mtn, 
218,MRDS_219,46.173183540700002,-113.222297092999995,10196905, ,0300230012,Old Bonanza Mine, 
