OID_,loc_source,source_ID,Tract_name,Area_Name,Name,Name_other,Country,State_Prov,County,Lat_NAD83,Long_NAD83,SiteStatus,Dev_Status,DevStatSo,SiteRank,SiteRankNo,Dep_type,DepTypeSo,I_POLYID,I_Distance,NR_I_LABEL,NR_I_NAME,NR_I_STYL,NR_I_LITH,NR_I_MNAGE,NR_I_MXAGE,SG_I_LAB,SG_I_NAME,SG_I_MJR1,SG_I_MJR2,SG_I_MJR3,SG_I_GNLTH,SG_I_MNAGE,SG_I_MXAGE,I_AGE,C_POLYID,C_Distance,NR_C_LAB,NR_C_NAME,NR_C_AGE,NR_C_LNME2,SG_C_LAB,SG_C_NAME,SG_C_MJR1,SG_C_MJR2,SG_C_MJR3,SG_C_GNLTH,SG_C_MNAGE,SG_C_MXAGE,MRDS_com1,MRDS_com2,MRDS_com3,KLEIN_met,IGS_ComL,MBMG_COM,DMEA_COM,MRDS_ore,MRDS_gangu,MRDS_othr,MRDS_PrRes,KLEIN_MTon,KLEIN_PrYr,SPANSKI_W,SPANSKI_Pr
579,SPANSKI_58,SPANSKI_58, , ,Treasure,Treasure State; Treasure Chest,USA,Montana,Madison,45.228111707099998,-112.309721554000006,Site,Active,SPANSKI,1, ,Metasomatic and metamorphic replacement talc,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,4461,234.000000000000000,Asmm,"Wyoming Province, metasedimentary rocks, marble, southwestern Montana",Archean,metamorphosed calcareous rocks, , , , , , , , , , , , , , , , , , , , , , , 
580,SPANSKI_59,SPANSKI_59, , ,Yellowstone,Cameron; Cyprus; Johnny Gulch; Montana Talc,USA,Montana,Madison,45.076846116200002,-111.731135717000001,Site,Active,SPANSKI,1, ,Metasomatic and metamorphic replacement talc,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,4729,0.000000000000000,Asmm,"Wyoming Province, metasedimentary rocks, marble, southwestern Montana",Archean,metamorphosed calcareous rocks, , , , , , , , , , , , , , , , , , , , , , , 
581,SPANSKI_6,SPANSKI_6,Cretaceous GFTZ,Northern Boulder,Elkhorn,East Butte; Swissmont,USA,Montana,Jefferson,46.276928403800000,-111.949823988999995,Prospect,Closed/Prospect,SPANSKI,4, ,Au-bearing skarn,SPANSKI,2649,97.000000000000000, , , , , , ,Kgt;0,Granitic rock,Granitic, , ,"Igneous, intrusive",Phanerozoic - Mesozoic - Cretaceous,Phanerozoic - Mesozoic - Cretaceous,Cretaceous,187,0.000000000000000, , , , ,CAsrf;0,"Snowy Range through Flathead Formation: Snowy Range, Pilgrim, Park, Meagher, Wolsey, and Flathead Formations; or Snowy Range, Hasmark, Silver Hill, and Flathead Formations",Shale,Limestone,Sandstone,"Sedimentary, undifferentiated",Phanerozoic - Paleozoic - Cambrian - Furongian,Phanerozoic - Paleozoic - Cambrian - Middle-Cambrian, , , , , , , , , , , , , , ,76661 st
582,SPANSKI_60,SPANSKI_60, , ,Beaverhead, ,USA,Montana,Madison,45.224141677100000,-112.301410832000002,Site,Closed/Prospect,SPANSKI,1, ,Metasomatic and metamorphic replacement talc,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,4461,249.000000000000000,Asmm,"Wyoming Province, metasedimentary rocks, marble, southwestern Montana",Archean,metamorphosed calcareous rocks, , , , , , , , , , , , , , , , , , , , , , , 
583,SPANSKI_61,SPANSKI_61, , ,Prichard Creek Eagle Creek Placers, ,USA,Idaho,Shoshone,47.616626597900002,-115.917699020000001,Site,Closed,SPANSKI,1, ,"Placer, Au",SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,6463,22.000000000000000,Ywml,"Wallace Formation, middle and lower members, undivided",Middle Proterozoic,metamorphosed mixed siliciclastic/carbonate sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , ,11331387 cu yd
584,SPANSKI_62,SPANSKI_62,Bitterroot, ,Pierce City,Orofino Creek,USA,Idaho,Clearwater,46.500708943799999,-115.876172582999999,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,1640,0.000000000000000,Kqdt,Cretaceous quartz diorite-tonalite suite,plutonic,"quartz diorite, tonalite, trondhjemite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,7534,1471.000000000000000,Ywcsq,"Wallace Formation, calc-silicate gneiss and quartzite",Middle Proterozoic,metamorphosed mixed carbonate/siliciclastic sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , , 
585,SPANSKI_63,SPANSKI_63, , ,Elk City, ,USA,Idaho,Idaho,45.819907895500002,-115.456261447000003,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
586,SPANSKI_65,SPANSKI_65, , ,Warren, ,USA,Idaho,Idaho,45.305403957300001,-115.746057852000007,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,369,0.000000000000000,Kgbm,"Cretaceous granitoid rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite, trondhjemite, monzogranite, aplite, pegmatite, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
587,SPANSKI_66,SPANSKI_66, , ,Gibbonsville, ,USA,Idaho,Lemhi,45.554919638699999,-113.925908402999994,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,1240,368.000000000000000,Yhe?,"Helena Formation and Empire Formation, undivided (?)",Middle Proterozoic,metamorphosed mixed siliciclastic/carbonate sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , , 
588,SPANSKI_67,SPANSKI_67, , ,Mackinaw, ,USA,Idaho,Lemhi,45.211989263200003,-114.125049228999998,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
589,SPANSKI_68,SPANSKI_68,Cretaceous GFTZ, ,Bannack, ,USA,Montana,Beaverhead,45.158755527899999,-112.984167929999998,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,416,358.000000000000000,Kmgbh,"Cretaceous monzogranitic rocks with biotite, hornblende",plutonic,"biotite-hornblende monzogranite, quartz monzonite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,1414,0.000000000000000,[PMsrmg,"Snowcrest Range Group and Madison Group, undivided",Pennsylvanian-Mississippian,carbonate and siliciclastic sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , ,2264492 cu yd
590,SPANSKI_69,SPANSKI_69, , ,Confederate Gulch, ,USA,Montana,Broadwater,46.599138101000001,-111.416896790999999,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,2394,1217.000000000000000,Kgd,Cretaceous granodioritic rocks,plutonic,"hornblende-biotite granodiorite, tonalite, and minor biotite-muscovite monzogranite, undivided",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,8783,5.000000000000000,Yn,Newland Limestone,Middle Proterozoic,metamorphosed mixed carbonate/siliciclastic sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , , 
591,SPANSKI_7,SPANSKI_7,Cretaceous GFTZ,Northern Boulder,Elkhorn,Golden Curry; Sourdough,USA,Montana,Jefferson,46.283928490000001,-111.961824664000005,Prospect,Closed/Prospect,SPANSKI,4, ,Au-bearing skarn,SPANSKI,2645,0.000000000000000, , , , , , ,Kgt;0,Granitic rock,Granitic, , ,"Igneous, intrusive",Phanerozoic - Mesozoic - Cretaceous,Phanerozoic - Mesozoic - Cretaceous,Cretaceous,187,120.000000000000000, , , , ,CAsrf;0,"Snowy Range through Flathead Formation: Snowy Range, Pilgrim, Park, Meagher, Wolsey, and Flathead Formations; or Snowy Range, Hasmark, Silver Hill, and Flathead Formations",Shale,Limestone,Sandstone,"Sedimentary, undifferentiated",Phanerozoic - Paleozoic - Cambrian - Furongian,Phanerozoic - Paleozoic - Cambrian - Middle-Cambrian, , , , , , , , , , , , , , ,11542 st
592,SPANSKI_70,SPANSKI_70, ,Northern Boulder,Indian Creek, ,USA,Montana,Broadwater,46.338931046799999,-111.571804786000001,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,111,1339.000000000000000, , , , ,CApif;0,"Pilgrim through Flathead Formation: Pilgrim, Park, Meagher, Wolsey, and Flathead Formations",Limestone,Sandstone, ,"Sedimentary, undifferentiated",Phanerozoic - Paleozoic - Cambrian - Middle-Cambrian,Phanerozoic - Paleozoic - Cambrian - Middle-Cambrian, , , , , , , , , , , , , , , 
593,SPANSKI_71,SPANSKI_71, ,Northern Boulder,White Creek, ,USA,Montana,Broadwater,46.609797214600000,-111.504021088000002,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,8770,0.000000000000000,Ye,Empire Formation,Middle Proterozoic,metamorphosed mixed siliciclastic/carbonate sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , , 
594,SPANSKI_72,SPANSKI_72, , ,French Creek, ,USA,Montana,Deer Lodge,45.951524947099998,-113.023076509999996,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,1177,1572.000000000000000,Kgdbh,"Cretaceous granodioritic rocks with biotite, hornblende",plutonic,"biotite-hornblende granodiorite, tonalite, trondhjemite, monzogranite, granite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
595,SPANSKI_73,SPANSKI_73,Cretaceous GFTZ, ,Bearmouth, ,USA,Montana,Granite,46.824931909699998,-113.337608590000002,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,2616,3.000000000000000,Kgdbh,"Cretaceous granodioritic rocks with biotite, hornblende",plutonic,"biotite-hornblende granodiorite, tonalite, trondhjemite, monzogranite, granite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,7190,0.000000000000000,Crlf,"Red Lion Formation, Hasmark Formation, Silver Hill Formation, and Flathead Sandstone, undivided",Cambrian,carbonate and siliciclastic sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , , 
596,SPANSKI_75,SPANSKI_75, , ,Clancy,Prickley Pear Creek,USA,Montana,Jefferson,46.422130946000003,-112.089633159000002,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,2424,68.000000000000000,Kmgbh,"Cretaceous monzogranitic rocks with biotite, hornblende",plutonic,"biotite-hornblende monzogranite, quartz monzonite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , ,2e+07 cu yd
597,SPANSKI_76,SPANSKI_76, , ,Helena Last Chance Orofino Dry Grizzly Gulch, ,USA,Montana,Lewis and Clark,46.591314454799999,-111.979987730000005,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
598,SPANSKI_79,SPANSKI_79, , ,Mcclellan, ,USA,Montana,Lewis and Clark,46.881599013200002,-112.632250159999998,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,8459,148.000000000000000,Yh,Helena Formation,Middle Proterozoic,metamorphosed mixed carbonate/siliciclastic sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , , 
599,SPANSKI_8,SPANSKI_8,Cretaceous GFTZ,Northern Boulder,Elkhorn,Heagen,USA,Montana,Jefferson,46.280928476600003,-111.949824007999993,Prospect,Closed/Prospect,SPANSKI,4, ,Au-bearing skarn,SPANSKI,2649,311.000000000000000, , , , , , ,Kgt;0,Granitic rock,Granitic, , ,"Igneous, intrusive",Phanerozoic - Mesozoic - Cretaceous,Phanerozoic - Mesozoic - Cretaceous,Cretaceous,187,0.000000000000000, , , , ,CAsrf;0,"Snowy Range through Flathead Formation: Snowy Range, Pilgrim, Park, Meagher, Wolsey, and Flathead Formations; or Snowy Range, Hasmark, Silver Hill, and Flathead Formations",Shale,Limestone,Sandstone,"Sedimentary, undifferentiated",Phanerozoic - Paleozoic - Cambrian - Furongian,Phanerozoic - Paleozoic - Cambrian - Middle-Cambrian, , , , , , , , , , , , , , ,620 st
600,SPANSKI_80,SPANSKI_80, ,Northern Boulder,Missouri River York, ,USA,Montana,Lewis and Clark,46.720147920899997,-111.754285370000005,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,8589,1447.000000000000000,DCmf2,"Maywood Formation, Snowy Range Formation, Pilgrim Formation, Park Shale, Meagher Limestone, Wolsey Shale, and Flathead Sandstone, undivided",Devonian-Cambrian,carbonate and siliciclastic sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , , 
601,SPANSKI_81,SPANSKI_81, , ,Stemple Virginia, ,USA,Montana,Lewis and Clark,46.894940247900003,-112.477861086000004,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,2359,1411.000000000000000,Tqmd,Tertiary quartz monzodiorite suite,plutonic,"quartz monzodiorite, monzogranite, granodiorite, subordinate quartz monzonite, monzodiorite, diorite, quartz diorite, undivided (with hornblende and biotite)",Tertiary,Tertiary, , , , , , , , ,Tertiary,8454,0.000000000000000,Ye,Empire Formation,Middle Proterozoic,metamorphosed mixed siliciclastic/carbonate sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , , 
602,SPANSKI_82,SPANSKI_82, , ,Virginia City Alder Creek, ,USA,Montana,Madison,45.323804945200003,-112.002475312000001,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , ,5.8e+07 cu yd
603,SPANSKI_83,SPANSKI_83, , ,Cedar Creek Trout Creek, ,USA,Montana,Mineral,47.144365571400002,-114.968185892999998,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
604,SPANSKI_84,SPANSKI_84,Cretaceous GFTZ, ,Elk Creek Coloma, ,USA,Montana,Missoula,46.893812666300001,-113.385630648000003,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,1351,139.000000000000000,Kgdbh,"Cretaceous granodioritic rocks with biotite, hornblende",plutonic,"biotite-hornblende granodiorite, tonalite, trondhjemite, monzogranite, granite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,7131,1636.000000000000000,Crlf,"Red Lion Formation, Hasmark Formation, Silver Hill Formation, and Flathead Sandstone, undivided",Cambrian,carbonate and siliciclastic sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , , 
605,SPANSKI_85,SPANSKI_85, , ,Ninemile Creek, ,USA,Montana,Missoula,47.151144966499999,-114.540916222000007,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
606,SPANSKI_86,SPANSKI_86, ,Northern Boulder,Finn, ,USA,Montana,Powell,46.796937015799998,-112.667871481000006,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,8528,566.000000000000000,Ysh,Shepard Formation,Middle Proterozoic,metamorphosed mixed siliciclastic/carbonate sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , , 
607,SPANSKI_87,SPANSKI_87, , ,Ophir Carpenter Creek, ,USA,Montana,Powell,46.631873650099998,-112.543082608000006,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
608,SPANSKI_88,SPANSKI_88, , ,Pioneer, ,USA,Montana,Powell,46.523268612000003,-112.951593290999995,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , ,1.7e+07 cu yd
609,SPANSKI_89,SPANSKI_89, , ,Butte Placer, ,USA,Montana,Silver Bow,46.024926578799999,-112.530015863000003,Site,Intermittent,SPANSKI,1, ,"Placer, Au",SPANSKI,2613,0.000000000000000,Kmgbh,"Cretaceous monzogranitic rocks with biotite, hornblende",plutonic,"biotite-hornblende monzogranite, quartz monzonite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
610,SPANSKI_9,SPANSKI_9,Cretaceous GFTZ,Pioneer; Philipsburg,Beal Mountain, ,USA,Montana,Silver Bow,45.954091860699997,-112.881426324000003,Prospect,Closed/Prospect,SPANSKI,4, ,Au-bearing skarn,SPANSKI,1160,1181.000000000000000,Kmgbh,"Cretaceous monzogranitic rocks with biotite, hornblende",plutonic,"biotite-hornblende monzogranite, quartz monzonite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,2953,1338.000000000000000,[PMsrmg,"Snowcrest Range Group and Madison Group, undivided",Pennsylvanian-Mississippian,carbonate and siliciclastic sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , ,14388000 st
611,SPANSKI_90,SPANSKI_90, , ,Ruby Garnet, ,USA,Montana,Madison,45.323284349100000,-112.101490275000003,Site,Closed/Prospect,SPANSKI,1, ,"Placer, garnet",SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
612,SPANSKI_91,SPANSKI_91, , ,Dry Cottonwood Creek, ,USA,Montana,Deer Lodge,46.192586849199998,-112.628733765999996,Site,Closed/Prospect,SPANSKI,1, ,"Placer, sapphire",SPANSKI,2499,0.000000000000000,Kmgbh,"Cretaceous monzogranitic rocks with biotite, hornblende",plutonic,"biotite-hornblende monzogranite, quartz monzonite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
613,SPANSKI_92,SPANSKI_92, ,Philipsburg,Gem Mountain,Rock Creek,USA,Montana,Granite,46.250282892599998,-113.601000373000005,Site,Intermittent,SPANSKI,1, ,"Placer, sapphire",SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,7715,271.000000000000000,Yhw,"Helena Formation and Wallace Formation, undivided",Middle Proterozoic,metamorphosed carbonate and siliciclastic sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , , 
614,SPANSKI_93,SPANSKI_93, , ,Pittsburgh Idaho Latest Out Allie, ,USA,Idaho,Lemhi,44.452693949699999,-113.288358188999993,Site,Closed,SPANSKI,1, ,Polymetallic replacement,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,2366,0.000000000000000,MDtj,"Three Forks Formation and Jefferson Formation, undivided",Mississippian-Devonian,carbonate sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , ,412000 st
615,SPANSKI_94,SPANSKI_94,Cretaceous GFTZ,Pioneer,Hecla,Atlantis-Lion Mtn-Cleve-Forest Queen-Trapper Group,USA,Montana,Beaverhead,45.604925775600002,-112.913644853999998,Site,Closed,SPANSKI,1, ,Polymetallic replacement,SPANSKI,1233,1492.000000000000000,Kgdbh,"Cretaceous granodioritic rocks with biotite, hornblende",plutonic,"biotite-hornblende granodiorite, tonalite, trondhjemite, monzogranite, granite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,3417,0.000000000000000,[PMsrmg,"Snowcrest Range Group and Madison Group, undivided",Pennsylvanian-Mississippian,carbonate and siliciclastic sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , ,656078 st
616,SPANSKI_95,SPANSKI_95,Cretaceous GFTZ,Philipsburg,Hope, ,USA,Montana,Granite,46.343814643199998,-113.275062989000006,Site,Closed,SPANSKI,1, ,Polymetallic replacement,SPANSKI,2618,866.000000000000000,Kgdbh,"Cretaceous granodioritic rocks with biotite, hornblende",plutonic,"biotite-hornblende granodiorite, tonalite, trondhjemite, monzogranite, granite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,7646,0.000000000000000,PDsm,"Shedhorn Sandstone, Phosphoria Formation, Park City Formation, Quadrant Formation, Snowcrest Range Group, Madison Group and related rocks, Three Forks Formation, Jefferson Formation, and Maywood Formation, undivided",Permian-Devonian,siliciclastic and carbonate sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , ,1e+05 st
617,SPANSKI_96,SPANSKI_96,Cretaceous GFTZ,Philipsburg,Scratch Awl True Fissure, ,USA,Montana,Granite,46.331592408299997,-113.267006597000005,Site,Closed,SPANSKI,1, ,Polymetallic replacement,SPANSKI,2618,237.000000000000000,Kgdbh,"Cretaceous granodioritic rocks with biotite, hornblende",plutonic,"biotite-hornblende granodiorite, tonalite, trondhjemite, monzogranite, granite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,7647,0.000000000000000,PDsm,"Shedhorn Sandstone, Phosphoria Formation, Park City Formation, Quadrant Formation, Snowcrest Range Group, Madison Group and related rocks, Three Forks Formation, Jefferson Formation, and Maywood Formation, undivided",Permian-Devonian,siliciclastic and carbonate sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , ,2e+05 st
618,SPANSKI_97,SPANSKI_97,Cretaceous GFTZ,Philipsburg,Trout, ,USA,Montana,Granite,46.329370165199997,-113.267839909000003,Site,Closed,SPANSKI,1, ,Polymetallic replacement,SPANSKI,2618,419.000000000000000,Kgdbh,"Cretaceous granodioritic rocks with biotite, hornblende",plutonic,"biotite-hornblende granodiorite, tonalite, trondhjemite, monzogranite, granite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,7673,0.000000000000000,Crlf,"Red Lion Formation, Hasmark Formation, Silver Hill Formation, and Flathead Sandstone, undivided",Cambrian,carbonate and siliciclastic sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , ,5e+05 st
619,SPANSKI_98,SPANSKI_13; SPANSKI_98,Cretaceous GFTZ,Northern Boulder,Elkhorn,Swan; Holter,USA,Montana,Jefferson,46.281368477500003,-111.951844119000000,Prospect,"Closed, Prospect",SPANSKI,4, ,"Polymetallic replacement, Au-bearing skarn",SPANSKI,2649,283.000000000000000, , , , , , ,Kgt;0,Granitic rock,Granitic, , ,"Igneous, intrusive",Phanerozoic - Mesozoic - Cretaceous,Phanerozoic - Mesozoic - Cretaceous,Cretaceous,187,0.000000000000000, , , , ,CAsrf;0,"Snowy Range through Flathead Formation: Snowy Range, Pilgrim, Park, Meagher, Wolsey, and Flathead Formations; or Snowy Range, Hasmark, Silver Hill, and Flathead Formations",Shale,Limestone,Sandstone,"Sedimentary, undifferentiated",Phanerozoic - Paleozoic - Cambrian - Furongian,Phanerozoic - Paleozoic - Cambrian - Middle-Cambrian, , , , , , , , , , , , , , ,726455 st
620,SPANSKI_99,SPANSKI_99, ,Thompson Creek,Clayton, ,USA,Idaho,Custer,44.281037886100002,-114.411057483999997,Site,Closed/Prospect,SPANSKI,1, ,Polymetallic replacement,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,2579,262.000000000000000,SOsme,"Saturday Mountain Formation, Kinnikinic Quartzite, and Ella Dolostone, undivided",Silurian-Ordovician,carbonate and siliciclastic sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , ,2375000 st
