ms_uri,source_id,record_id,site_name,country,state_or_province,crs,commodity,deposit_type,GroupID
https://minmod.isi.edu/resource/mineral_site9cf5a67eea109c5970b24702f1e311c674b0bd674cbee99136d1b5404a7b217a,https://w3id.org/usgs/z/4530692/KQZWBGCP,1,NI 43-101 Technical Report for the McCreedy West Project in North America dated March 2003,Canada,Ontario,EPSG:4326,"cobalt,nickel","U-M layered intrusion nickel- copper-PGE,Contact Deposits,Arc U-M intru- sion nickel- copper-PGE,Footwall Vein Complexes,U-M intrusion nickel-copper- PGE,Komatiite nickel-copper-PGE,Contact deposits,U-M conduit nickel-copper- PGE",https://w3id.org/usgs/z/4530692/KQZWBGCP0
