ms_uri,source_id,record_id,other_names,country,state_or_province,location,crs,site_name,commodity,deposit_type
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10113259,https://mrdata.usgs.gov/mrds,10113259,"Quarelli Group,Apex Lead,San Manuel,Magma Copper Copany PropertyKalamazoo,Vanadium Mining Corp,Kalamazoo",United States,Arizona,POINT (-110.69348 32.6837),EPSG:4326,"Apex Lead & Vanadium Mining Corp.,San Manuel Mine","Lead,Copper,Gold,Silver,Titanium,Rhenium,Zinc,Molybdenum,Vanadium","Porphyry copper ± gold,Porphyry copper- molybdenum"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10134596,https://mrdata.usgs.gov/mrds,10134596,Prince Leopold Mine (until 1962),"","",POINT (27.23464 -11.76416),EPSG:4326,Kipushi,"Zinc,Molybdenum,Rhenium,Silver,Germanium,Cadmium,Gallium,Copper,Cobalt",Kipushi-type sediment- hosted copper- zinc-lead
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10137918,https://mrdata.usgs.gov/mrds,10137918,"Duval Sierrita Corp,Twin Buttes",United States,Arizona,POINT (-111.14879 31.87152),EPSG:4326,Sierrita,"Rhenium,Gold,Silver,Molybdenum,Zinc,Copper,Lead","Porphyry copper ± gold,Porphyry copper- molybdenum"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10157864,https://mrdata.usgs.gov/mrds,10157864,Elatsite,Bulgaria,"",POINT (24.50182 42.74867),EPSG:4326,Elatzite,"Silver,Copper,Molybdenum,Rhenium,Gold","Porphyry copper ± gold,Porphyry gold ± copper"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10158007,https://mrdata.usgs.gov/mrds,10158007,Zaklady Gornicze Rudna,Poland,"",POINT (16.05225 51.54864),EPSG:4326,Rudna,"Rhenium,Nickel,Gold,Silver,Selenium,Copper,Lead","Kipushi-type sediment- hosted copper- zinc-lead,Sediment-hosted copper ± Co"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10169287,https://mrdata.usgs.gov/mrds,10169287,Idaho Primitive Area,United States,Idaho,POINT (-114.18093 45.38409),EPSG:4326,Crazy Creek Prospect,"Holmium,Gadolinium,Yttrium,Thorium,Cerium,Terbium,Samarium,Erbium,Lanthanum,Praseodymium,Europium,Thulium,Ytterbium,Neoymium,Lutetium,Dysprosium,Rhenium","Abyssal pegmatite REE,Apatite intrusion REE,Breccia pipe REE,Ion adsorption REE,Peralkaline igneous HFSE- REE,Unconformity- related REE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10182416,https://mrdata.usgs.gov/mrds,10182416,Zaklady Gornicze Sieroszowice,Poland,"",POINT (15.93555 51.53194),EPSG:4326,Sieroszowice,"Silver,Copper,Rhenium,Nickel,Gold,Selenium,Lead","Kipushi-type sediment- hosted copper- zinc-lead,Sediment-hosted copper ± Co"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183407,https://mrdata.usgs.gov/mrds,10183407,"Xushong,Tongchang,Fugiawu",China,"",POINT (117.54931 28.91564),EPSG:4326,Dexing Copper Mine,"Rhenium,Osmium,Cobalt,Silver,Copper,Molybdenum,Nickel,Gold","Porphyry copper ± gold,Porphyry copper- molybdenum"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10199855,https://mrdata.usgs.gov/mrds,10199855,"",United States,New York,POINT (-73.87626 41.0144),EPSG:4326,Dobbs Ferry Plant,"Molybdenum,Rhenium,Tantalum,Tungsten","Greisen tungsten- molybdenum±Bi,Skarn molybdenum"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10206030,https://mrdata.usgs.gov/mrds,10206030,"Gaza,Gap,Jericho,Gnawed Mountain",Canada,British Columbia,POINT (-120.92625 50.44153),EPSG:4326,"Highmont,Gap","Silver,Rhenium,Molybdenum,Copper","Porphyry copper ± gold,Porphyry copper- molybdenum"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10207995,https://mrdata.usgs.gov/mrds,10207995,No Alternate Names,South Africa,"",POINT (30.12641 -25.11333),EPSG:4326,Der Brochen Derbroken,"Cobalt,Rhenium,Palladium,Chromium,Osmium,Gold,Nickel,Ruthenium,Silver,Platinum,Iridium,Copper","U-M layered intrusion PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10212217,https://mrdata.usgs.gov/mrds,10212217,"",United States,California,POINT (-117.96899 34.24582),EPSG:4326,Cogswell,"Rhenium,Molybdenum","Breccia pipe molybdenum,Skarn molybdenum"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10216670,https://mrdata.usgs.gov/mrds,10216670,"",United States,Idaho,POINT (-111.26329 42.14323),EPSG:4326,Unnamed Location,Rhenium,"Apatite intrusion REE,Peralkaline igneous HFSE- REE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10222454,https://mrdata.usgs.gov/mrds,10222454,"Cucamunga Deposit,Sorenson and Roper Properties,Poison Spring Deposit,Alum Gulch Deposit,Siskon Property,Alum Creek Deposit,Chessler Property,Tule Canyon Deposit",United States,Nevada,POINT (-117.62032 37.35825),EPSG:4326,"Cucomungo Depost,Alum Gulch Deposit","Molybdenum,Rhenium","Breccia pipe molybdenum,Skarn molybdenum"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10257235,https://mrdata.usgs.gov/mrds,10257235,Zaklady Gornicze Polkowice,Poland,"",POINT (16.18004 51.48194),EPSG:4326,Polkowice,"Lead,Copper,Gold,Rhenium,Selenium,Nickel,Silver","Bimodal-mafic VMS,Felsic-siliciclastic VMS,Mafic-siliciclastic VMS,Mafic-ultramafic VMS,Sediment-hosted copper ± Co"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258292,https://mrdata.usgs.gov/mrds,10258292,"Castle Dome Mine,Pinto Valley Mine",United States,Arizona,POINT (-110.9646 33.41228),EPSG:4326,"Pinto Valley,Pinto Valley Mine","Barium-Barite,Silver,Gold,Molybdenum,Rhenium,Copper,Gemstone,Fluorine-Fluorite","Porphyry copper ± gold,Porphyry copper- molybdenum,Supergene copper"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258448,https://mrdata.usgs.gov/mrds,10258448,"",United States,Arizona,POINT (-111.78405 36.7361),EPSG:4326,Sun Valley Mine,"Rhenium,Molybdenum,Uranium",Breccia pipe molybdenum
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10266519,https://mrdata.usgs.gov/mrds,10266519,"",United States,Idaho,POINT (-114.20173 45.42069),EPSG:4326,Cardinal Prospect,"Rhenium,Lutetium,Cerium,Yttrium,Thulium,Ytterbium,Terbium,Neoymium,Europium,Dysprosium,Erbium,Gadolinium,Praseodymium,Samarium,Lanthanum,Holmium","Abyssal pegmatite REE,Apatite intrusion REE,Ion adsorption REE,Peralkaline igneous HFSE- REE,Unconformity- related REE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10279222,https://mrdata.usgs.gov/mrds,10279222,"",Canada,"",POINT (-127.47646 50.59975),EPSG:4326,Island Copper,"Copper,Molybdenum,Gold,Silver,Rhenium","Porphyry copper ± gold,Porphyry copper- molybdenum,Porphyry gold ± copper"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10279943,https://mrdata.usgs.gov/mrds,10279943,"",Chile,Coquimbo,POINT (-70.49892 -31.71246),EPSG:4326,Los Pelambres,"Silver,Molybdenum,Rhenium,Gold,Copper","Porphyry copper ± gold,Porphyry copper- molybdenum,Porphyry gold ± copper"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304359,https://mrdata.usgs.gov/mrds,10304359,Zaklady Gornicze Lubin,Poland,"",POINT (16.16894 51.43194),EPSG:4326,Lubin,"Selenium,Copper,Rhenium,Lead,Gold,Silver,Nickel","Kipushi-type sediment- hosted copper- zinc-lead,Sediment-hosted copper ± Co"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000966,https://mrdata.usgs.gov/mrds,60000966,"Kimberly District,Ruth District,Ruth,Tripp,Kimberly,Ely,Emma,Liberty,Veteran",United States,Nevada,POINT (-114.99947 39.25664),EPSG:4326,Robinson District,"Rhenium,Molybdenum,Copper,Zinc,Lead,Platinum,Palladium,Silver,Gold","Replacement polymetallic,Skarn zinc-lead-silver"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__1023,https://mrdata.usgs.gov/phosphate,1023,"",Russia,"","","","","Phosphorus-Phosphates,Feldspar,Pyrite,Rhenium","Magmatic,alkalic,carbonatite"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__1054,https://mrdata.usgs.gov/phosphate,1054,"",Russia,"","","","","Rhenium,Feldspar,Pyrite,Phosphorus-Phosphates","Magmatic,alkalic,carbonatite"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__477,https://mrdata.usgs.gov/phosphate,477,"",Egypt,"",POINT (30.033333 25.433333),EPSG:4326,"Abu Tartur (Abu Tartour, Maghrabi-Liffiya)","Phosphorus-Phosphates,Dolomite,Rhenium,Iron","Marine chemical sediment,Phosphorite"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-pp1802__1455,https://mrdata.usgs.gov/pp1802,1455,"",United States,Arizona,POINT (-113.211944444 34.5858333334),EPSG:4326,Bagdad,Rhenium,""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-pp1802__1456,https://mrdata.usgs.gov/pp1802,1456,"",United States,Utah,POINT (-112.136471234 40.528310061),EPSG:4326,Bingham,"Titanium,Tellurium,Rhenium",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-pp1802__1457,https://mrdata.usgs.gov/pp1802,1457,"",United States,Montana,POINT (-112.511111111 46.0172222221),EPSG:4326,Butte,Rhenium,""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-pp1802__1458,https://mrdata.usgs.gov/pp1802,1458,"",United States,Arizona,POINT (-109.361111111 33.1036111113),EPSG:4326,Morenci,Rhenium,""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-pp1802__1459,https://mrdata.usgs.gov/pp1802,1459,"",United States,New Mexico,POINT (-108.072777778 32.7902777776),EPSG:4326,Santa Rita,Rhenium,""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-pp1802__1460,https://mrdata.usgs.gov/pp1802,1460,"",United States,Arizona,POINT (-111.12 31.8694444446),EPSG:4326,Sierrita,Rhenium,""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-pp1802__1777,https://mrdata.usgs.gov/pp1802,1777,"",United States,Alaska,POINT (-155.285377585 59.8988132124),EPSG:4326,Pebble,"Tellurium,Rhenium",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-pp1802__2054,https://mrdata.usgs.gov/pp1802,2054,"",United States,Arizona,POINT (-110.95 33.3999999999),EPSG:4326,Castle Dome (Pinto Valley),Rhenium,""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-pp1802__2056,https://mrdata.usgs.gov/pp1802,2056,"",United States,Arizona,POINT (-110.48 32.7500000003),EPSG:4326,Copper Creek,Rhenium,""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-pp1802__2075,https://mrdata.usgs.gov/pp1802,2075,"",United States,Arizona,POINT (-110.74 33.4200000004),EPSG:4326,Miami,Rhenium,""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-pp1802__2076,https://mrdata.usgs.gov/pp1802,2076,"",United States,Arizona,POINT (-114.15 35.3666666674),EPSG:4326,Mineral Park (Ithaca Peak),Rhenium,""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-pp1802__2078,https://mrdata.usgs.gov/pp1802,2078,"",United States,Washington,POINT (-118.6922 48.0569000001),EPSG:4326,Mt. Tolman,Rhenium,""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-pp1802__2081,https://mrdata.usgs.gov/pp1802,2081,"",United States,Arizona,POINT (-110.983055556 33.163611111),EPSG:4326,Ray,Rhenium,""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-pp1802__2084,https://mrdata.usgs.gov/pp1802,2084,"",United States,Arizona,POINT (-111.5 32.4000000001),EPSG:4326,Silver Bell,Rhenium,""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-pp1802__2090,https://mrdata.usgs.gov/pp1802,2090,"",United States,Arizona,POINT (-111.035277778 31.8927777778),EPSG:4326,Twin Buttes,Rhenium,""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-pp1802__2106,https://mrdata.usgs.gov/pp1802,2106,"",United States,Idaho,POINT (-114.5358 44.3169400003),EPSG:4326,Thompson Creek,Rhenium,""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-pp1802__2109,https://mrdata.usgs.gov/pp1802,2109,"",United States,Colorado,POINT (-106.17 39.3700000002),EPSG:4326,Climax,Rhenium,""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-pp1802__2111,https://mrdata.usgs.gov/pp1802,2111,"",United States,New Mexico,POINT (-105.51 36.6999999996),EPSG:4326,Questa,Rhenium,""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-pp1802__2113,https://mrdata.usgs.gov/pp1802,2113,"",United States,Colorado,POINT (-105.35 39.5699999998),EPSG:4326,Urad-Henderson,Rhenium,""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-pp1802__2115,https://mrdata.usgs.gov/pp1802,2115,"",United States,Alaska,POINT (-130.483 55.4029999999),EPSG:4326,Quartz Hill,Rhenium,""
