country,ms_uri,source_id,record_id,state_or_province,crs,other_names,site_name,commodity,deposit_type,link_method,GroupID,loc_GroupID,GroupID_location
Ecuador,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10063857,https://mrdata.usgs.gov/mrds,10063857,Pichincha,EPSG:4326,"",Tumba,"Lead,Arsenic,Lithium","Lacustrine clay lithium,Lacustrine brine lithium",GEO,ALL48,ALL48,GROUP0
Ecuador,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10064123,https://mrdata.usgs.gov/mrds,10064123,Chimborazo,EPSG:4326,"",Chimborazo,"Iron,Lithium,Silver","Iron oxide poly- metallic,Iron silicate polymetallic,Paleochannel iron",GEO,ALL50,ALL50,GROUP0
Ecuador,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10063419,https://mrdata.usgs.gov/mrds,10063419,Pichincha,EPSG:4326,"",Alangasi,"Arsenic,Sulfur,Lithium,Iron","Lacustrine clay lithium,Lacustrine brine lithium",GEO,ALL78,ALL78,GROUP0
Ecuador,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10063699,https://mrdata.usgs.gov/mrds,10063699,Tungurahua,EPSG:4326,"",Banos,"Lithium,Manganese","Lacustrine brine lithium,Lacustrine clay lithium",GEO,ALL93,ALL93,GROUP0
Ecuador,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10063768,https://mrdata.usgs.gov/mrds,10063768,Pichincha,EPSG:4326,"",Machachi,"Iron,Lithium","LCT pegmatite,Lacustrine brine lithium,Lacustrine clay lithium",GEO,ALL95,ALL95,GROUP0
Ecuador,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10063860,https://mrdata.usgs.gov/mrds,10063860,Pichincha,EPSG:4326,"",Pomasqui,Lithium,"Lacustrine brine lithium,Lacustrine clay lithium",GEO,ALL197,ALL197,GROUP0
Ecuador,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10063384,https://mrdata.usgs.gov/mrds,10063384,Pichincha,EPSG:4326,"",Unknown Name,"Lithium,Iron","Lacustrine clay lithium,Lacustrine brine lithium",GEO,ALL201,ALL201,GROUP0
Ecuador,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10063765,https://mrdata.usgs.gov/mrds,10063765,Pichincha,EPSG:4326,"",Nono,"Boron-Borates,Lithium","Lacustrine brine lithium,Lacustrine clay lithium",GEO,ALL233,ALL233,GROUP0
Ecuador,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10063324,https://mrdata.usgs.gov/mrds,10063324,"",EPSG:4326,"",San Nilas,"Manganese,Lithium,Boron-Borates","Lacustrine clay lithium,Lacustrine brine lithium",GEO,ALL236,ALL236,GROUP0
Ecuador,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10063822,https://mrdata.usgs.gov/mrds,10063822,Chimborazo,EPSG:4326,"",Riobamba,"Lead,Silver,Lithium,Iron,Platinum",Lacustrine clay lithium,GEO,ALL323,ALL323,GROUP0
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024752,https://mrdata.usgs.gov/mrds,10024752,Catamarca,EPSG:4326,"",Loma Pelada,Lithium,"Lacustrine clay lithium,Lacustrine brine lithium,LCT pegmatite",GEO,ALL52,ALL52,GROUP1
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024750,https://mrdata.usgs.gov/mrds,10024750,Catamarca,EPSG:4326,"",La Herrumbrada,Lithium,"Lacustrine brine lithium,LCT pegmatite,Lacustrine clay lithium",GEO,ALL74,ALL74,GROUP1
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004245,https://mrdata.usgs.gov/mrds,10004245,Catamarca,EPSG:4326,Juan Carlos,Joyita,Lithium,LCT pegmatite,GEO,ALL92,ALL92,GROUP1
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000447,https://mrdata.usgs.gov/mrds,60000447,Salta,EPSG:4326,"Susy,Neptali,Mariano,Cristina Elisa,Monchu,Diego,Hilda,Ana De Valle",Salar De Pastos Grandes,"Gypsum-Anhydrite,Boron-Borates,Potassium,Lithium","LACUSTRINE SEDIMENTARY,Lacustrine evaporite borate,EVAPORITE",GEO,ALL122,ALL122,GROUP1
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000123,https://mrdata.usgs.gov/mrds,60000123,Salta,EPSG:4326,"Maria Luisa,Julian,Jacinta,Maggie,Pampa Cienega,Ratoncitos,Matero,Anatuya,La Vicuna,Purmamarca,Ratones,Sin Nombre Salar,El Quehuar",Salar Centenario,"Potassium,Sodium,Lithium,Magnesite,Boron-Borates","SEDIMENTARY,LACUSTRINE EVAPORITE,Lacustrine evaporite borate",GEO,ALL180,ALL180,GROUP1
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000122,https://mrdata.usgs.gov/mrds,60000122,Salta,EPSG:4326,Santa Elena,El Quemado,"Tantalum,Manganese,Lithium,Beryllium,Bismuth,Titanium,Tin","PEGMATITE VEIN,LCT pegmatite,NYF pegmatite",GEO,ALL205,ALL205,GROUP1
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004123,https://mrdata.usgs.gov/mrds,10004123,San Luis,EPSG:4326,"",La Teresaida,"Mica,Lithium,Quartz,Feldspar","LCT pegmatite,Simple pegmatite",GEO,ALL214,ALL214,GROUP1
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10005292,https://mrdata.usgs.gov/mrds,10005292,Salta,EPSG:4326,"",Santa Elena,"Lithium,Beryllium,Tantalum","NYF pegmatite,LCT pegmatite,Abyssal pegmatite REE",GEO,ALL251,ALL251,GROUP1
Argentina,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004296,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024745",https://mrdata.usgs.gov/mrds,"10024745,10004296",Catamarca,EPSG:4326,",La Productora","Juan Carlos,Juan Carlos","Beryllium,Lithium,Lithium","Lacustrine clay lithium,Lacustrine brine lithium,LCT pegmatite,Simple pegmatite",GEO,ALL262,ALL262,GROUP1
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000713,https://mrdata.usgs.gov/mrds,60000713,Catamarca,EPSG:4326,Santa Gertrudis,Catamarca-Province,Lithium,"ZONED,LCT pegmatite,PEGMATITE",GEO,ALL271,ALL271,GROUP1
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004207,https://mrdata.usgs.gov/mrds,10004207,San Luis,EPSG:4326,"",Victor Hugo,"Beryllium,Quartz,Lithium,Tin,Feldspar,Tantalum","Greisen beryllium±Li,LCT pegmatite,NYF pegmatite,Simple pegmatite",GEO,ALL301,ALL301,GROUP1
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024763,https://mrdata.usgs.gov/mrds,10024763,San Luis,EPSG:4326,"",Teresida,Lithium,"LCT pegmatite,Lacustrine clay lithium,Lacustrine brine lithium",GEO,ALL351,ALL351,GROUP1
Argentina,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004198,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024743,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024744",https://mrdata.usgs.gov/mrds,"10004198,10024743,10024744",Catamarca,EPSG:4326,"Pegmatita Vildoza,Mina Ipiza Ii,","Ipizca Ii,Ipizca,Ipizca I","Lithium,Lithium,Beryllium","LCT pegmatite,Lacustrine brine lithium,LCT pegmatite,Lacustrine clay lithium",GEO,ALL352,ALL352,GROUP1
Argentina,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10100583,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024757,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004201",https://mrdata.usgs.gov/mrds,"10024757,10100583,10004201",Catamarca,EPSG:4326,",La Culpable,El Tambito","Reflejos Del Mar,Reflejos Del Mar","Beryllium,Lithium,Lithium","Greisen beryllium±Li,LCT pegmatite,Lacustrine brine lithium,LCT pegmatite,Lacustrine clay lithium",GEO,ALL393,ALL393,GROUP1
Argentina,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000448,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000481",https://mrdata.usgs.gov/mrds,"60000481,60000448",Salta,EPSG:4326,"Salina Del Rincon,Angelica,Nelly,Salina Talisman,Estela,Salta,Paulina,Esperanza,Aeghyr,Ratoncitos,Jacinta,Ratones,Maria Luisa,Salar De Ratones,Cuenca De Ratones,Julia Ii","Salar Ratones,Salar Del Rinn","Potassium,Lithium,Magnesite,Boron-Borates,Potassium,Lithium,Boron-Borates,Magnesite","LACUSTRINE SEDIMENTARY,Lacustrine evaporite borate,EVAPORITE,LACUSTRINE SEDIMENTARY,Lacustrine brine lithium,Lacustrine clay lithium",GEO,ALL396,ALL396,GROUP1
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10023418,https://mrdata.usgs.gov/mrds,10023418,Jujuy,EPSG:4326,"Turi Lari,Salar De Turilari",Turilari,"Boron-Borates,Arsenic,Lithium",Lacustrine evaporite borate,GEO,ALL399,ALL399,GROUP1
Argentina,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10207339,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024751",https://mrdata.usgs.gov/mrds,"10024751,10207339",San Luis,EPSG:4326,"","La Viquita,La Viquitasan Luis",Lithium,"Lacustrine clay lithium,Lacustrine brine lithium,Lacustrine brine lithium,Lacustrine clay lithium,LCT pegmatite,Greisen beryllium±Li",GEO,ALL401,ALL401,GROUP1
Argentina,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10159483,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000487,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004199",https://mrdata.usgs.gov/mrds,"10159483,10004199,60000487",",Catamarca",EPSG:4326,"Tincalayu,Hombre Muerto,","Salar De Hombre Muerto,Salar Del Hombre Muerto","Lithium,Potassium,Boron-Borates,Gypsum-Anhydrite,Lithium,Uranium,Magnesite,Rubidium,Potassium,Boron-Borates,Cesium,Lithium","Lacustrine brine lithium,Lacustrine brine lithium,LACUSTRINE BRINE,Lacustrine evaporite borate,EVAPORITE,SEDIMENTARY",GEO,ALL410,ALL410,GROUP1
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000728,https://mrdata.usgs.gov/mrds,60000728,"",EPSG:4326,"San Rolando,Cabeza De Novillo,Geminis,La Viquita",San Luis Province,Lithium,"PEGMATITE,ZONED,LCT pegmatite,Simple pegmatite",GEO,ALL415,ALL415,GROUP1
Argentina,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__0230af08ab6bdcfe4cd59c3c2f666313078c8350965f0ce857c72f2f191c7b937d,https://api.cdr.land/v1/docs/documents,0230af08ab6bdcfe4cd59c3c2f666313078c8350965f0ce857c72f2f191c7b937d,Salta,"","", Incahuasi  in Argentina  June,"Potassium,Lithium","Lacustrine clay lithium,Lacustrine brine lithium,lithium-enriched, saline brine aquifer,Lacustrine zeolite (± Li, B),Lacustrine evaporite salt,Marine brine potash (±Mg, Li, and so on)",TXT,https://api.cdr.land/v1/docs/documents1,https://api.cdr.land/v1/docs/documents1,GROUP1
Argentina,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02b8141bcbf6219f08e0703d9b292d3dc1c325539af2bfb1ff0f2b0e1b16b09b84,https://api.cdr.land/v1/docs/documents,02b8141bcbf6219f08e0703d9b292d3dc1c325539af2bfb1ff0f2b0e1b16b09b84,Salta,"","",Hombrea Muerto ,"Lithium,Potassium","Lacustrine zeolite (± Li, B),MVT zinc-lead,Lacustrine clay lithium,Lacustrine evaporite borate,brine aquifer within a salar basin,Lacustrine brine lithium",TXT,https://api.cdr.land/v1/docs/documents11,https://api.cdr.land/v1/docs/documents11,GROUP1
Argentina,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02f2c23abb865dc5355895e0717bfb294e347fc5c2e6e3a780630680e2ff5269a1,https://api.cdr.land/v1/docs/documents,02f2c23abb865dc5355895e0717bfb294e347fc5c2e6e3a780630680e2ff5269a1,Jujuy,EPSG:4326,"",Cauchari-Olaroz ,Lithium,"Silver Peak, Nevada type terrigenous salars,Lacustrine brine lithium,Marine brine potash (±Mg, Li, and so on),Sulphate type brine deposits,Lacustrine clay lithium,Low Iron alkali-calcic,Lacustrine zeolite (± Li, B)",TXT,https://api.cdr.land/v1/docs/documents20,https://api.cdr.land/v1/docs/documents20,GROUP1
Argentina,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02dd551021bc1c96dfec9d7c3cbcb46e9defa92470804d09cce481358eb9b24a35,https://api.cdr.land/v1/docs/documents,02dd551021bc1c96dfec9d7c3cbcb46e9defa92470804d09cce481358eb9b24a35,Catamarca,EPSG:4326,"", 3Q  in Argentina  April 2019,"Lithium,Potassium,Strontium,Calcium","Lacustrine brine lithium,clastic-dominant salar,Lacustrine zeolite (± Li, B),Porphyry gold ± copper,evaporite-dominant salar,Lacustrine clay lithium,Paleoplacer gold ± uranium",TXT,https://api.cdr.land/v1/docs/documents29,https://api.cdr.land/v1/docs/documents29,GROUP1
Argentina,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__0279ec1dfb5e9f19413a554db28ca7c35911d37d329859fe8404863dd6eccba72a,https://api.cdr.land/v1/docs/documents,0279ec1dfb5e9f19413a554db28ca7c35911d37d329859fe8404863dd6eccba72a,Salta,EPSG:4326,"", Salar de Arizaro  in Chile  February,Lithium,"Lacustrine brine lithium,Lacustrine clay lithium,brine aquifer within a salar basin,Lacustrine brine potash,Lacustrine zeolite (± Li, B),Porphyry gold ± copper",TXT,https://api.cdr.land/v1/docs/documents34,https://api.cdr.land/v1/docs/documents34,GROUP1
Argentina,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02b043753d9ea6f615d5da29ea8f23a226aef46b65f3a5debd73ae6c321e9635a8,https://api.cdr.land/v1/docs/documents,02b043753d9ea6f615d5da29ea8f23a226aef46b65f3a5debd73ae6c321e9635a8,Jujuy,"","", Olaroz  in Argentina  April,Lithium,"Buried salars,Lacustrine evaporite nitrate,Salar Types,Immature salars,Lithium clays,Lacustrine clay lithium,Lacustrine zeolite (± Li, B),Lacustrine evaporite salt,Mature salars,Lacustrine brine lithium,Lithium brines",TXT,https://api.cdr.land/v1/docs/documents34,https://api.cdr.land/v1/docs/documents34,GROUP1
Argentina,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02a4865ce2cccd882f77a746830417ef015fb3050e8fd64ccbbb2e672cd49bba1d,https://api.cdr.land/v1/docs/documents,02a4865ce2cccd882f77a746830417ef015fb3050e8fd64ccbbb2e672cd49bba1d,Salta,EPSG:4326,"", Sal de los Angeles  in North America  February 2017,"Potassium,Lithium","brine aquifer within a salar basin,Low Iron alkali-calcic,Lacustrine evaporite borate,Fluvial placer REE,Lacustrine clay lithium,Lacustrine brine lithium",TXT,https://api.cdr.land/v1/docs/documents45,https://api.cdr.land/v1/docs/documents45,GROUP1
Argentina,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02a52896c94f41e95316f0b1b9a0345bd1864078741f232347f748a09a9d45c732,https://api.cdr.land/v1/docs/documents,02a52896c94f41e95316f0b1b9a0345bd1864078741f232347f748a09a9d45c732,Salta,EPSG:4326,"",Mariana ,Lithium,"Lithium brine deposits,Low Iron alkali-calcic,Lacustrine zeolite (± Li, B),Lacustrine clay lithium,Lacustrine evaporite borate,Lacustrine brine lithium",TXT,https://api.cdr.land/v1/docs/documents47,https://api.cdr.land/v1/docs/documents47,GROUP1
Argentina,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02a536bded2b643a56dd898ee655ea212696e1995d54bbfe96ec8e0ad953954c86,https://api.cdr.land/v1/docs/documents,02a536bded2b643a56dd898ee655ea212696e1995d54bbfe96ec8e0ad953954c86,Salta,EPSG:4326,"",Mariana ,"Lithium,Potassium","Lacustrine zeolite (± Li, B),Lacustrine clay lithium,Lacustrine brine potash,Evaporites and brines,Low Iron alkali-calcic,Lacustrine brine lithium",TXT,https://api.cdr.land/v1/docs/documents47,https://api.cdr.land/v1/docs/documents47,GROUP1
Argentina,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02b61b451452c38e3c2e4f50fb6c3abaa01f243dc642cb03f0288425978ccf3044,https://api.cdr.land/v1/docs/documents,02b61b451452c38e3c2e4f50fb6c3abaa01f243dc642cb03f0288425978ccf3044,Salta,"","",Pozuelos-Pastos Grandes ,Lithium,"Lacustrine zeolite (± Li, B),Lacustrine clay lithium,Immature salars,Lacustrine brine lithium,Lacustrine evaporite borate,Lacustrine evaporite salt,Mature salars",TXT,https://api.cdr.land/v1/docs/documents49,https://api.cdr.land/v1/docs/documents49,GROUP1
Argentina,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02f2f386dd8c5624c7e1e0c24f3bf79959f57c9b24267c1dc40c9365550e98dd78,https://api.cdr.land/v1/docs/documents,02f2f386dd8c5624c7e1e0c24f3bf79959f57c9b24267c1dc40c9365550e98dd78,Jujuy,EPSG:4326,"",Cauchari JV ,"Lithium,Potassium","Lacustrine brine lithium,immature salars,Fluvial placer gold,Lacustrine zeolite (± Li, B),Lacustrine clay lithium,Porphyry gold ± copper,mature, halite dominant salars",TXT,https://api.cdr.land/v1/docs/documents54,https://api.cdr.land/v1/docs/documents54,GROUP1
Portugal,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000716,https://mrdata.usgs.gov/mrds,60000716,"",EPSG:4326,Seixo Amarelo,Guarda Area,Lithium,"Greisen beryllium±Li,GREISEN,Lacustrine clay lithium",GEO,ALL67,ALL67,GROUP2
France,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000723,https://mrdata.usgs.gov/mrds,60000723,"",EPSG:4326,Echassieres,Massif Central (Echassieres),Lithium,"LEPIDOLITE,GREISEN,Greisen beryllium±Li",GEO,ALL57,ALL57,GROUP3
France,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10064886,https://mrdata.usgs.gov/mrds,10064886,"",EPSG:4326,"",Crique Monique,"Beryllium,Tantalum,Lithium,Tin,Uranium","Simple pegmatite,NYF pegmatite,LCT pegmatite",GEO,ALL77,ALL77,GROUP3
France,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10064869,https://mrdata.usgs.gov/mrds,10064869,"",EPSG:4326,"",Crique Sparouine,"Tantalum,Tin,Gold,Lithium",Mesozonal orogenic gold,GEO,ALL417,ALL417,GROUP3
Australia,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10239683,https://mrdata.usgs.gov/mrds,10239683,Western Australia,EPSG:4326,"",Greenbushes Li,Lithium,"Lacustrine clay lithium,LCT pegmatite",GEO,ALL75,ALL75,GROUP4
Australia,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085250,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000715",https://mrdata.usgs.gov/mrds,"10085250,60000715",Western Australia,EPSG:4326,"Lemonade Springs,","Greenbushes ,Greenbushes","Tantalum,Tin,Lithium","PEGMATITE,ZONED,LCT pegmatite,Residual placer tin,Greisen tin ±W-Mo,Fluvial placer niobium-tantalum",GEO,ALL129,ALL129,GROUP4
Australia,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__026324b8d87a2ff3c643040b377f152907495ff5eaee3a18f4db01752a8b867a3b,https://api.cdr.land/v1/docs/documents,026324b8d87a2ff3c643040b377f152907495ff5eaee3a18f4db01752a8b867a3b,Western Australia,EPSG:4326,"",Greenbushes ,Lithium,"Spodumene sub-class of the LCT pegmatite,Abyssal pegmatite REE,Greisen tin ±W-Mo,LCT pegmatite,Lacustrine clay lithium,NYF pegmatite,Simple pegmatite",TXT,https://api.cdr.land/v1/docs/documents37,https://api.cdr.land/v1/docs/documents37,GROUP4
Australia,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02f011a7f2a8dd69ce2abb6ea2b90f84f3fa4d6d443d969bbf843740e2f4b18ad1,https://api.cdr.land/v1/docs/documents,02f011a7f2a8dd69ce2abb6ea2b90f84f3fa4d6d443d969bbf843740e2f4b18ad1,Western Australia,EPSG:4326,"",Greenbushes ,"Uranium,Lithium","Lacustrine clay lithium,LCT pegmatite,Abyssal pegmatite REE,Lacustrine brine lithium,Lithium-Caesium-Tantalum pegmatite,Greisen beryllium±Li,Spodumene sub-class",TXT,https://api.cdr.land/v1/docs/documents37,https://api.cdr.land/v1/docs/documents37,GROUP4
Germany,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02df8f322a4fc5a0bf4bd9467cb2f6cf12a0a7452721db3a7001e2d783cd72e937,https://api.cdr.land/v1/docs/documents,02df8f322a4fc5a0bf4bd9467cb2f6cf12a0a7452721db3a7001e2d783cd72e937,Saxony,EPSG:4326,"", Zinnwald  in Germany  May 2019,"Lithium,Tin,Tungsten,Potassium","Lacustrine clay lithium,Skarn tin ± copper ± Mo,Greisen tungsten- molybdenum±Bi,Greisen beryllium±Li,Greisen tin ±W-Mo",TXT,https://api.cdr.land/v1/docs/documents53,https://api.cdr.land/v1/docs/documents53,GROUP5
Bolivia,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10005842,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10090398,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10005862,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10005863,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10086911,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10005864,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10005865,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10005860,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10005843,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10005840,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10086920",https://mrdata.usgs.gov/mrds,"10005860,10005843,10005863,10086911,10005842,10086920,10005862,10090398,10005864,10005840,10005865","",EPSG:4326,"Pastos Grandes,Chiar Kkota,,Canapa,Laguna Canapa,Laguna Hedionda,Laguna Honda,Honda Norte,Cachi Laguna","Laguna Loromayu,Laguna Cachi ,Laguna ruto,Lagunas Pastos Grandes,Laguna Chiar Kkota,Laguna Chulluncani,Laguna Honda Norte,Laguna Canapa Norte,Laguna Catalcito,Laguna Chojllas,Laguna Hedionda Norte","Limestone,Boron-Borates,Gypsum-Anhydrite,Potassium,Lithium,Clay,Potassium,Sulfur,Boron-Borates,Bro,Sodium,Lithium,Boron-Borates,Lithium,Strontium,Bro,Gypsum-Anhydrite,Nickel,Lithium,Boron-Borates,Potassium,Gypsum-Anhydrite,Sulfur,Bro,Boron-Borates,Lithium,Nickel,Potassium,Magnesite,Strontium,Bro,Sodium,Bro,Calcium,Lithium,Boron-Borates,Potassium,Strontium,Barium-Barite,Sodium,Magnesite,Clay,Gypsum-Anhydrite,Diatomite,Limestone,Bro,Sodium,Lithium,Bro,Lithium,Nickel,Boron-Borates,Sodium,Gypsum-Anhydrite,Lithium,Potassium,Arsenic,Sodium,Lithium,Tungsten,balt,Molybdenum,Boron-Borates,Sodium,Lithium,Boron-Borates,Potassium","Lacustrine brine lithium,Lacustrine evaporite borate,Lacustrine brine lithium,Lacustrine evaporite borate,Lacustrine brine lithium",GEO,ALL63,ALL63,GROUP6
Bolivia,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10005866,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10086919,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10090397",https://mrdata.usgs.gov/mrds,"10005866,10090397,10086919","",EPSG:4326,"Kapina,Boratera De Capina,Capina,Laguna Capina,Ramaditas,","Laguna Ramas,Laguna Celeste ,Laguna Capina Sur","Lithium,Bro,Boron-Borates,Potassium,Bro,Potassium,Boron-Borates,Gypsum-Anhydrite,Lithium,Bro,Magnesite,Boron-Borates,Lithium","Lacustrine brine lithium,Lacustrine evaporite borate,Lacustrine brine lithium",GEO,ALL111,ALL111,GROUP6
Bolivia,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10005869,https://mrdata.usgs.gov/mrds,10005869,"",EPSG:4326,"",Salar De Empexa,"Boron-Borates,Bro,Gypsum-Anhydrite,Lithium",Lacustrine brine lithium,GEO,ALL138,ALL138,GROUP6
Bolivia,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10005857,https://mrdata.usgs.gov/mrds,10005857,"",EPSG:4326,Salar De Uyuni,Salmuera Del Rio Grande,"Boron-Borates,Lithium,Potassium",Lacustrine brine lithium,GEO,ALL241,ALL241,GROUP6
Bolivia,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10005839,https://mrdata.usgs.gov/mrds,10005839,"",EPSG:4326,"",Laguna Busch O Kalina,"Strontium,Lithium,Sodium,Potassium,Bro,Boron-Borates",Lacustrine brine lithium,GEO,ALL270,ALL270,GROUP6
Bolivia,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60001839,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10006203",https://mrdata.usgs.gov/mrds,"10006203,60001839","",EPSG:4326,"Compania,Salvadora,Santa Rosa. Veins: Rothschild,Fabulosa,Esperanza,Union,Carmen,Huayna,San Alberto,",Milluni,"Lead,Antimony,pper,Tungsten,Nickel,Gold,Silver,Tin,Lithium,Arsenic,Zinc,balt,Bismuth,Lithium,Lead,pper,Tin,Tungsten,Molybdenum,Zinc","STRATABOUND,STOCKWORK,VEIN,Vein tin,Greisen tin ±W-Mo,Vein tin polymetallic,Vein tin",GEO,ALL317,ALL317,GROUP6
Bolivia,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10005858,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000727,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10182584",https://mrdata.usgs.gov/mrds,"60000727,10182584,10005858","",EPSG:4326,",Salar Del Uyuni,Llipi-Llipi,Salmuera Del Rio Grande,Boratera Pampa,Salmueras Del Salar De Uyuni Deposits,Rio Grande","Salmueras Del Salar De Uyuni ,Salar De Uyuni","Boron-Borates,Potassium,Lithium,Magnesite,Potassium,Lithium,Boron-Borates,Gypsum-Anhydrite,Magnesite,Lithium,Magnesite","Lacustrine brine lithium,LACUSTRINE SEDIMENTARY,EVAPORITE,BRINE,Lacustrine brine lithium",GEO,ALL408,ALL408,GROUP6
Uganda,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10256245,https://mrdata.usgs.gov/mrds,10256245,"",EPSG:4326,"",Mutaka,"Beryllium,Lithium",Greisen beryllium±Li,GEO,ALL58,ALL58,GROUP7
Uganda,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10134489,https://mrdata.usgs.gov/mrds,10134489,"",EPSG:4326,"",Rwemeriro,"Lithium,Beryllium",Greisen beryllium±Li,GEO,ALL278,ALL278,GROUP7
