country,ms_uri,source_id,record_id,state_or_province,crs,other_names,site_name,commodity,deposit_type,link_method,GroupID,loc_GroupID,GroupID_location
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10267125,https://mrdata.usgs.gov/mrds,10267125,Maine,EPSG:4326,"",1 Quarry,"Gemstone,Lithium,Mica","Fluvial placer garnet,Simple pegmatite,Greisen beryllium±Li",GEO,ALL33,ALL33,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10174468,https://mrdata.usgs.gov/mrds,10174468,Nevada,EPSG:4326,Calahan Mining,Cal,"Boron-Borates,Gold,Lithium","Lacustrine brine lithium,Lacustrine evaporite borate,Lacustrine clay lithium",GEO,ALL34,ALL34,GROUP20
United States,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078601,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078600,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078602,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078591,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078588,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078587,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078586",https://mrdata.usgs.gov/mrds,"10078600,10078602,10078587,10078591,10078588,10078601,10078586",North Carolina,EPSG:4326,"","Falls Tin ,Ormond Farm Tin ,A,Unnamed King Mountain Tin s,Kings Mountain Tin ,Ormond-Carr Tin","Feldspar,Mica,Lithium,Tin,Quartz,Lithium,Feldspar,Tin,Quartz,Quartz,Tin,Feldspar,Mica,Lithium,Tin,Feldspar,Lithium,Mica,Quartz,Feldspar,Tin,Quartz,Lithium,Tin,Lithium,Quartz,Feldspar,Feldspar,Tin,Lithium,Quartz","Greisen tin ±W-Mo,Greisen tin ±W-Mo,LCT pegmatite,Greisen tin ±W-Mo,Greisen beryllium±Li,LCT pegmatite,Residual placer tin,Greisen tin ±W-Mo,Residual placer tin,LCT pegmatite,Greisen tin ±W-Mo,Greisen tin ±W-Mo,Residual placer tin,Greisen tin ±W-Mo,Greisen beryllium±Li,Residual placer tin",GEO,ALL36,ALL36,GROUP20
United States,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055076,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10021606",https://mrdata.usgs.gov/mrds,"10055076,10021606",Utah,EPSG:4326,"","Monitor,Monitor","Fluorine-Fluorite,Uranium,Lithium,Beryllium,Fluorine-Fluorite,Lithium,Uranium,Beryllium",Epithermal beryllium,GEO,ALL40,ALL40,GROUP20
United States,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10145911,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10121375,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10084424",https://mrdata.usgs.gov/mrds,"10145911,10084424,10121375",Maine,EPSG:4326,"",Starrett,"Lithium,Feldspar,Lithium,Mica,Feldspar,Lithium","LCT pegmatite,Simple pegmatite,Pegmatite,Simple pegmatite,LCT pegmatite,Greisen beryllium±Li,Simple pegmatite,Greisen beryllium±Li,LCT pegmatite",GEO,ALL41,ALL41,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10101679,https://mrdata.usgs.gov/mrds,10101679,South Dakota,EPSG:4326,Mateen Lode Claim,Century Lode,"Lithium,Tin","NYF pegmatite,LCT pegmatite",GEO,ALL43,ALL43,GROUP20
United States,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10186488,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048192,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048191",https://mrdata.usgs.gov/mrds,"10048192,10186488,10048191",Arizona,EPSG:4326,"Morning Star,","Morning Star ,North Morning Star","Manganese,Quartz,pper,Lithium,Mica,Feldspar,Beryllium,Potassium,Mica,Feldspar,Lithium,Tantalum,Quartz,Beryllium,Lithium,Mica,Feldspar","LCT pegmatite,Simple pegmatite,Simple pegmatite,Greisen beryllium±Li,Simple pegmatite,LCT pegmatite,NYF pegmatite",GEO,ALL44,ALL44,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10145207,https://mrdata.usgs.gov/mrds,10145207,Maine,EPSG:4326,"",Keith,"Gemstone,Lithium,Beryllium,Phosphorus-Phosphates,Feldspar","LCT pegmatite,Simple pegmatite,NYF pegmatite",GEO,ALL45,ALL45,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10023695,https://mrdata.usgs.gov/mrds,10023695,Nevada,EPSG:4326,Clayton Valley,Silver Peak Marsh,"Bro,Lithium,Clay,Boron-Borates",Lacustrine brine lithium,GEO,ALL46,ALL46,GROUP20
United States,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10104199,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10153321",https://mrdata.usgs.gov/mrds,"10104199,10153321",South Dakota,EPSG:4326,"",Black Hills Tin mpany,"Tin,Gold,Tantalum,Lithium,Gold,Tantalum,Tin,Lithium","Greisen tin ±W-Mo,Replacement tin,Greisen beryllium±Li,LCT pegmatite,Greisen tin ±W-Mo,Residual placer tin",GEO,ALL49,ALL49,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10259152,https://mrdata.usgs.gov/mrds,10259152,Arizona,EPSG:4326,"",Lepidolite,Lithium,"Lacustrine brine lithium,LCT pegmatite,Lacustrine clay lithium",GEO,ALL53,ALL53,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10013816,https://mrdata.usgs.gov/mrds,10013816,Colorado,EPSG:4326,Big Diggings,Hide Above Lode,"Lithium,Uranium,Beryllium","Abyssal pegmatite REE,Greisen beryllium±Li,NYF pegmatite,Simple pegmatite",GEO,ALL55,ALL55,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10104256,https://mrdata.usgs.gov/mrds,10104256,South Dakota,EPSG:4326,"",Tin Mountain,"Cesium,Mica,Lithium,Beryllium,Tantalum,Feldspar","LCT pegmatite,Simple pegmatite",GEO,ALL56,ALL56,GROUP20
United States,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10251349,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10010787",https://mrdata.usgs.gov/mrds,"10010787,10251349",South Dakota,EPSG:4326,"",Western Feldspar Lode,"Mica,Tin,Feldspar,Lithium,Lithium,Feldspar,Tin","NYF pegmatite,LCT pegmatite,Simple pegmatite",GEO,ALL59,ALL59,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10013857,https://mrdata.usgs.gov/mrds,10013857,Colorado,EPSG:4326,"",Hyatt Ranch,"Lithium,Mica,Beryllium,Uranium,Bismuth,Feldspar,Phosphorus-Phosphates","Simple pegmatite,Greisen beryllium±Li,NYF pegmatite",GEO,ALL60,ALL60,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106019,https://mrdata.usgs.gov/mrds,10106019,North Carolina,EPSG:4326,"",Blue Ridge  and Placer,"Mica,Feldspar,Tin,Lithium,Quartz","Greisen tin ±W-Mo,Residual placer tin",GEO,ALL61,ALL61,GROUP20
United States,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10250572,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095919,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10226728,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10010799",https://mrdata.usgs.gov/mrds,"10250572,10095919,10226728,10010799",South Dakota,EPSG:4326,",Star Lithia Mine","Sky Lode,Star Lode","Mica,Tantalum,Lithium,Lithium,Mica,Feldspar,Feldspar,Mica,Talc-Soapstone,Lithium,Tantalum,Beryllium,Lithium","Lacustrine clay lithium,Peralkaline igneous HFSE- REE,LCT pegmatite,Greisen beryllium±Li,LCT pegmatite,NYF pegmatite,Greisen beryllium±Li,Simple pegmatite,Simple pegmatite,LCT pegmatite,Greisen beryllium±Li,LCT pegmatite,Peralkaline igneous HFSE- REE,NYF pegmatite",GEO,ALL62,ALL62,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055717,https://mrdata.usgs.gov/mrds,10055717,South Dakota,EPSG:4326,Longview Mine,2,Lithium,"LCT pegmatite,Simple pegmatite",GEO,ALL64,ALL64,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10009832,https://mrdata.usgs.gov/mrds,10009832,Arizona,EPSG:4326,"Gordon Mine,San Juan Group",San Juan,"Lithium,Silver,Gallium,Bismuth,Lead,Beryllium,Cadmium,Zinc","Replacement zinc-lead,Skarn zinc-lead-silver,Non-sulfide zinc-lead ± Mn",GEO,ALL65,ALL65,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10008391,https://mrdata.usgs.gov/mrds,10008391,Maine,EPSG:4326,"",Harvard,"Mica,Beryllium,Molybdenum,Lithium,Cesium","Greisen beryllium±Li,Simple pegmatite,LCT pegmatite,Pegmatite,NYF pegmatite",GEO,ALL66,ALL66,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10009134,https://mrdata.usgs.gov/mrds,10009134,Colorado,EPSG:4326,"",1,"Mica,Beryllium,Lithium,Tantalum","NYF pegmatite,LCT pegmatite",GEO,ALL68,ALL68,GROUP20
United States,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10145679,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10306761",https://mrdata.usgs.gov/mrds,"10306761,10145679",Maine,EPSG:4326,",Neville Mine","Dunton Gem ,Dunton","Uranium,Beryllium,Tantalum,Cesium,Lithium,Silica,Zirnium,Lithium,Mica,Beryllium,Phosphorus-Phosphates,Tin,Tantalum,Feldspar,Gemstone,Uranium","LCT pegmatite,NYF pegmatite,Pegmatite,LCT pegmatite,Simple pegmatite,Abyssal pegmatite REE,NYF pegmatite",GEO,ALL70,ALL70,GROUP20
United States,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10299041,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055659",https://mrdata.usgs.gov/mrds,"10299041,10055659",South Dakota,EPSG:4326,"White Blowout,White Blowout DepositWhite Blowout","Tin Queen,White Blowout","Feldspar,Mica,Lithium,Beryllium,Tin,Beryllium,Tin,Feldspar,Tantalum,Lithium,Mica","LCT pegmatite,NYF pegmatite,Simple pegmatite,Simple pegmatite,Abyssal pegmatite REE,LCT pegmatite,Greisen tin ±W-Mo,NYF pegmatite",GEO,ALL71,ALL71,GROUP20
United States,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055768,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055687",https://mrdata.usgs.gov/mrds,"10055768,10055687",South Dakota,EPSG:4326,"","Beecher Lode,Keystone Lode","Lithium,Mica,Beryllium,Tantalum,Mica,Lithium,Beryllium","LCT pegmatite,Simple pegmatite,LCT pegmatite,NYF pegmatite",GEO,ALL72,ALL72,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10129171,https://mrdata.usgs.gov/mrds,10129171,South Dakota,EPSG:4326,"",Da,"Tin,Lithium","NYF pegmatite,LCT pegmatite,Simple pegmatite",GEO,ALL73,ALL73,GROUP20
United States,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10047407,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10149657",https://mrdata.usgs.gov/mrds,"10047407,10149657",Nevada,EPSG:4326,"",Ed,"Lithium,Lithium,Clay","Lacustrine clay lithium,Lacustrine brine lithium,Lacustrine clay lithium",GEO,ALL76,ALL76,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10107992,https://mrdata.usgs.gov/mrds,10107992,Colorado,EPSG:4326,Storm Mountain District,Crystal Mountain Pegmatite,"Manganese,Beryllium,Bismuth,Mica,Feldspar,Lithium,Gemstone,rare earth elements,Tantalum,Uranium","Simple pegmatite,NYF pegmatite,LCT pegmatite",GEO,ALL80,ALL80,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055688,https://mrdata.usgs.gov/mrds,10055688,South Dakota,EPSG:4326,Etta Claim and Ferguson Claim,Etta Spodumene,"Tin,Tungsten,Feldspar,Mica,Lithium,Beryllium,Tantalum","Abyssal pegmatite REE,LCT pegmatite,NYF pegmatite,Simple pegmatite",GEO,ALL81,ALL81,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10151138,https://mrdata.usgs.gov/mrds,10151138,North Carolina,EPSG:4326,Plonk Prospect,Mike Plonk,"Tin,Lithium","LCT pegmatite,Greisen tin ±W-Mo,Abyssal pegmatite REE",GEO,ALL82,ALL82,GROUP20
United States,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024747,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10248493,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10200004",https://mrdata.usgs.gov/mrds,"10248493,10200004,10024747",North Carolina,EPSG:4326,",Foote Minerals","Kings Mountain ncentrator,Kings Mountain","Feldspar,Lithium,Sodium,Mica,Mica,Lithium,Silica,Feldspar,Feldspar,Mica,Tantalum,Stone, Crushed/Broken,Lithium,Beryllium,Tin,Stone","LCT pegmatite,NYF pegmatite,Simple pegmatite,LCT pegmatite,Greisen beryllium±Li,LCT pegmatite",GEO,ALL84,ALL84,GROUP20
United States,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10142697,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10239376",https://mrdata.usgs.gov/mrds,"10239376,10142697",Colorado,EPSG:4326,"Brown Derby Mines Nos 1 2 4 5,","Brown Derby No,Brown Derby","Beryllium,Tantalum,Lithium,Lithium,Tantalum","NYF pegmatite,LCT pegmatite,LCT pegmatite",GEO,ALL85,ALL85,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10297174,https://mrdata.usgs.gov/mrds,10297174,North Carolina,EPSG:4326,"",Foote ral Reclamation Mill,Lithium,"Lacustrine clay lithium,Greisen beryllium±Li,Lacustrine brine lithium",GEO,ALL88,ALL88,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10126539,https://mrdata.usgs.gov/mrds,10126539,New Mexico,EPSG:4326,"",La Quava and La Madera,"Zirnium,Beryllium,Lithium",Greisen beryllium±Li,GEO,ALL90,ALL90,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039508,https://mrdata.usgs.gov/mrds,10039508,Arizona,EPSG:4326,"",Black Beauty,"Lithium,Beryllium,Tungsten","Vein tungsten,Greisen tungsten- molybdenum±Bi,Vein",GEO,ALL91,ALL91,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10180713,https://mrdata.usgs.gov/mrds,10180713,Washington,EPSG:4326,"",Bumping Lake ral Spring,"Uranium,pper,Calcium,Manganese,Boron-Borates,Magnesite,Lithium,Chlorine",Low Iron alkali-calcic,GEO,ALL94,ALL94,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10306862,https://mrdata.usgs.gov/mrds,10306862,Maine,EPSG:4326,"",Kinglet Quarry,"Lithium,Cesium","Pegmatite,LCT pegmatite",GEO,ALL96,ALL96,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10306762,https://mrdata.usgs.gov/mrds,10306762,Maine,EPSG:4326,"",Nevel,"Tantalum,Feldspar,Mica,Beryllium,Lithium","Simple pegmatite,Pegmatite,NYF pegmatite,LCT pegmatite",GEO,ALL97,ALL97,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10087858,https://mrdata.usgs.gov/mrds,10087858,Colorado,EPSG:4326,"",Kings Canyon,"Lithium,Beryllium","Simple pegmatite,NYF pegmatite,Greisen beryllium±Li,LCT pegmatite",GEO,ALL98,ALL98,GROUP20
United States,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10100525,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10306858,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10084621",https://mrdata.usgs.gov/mrds,"10306858,10084621,10100525",Maine,EPSG:4326,"","Crooker Quarry,Mt,Black Mt","Tin,Tantalum,Lithium,Beryllium,Mica,Feldspar,Lithium,Cesium,Tantalum,Rubidium,Beryllium,Gemstone,Mica,Cesium,Lithium,Tin,Feldspar","Pegmatite,LCT pegmatite,Pegmatite,LCT pegmatite,Simple pegmatite,Greisen beryllium±Li,NYF pegmatite,Pegmatite,Simple pegmatite,NYF pegmatite,LCT pegmatite,Abyssal pegmatite REE",GEO,ALL99,ALL99,GROUP20
United States,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10305144,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055774",https://mrdata.usgs.gov/mrds,"10305144,10055774",South Dakota,EPSG:4326,"King Lode,King Fraction,Equality,",King Lithia,"Lithium,Beryllium,Feldspar,Lithium,Beryllium","Greisen beryllium±Li,Simple pegmatite,LCT pegmatite,Greisen beryllium±Li",GEO,ALL101,ALL101,GROUP20
United States,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10178113,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10010781",https://mrdata.usgs.gov/mrds,"10178113,10010781",South Dakota,EPSG:4326,"","Wood Tin Lode,Wood Tin Lode MS 1646","Lithium,Mica,Feldspar,Beryllium,Mica,Beryllium,Feldspar,Lithium","Greisen beryllium±Li,Peralkaline igneous HFSE- REE,Greisen beryllium±Li,Simple pegmatite,NYF pegmatite,LCT pegmatite",GEO,ALL102,ALL102,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10227685,https://mrdata.usgs.gov/mrds,10227685,Virginia,EPSG:4326,Tiller Mine,Pocahontas,"Lithium,balt",Supergene manganese,GEO,ALL103,ALL103,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055678,https://mrdata.usgs.gov/mrds,10055678,South Dakota,EPSG:4326,"",High Climb,"Mica,Feldspar,Tantalum,Beryllium,Lithium","NYF pegmatite,Simple pegmatite,LCT pegmatite",GEO,ALL104,ALL104,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10089476,https://mrdata.usgs.gov/mrds,10089476,North Carolina,EPSG:4326,"",Murphy-Houser Spodumene,"Lithium,Beryllium,Quartz,Tin,Feldspar","LCT pegmatite,Greisen beryllium±Li",GEO,ALL105,ALL105,GROUP20
United States,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078574,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078577,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10089470,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078603,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078575,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078594,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078595,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078584,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093763,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078589,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078604,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10175039,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106018,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093764,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10089472",https://mrdata.usgs.gov/mrds,"10078577,10078584,10078589,10089472,10078603,10175039,10093764,10078595,10093763,10106018,10078604,10078594,10089470,10078575,10078574",North Carolina,EPSG:4326,"Atlas Shaft,E. C. Faires Property,Faires Prospect,","S,Unnamed Tin  ,Unnamed Tin s,Unnamed Tin  Fl-133,Old Well Tin  ,Pink Wright Tin ,le Farm Tin ,Faires Tin ,Holland Tin ,Atlas Tin ,Unnamed Tin  Fl-141,Unnamed Tin  Fk-006,Metcalf Tin","Lithium,Tin,Quartz,Feldspar,Lithium,Quartz,Feldspar,Tin,Quartz,Tin,Lithium,Feldspar,Lithium,Feldspar,Tin,Quartz,Tin,Lithium,Quartz,Mica,Lithium,Feldspar,Tin,Quartz,Tin,Lithium,Mica,Feldspar,Mica,Lithium,Tin,Quartz,Feldspar,Feldspar,Lithium,Tin,Quartz,Mica,Feldspar,Quartz,Lithium,Tin,Quartz,Feldspar,Tin,Lithium","Greisen tin ±W-Mo,LCT pegmatite,Simple pegmatite,Residual placer tin,Greisen tin ±W-Mo,Greisen tin ±W-Mo,Residual placer tin,Simple pegmatite,Greisen tin ±W-Mo,LCT pegmatite,Greisen tin ±W-Mo,LCT pegmatite,Greisen tin ±W-Mo,Greisen beryllium±Li",GEO,ALL107,ALL107,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096490,https://mrdata.usgs.gov/mrds,10096490,North Carolina,EPSG:4326,"",Ramseur Tin,"Lithium,Feldspar,Tin,Quartz","LCT pegmatite,Simple pegmatite,Greisen tin ±W-Mo",GEO,ALL108,ALL108,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10013870,https://mrdata.usgs.gov/mrds,10013870,Colorado,EPSG:4326,"",jade,"Lithium,Tantalum,Beryllium","Greisen beryllium±Li,LCT pegmatite,NYF pegmatite,Simple pegmatite",GEO,ALL109,ALL109,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10009788,https://mrdata.usgs.gov/mrds,10009788,South Dakota,EPSG:4326,"",Keenan,"Tungsten,Tantalum,Tin,Lithium","LCT pegmatite,Greisen tin ±W-Mo,NYF pegmatite",GEO,ALL110,ALL110,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10194003,https://mrdata.usgs.gov/mrds,10194003,Maine,EPSG:4326,"",Stony Brook,"Gemstone,Lithium,Feldspar,Mica","LCT pegmatite,Greisen beryllium±Li,Simple pegmatite",GEO,ALL113,ALL113,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10009112,https://mrdata.usgs.gov/mrds,10009112,California,EPSG:4326,"",Tourmaline King Pegmatite,"Tantalum,Lithium,Gemstone","LCT pegmatite,Simple pegmatite",GEO,ALL114,ALL114,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10169842,https://mrdata.usgs.gov/mrds,10169842,Maine,EPSG:4326,"",Black Mountain Quarries,"Mica,Beryllium,Feldspar,Lithium,Tin","NYF pegmatite,Simple pegmatite,Greisen beryllium±Li,LCT pegmatite",GEO,ALL115,ALL115,GROUP20
United States,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10272460,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10074662,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10199607",https://mrdata.usgs.gov/mrds,"10199607,10074662,10272460",North Carolina,EPSG:4326,"Lithium Corporation of America Mine,Hallman-Bean Mine,,Hallman-Bean Mill,Lithium Corp of America Mill","Hallman-Beam Mill,Hallman-Beam","Mica,Feldspar,Lithium,Lithium,Mica,Feldspar,Lithium","LCT pegmatite,Greisen beryllium±Li,Lacustrine clay lithium,Greisen beryllium±Li,Simple pegmatite,LCT pegmatite",GEO,ALL116,ALL116,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10150068,https://mrdata.usgs.gov/mrds,10150068,New Hampshire,EPSG:4326,"",Mcgall,"Lithium,Mica,Beryllium,Feldspar","LCT pegmatite,Simple pegmatite,Greisen beryllium±Li",GEO,ALL118,ALL118,GROUP20
United States,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10226417,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055736",https://mrdata.usgs.gov/mrds,"10226417,10055736",South Dakota,EPSG:4326,"Volcano Lode,Eruption Lode","Volcano Lode,Eruption Lode","Beryllium,Mica,Feldspar,Lithium,Feldspar,Mica,Beryllium,Lithium","Simple pegmatite,LCT pegmatite,Peralkaline igneous HFSE- REE,Abyssal pegmatite REE,Simple pegmatite,Greisen beryllium±Li",GEO,ALL121,ALL121,GROUP20
United States,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10121272,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067344",https://mrdata.usgs.gov/mrds,"10121272,10067344",Massachusetts,EPSG:4326,"",Barrus  Lithia,Lithium,"Lacustrine brine lithium,Lacustrine clay lithium,Simple pegmatite,Abyssal pegmatite REE,LCT pegmatite",GEO,ALL124,ALL124,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078579,https://mrdata.usgs.gov/mrds,10078579,North Carolina,EPSG:4326,"",Whitesides and Kizer s,"Feldspar,Quartz,Lithium,Tin",Greisen tin ±W-Mo,GEO,ALL125,ALL125,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10194447,https://mrdata.usgs.gov/mrds,10194447,Maine,EPSG:4326,"Any Mine,Newry Gem Mine,Nevell Mine,United Feldspar and Minerals Comp,Dunton Mines",Newry s,"Feldspar,Beryllium,Mica,Lithium,Gemstone, Semiprecious","LCT pegmatite,Simple pegmatite,NYF pegmatite",GEO,ALL127,ALL127,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10129400,https://mrdata.usgs.gov/mrds,10129400,South Dakota,EPSG:4326,"",Tenderfoot Spud Lode,Lithium,"Peralkaline igneous HFSE- REE,Greisen beryllium±Li",GEO,ALL128,ALL128,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10212855,https://mrdata.usgs.gov/mrds,10212855,California,EPSG:4326,"",Frank and George Davis Own 2 s,"Lithium,pper","Vein copper,Hematite- dominant IOCG",GEO,ALL130,ALL130,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10009129,https://mrdata.usgs.gov/mrds,10009129,Colorado,EPSG:4326,"",White Spar No,"Tantalum,Lithium",LCT pegmatite,GEO,ALL131,ALL131,GROUP20
United States,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10087851,https://mrdata.usgs.gov/mrds,10087851,Colorado,EPSG:4326,"",Big Boulder,"Feldspar,Lithium,Mica,Beryllium,Uranium","Simple pegmatite,Abyssal pegmatite REE,NYF pegmatite,LCT pegmatite",GEO,ALL132,ALL132,GROUP20
United States,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10256896,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10060338",https://mrdata.usgs.gov/mrds,"10060338,10256896",Arizona,EPSG:4326,"","Independence,Independence s","Beryllium,Lithium,Lead,Lithium,Silver,Beryllium,Zinc,pper","NYF pegmatite,LCT pegmatite,LCT pegmatite,Simple pegmatite,Greisen beryllium±Li",GEO,ALL133,ALL133,GROUP20
