ms_uri,source_id,record_id,site_name,country,state_or_province,crs,commodity,deposit_type,GroupID
https://minmod.isi.edu/resource/mineral_site6c4116dd102205807a8edb1cef3dd65c8536187a53f5bfd33016059722b26111,https://pubs.usgs.gov/of/2008/1155/,74,Assarel,Bulgaria,"Srednegorie zone, Panagyurishte district",EPSG:4326,"tellurium,cobalt,pyrophyllite,gold,copper,antimony,arsenic,nickel,silver",17,https://pubs.usgs.gov/of/2008/1155/0
