,ms_uri_1,ms_uri_2
9140,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__mouat,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__mouat-2158
9141,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__mouat,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__mouat
9142,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085245,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085245
9143,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085245,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__windarra-group
9144,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__windarra-group,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085245
9145,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__windarra-group,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__windarra-group
9146,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079624,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079624
9147,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079624,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079623
9148,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079623,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079624
9149,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079623,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079623
9150,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10293984,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10293984
9151,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__026fe63791820174db08d5252260412f05dc9f62ec2a255c47788bc93442639d0a,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__026fe63791820174db08d5252260412f05dc9f62ec2a255c47788bc93442639d0a
9152,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10232275,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10232275
9153,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10232275,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109656
9154,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109656,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10232275
9155,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109656,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109656
9156,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067413,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067413
9157,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067413,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067487
9158,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067487,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067413
9159,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067487,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067487
9160,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10082900,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10082900
9161,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039188,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039188
9162,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10400337,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10400337
9163,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10175393,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10175393
9164,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__47,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__47
9165,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041663,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041663
9166,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001381,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001381
9167,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__nindilbillup-group,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__nindilbillup-group
9168,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__110,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__110
9169,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10256199,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10256199
9170,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039199,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039199
9171,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10009095,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10009095
9172,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067860,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067860
9173,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10182853,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10182853
9174,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10201067,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10201067
9175,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__rooderand-platmin-1861,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__rooderand-platmin-1861
9176,https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-qvbd9wbg__1,https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-qvbd9wbg__1
9177,https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-qvbd9wbg__1,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__raglan-605
9178,https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-qvbd9wbg__1,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__raglan
9179,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__raglan-605,https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-qvbd9wbg__1
9180,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__raglan-605,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__raglan-605
9181,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__raglan-605,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__raglan
9182,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__raglan,https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-qvbd9wbg__1
9183,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__raglan,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__raglan-605
9184,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__raglan,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__raglan
9185,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__tati-selkirk-319,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__tati-selkirk-319
9186,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__tati-selkirk-319,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__tati-selkirk
9187,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__tati-selkirk,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__tati-selkirk-319
9188,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__tati-selkirk,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__tati-selkirk
9189,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__black-hills-north-monger,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__black-hills-north-monger
9190,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10021001,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10021001
9191,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069229,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069229
9192,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10071936,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10071936
9193,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10305386,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10305386
9194,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10295844,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10295844
9195,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__toronto,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__toronto
9196,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000526,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000526
9197,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041727,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041727
9198,https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-b46zzmet__1,https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-b46zzmet__1
9199,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__si008,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__si008
9200,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__dikoloti-307,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__dikoloti-307
9201,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__dikoloti-307,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__dikoloti
9202,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__dikoloti,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__dikoloti-307
9203,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__dikoloti,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__dikoloti
9204,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__kambalda-blair,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__kambalda-blair
9205,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069626,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069626
9206,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__duketon-south-boulder-rosie-126,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__duketon-south-boulder-rosie-126
9207,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069622,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069622
9208,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069622,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303763
9209,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303763,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069622
9210,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303763,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303763
9211,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00206,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00206
9212,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038767,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038767
9213,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00205,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00205
9214,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039579,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039579
9215,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10160794,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10160794
9216,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067587,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067587
9217,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067587,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10285467
9218,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10285467,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067587
9219,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10285467,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10285467
9220,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048024,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048024
9221,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__pyke-hill,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__pyke-hill
9222,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__1078,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__1078
9223,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10052685,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10052685
9224,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10052685,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10128693
9225,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10128693,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10052685
9226,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10128693,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10128693
9227,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2316,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2316
9228,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2316,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038699
9229,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038699,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2316
9230,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038699,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038699
9231,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038911,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038911
9232,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10123897,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10123897
9233,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10071874,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10071874
9234,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069194,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069194
9235,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039243,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039243
9236,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__owendale,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__owendale
9237,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10293997,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10293997
9238,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10293997,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078272
9239,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078272,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10293997
9240,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078272,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078272
9241,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258643,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258643
9242,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303947,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303947
9243,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__agua-branca,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__agua-branca
9244,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10003725,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10003725
9245,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__limoeiro-338,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__limoeiro-338
9246,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__limoeiro-338,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__limoeiro
9247,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__limoeiro,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__limoeiro-338
9248,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__limoeiro,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__limoeiro
9249,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__copernicus-115,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__copernicus-115
9250,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070512,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070512
9251,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069264,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069264
9252,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__101,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__101
9253,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10082817,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10082817
9254,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10244791,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10244791
9255,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10206716,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10206716
9256,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__zolotoprozhskoe,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__zolotoprozhskoe
9257,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303914,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303914
9258,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183526,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183526
9259,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278132,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278132
9260,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278132,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10082891
9261,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10082891,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278132
9262,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10082891,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10082891
9263,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10152963,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10152963
9264,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068938,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068938
9265,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10065479,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10065479
9266,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038441,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038441
9267,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038441,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024475
9268,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038441,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024588
9269,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038441,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10181649
9270,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024475,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038441
9271,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024475,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024475
9272,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024475,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024588
9273,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024475,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10181649
9274,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024588,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038441
9275,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024588,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024475
9276,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024588,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024588
9277,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024588,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10181649
9278,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10181649,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038441
9279,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10181649,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024475
9280,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10181649,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024588
9281,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10181649,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10181649
9282,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183210,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183210
9283,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__goongarrie-south-fe,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__goongarrie-south-fe
9284,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039344,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039344
9285,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh388,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh388
9286,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000582,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000582
9287,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000582,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109568
9288,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109568,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000582
9289,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109568,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109568
9290,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10158140,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10158140
9291,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10300985,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10300985
9292,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10103641,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10103641
9293,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039336,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039336
9294,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__jaguar-onca-rosa,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__jaguar-onca-rosa
9295,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__baimazhai,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__baimazhai
9296,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__two-rivers-1878,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__two-rivers-1878
9297,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__two-rivers-1878,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__two-rivers
9298,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__two-rivers,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__two-rivers-1878
9299,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__two-rivers,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__two-rivers
9300,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10270357,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10270357
9301,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10280321,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10280321
9302,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10207035,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10207035
9303,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__sconi-south-lucknow,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__sconi-south-lucknow
9304,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106404,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106404
9305,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070520,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070520
9306,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh093,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh093
9307,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh093,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh094
9308,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh094,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh093
9309,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh094,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh094
9310,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10112731,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10112731
9311,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10283135,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10283135
