,ms_uri_1,ms_uri_2
0,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__maricao,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__maricao
1,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038415,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038415
2,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096183,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096183
3,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10287493,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10287493
4,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036903,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036903
5,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001249,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001249
6,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001249,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001261
7,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001249,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001262
8,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001261,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001249
9,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001261,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001261
10,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001261,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001262
11,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001262,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001249
12,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001262,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001261
13,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001262,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001262
14,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070518,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070518
15,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10136732,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10136732
16,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10211051,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10211051
17,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048523,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048523
18,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048523,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__dunka-pit-2093
19,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048523,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__dunka-pit
20,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__dunka-pit-2093,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048523
21,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__dunka-pit-2093,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__dunka-pit-2093
22,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__dunka-pit-2093,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__dunka-pit
23,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__dunka-pit,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048523
24,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__dunka-pit,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__dunka-pit-2093
25,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__dunka-pit,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__dunka-pit
26,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067851,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067851
27,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10130679,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10130679
28,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10052914,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10052914
29,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10279302,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10279302
30,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10103675,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10103675
31,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038808,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038808
32,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10208111,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10208111
33,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041569,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041569
34,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041569,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055997
35,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055997,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041569
36,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055997,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055997
37,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10287408,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10287408
38,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039294,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039294
39,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039294,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024586
40,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039294,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024476
41,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039294,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10118080
42,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024586,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039294
43,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024586,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024586
44,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024586,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024476
45,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024586,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10118080
46,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024476,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039294
47,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024476,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024586
48,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024476,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024476
49,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024476,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10118080
50,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10118080,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039294
51,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10118080,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024586
52,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10118080,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024476
53,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10118080,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10118080
54,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10107445,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10107445
55,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039379,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039379
56,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039379,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__dundonald
57,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__dundonald,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039379
58,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__dundonald,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__dundonald
59,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079616,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079616
60,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036920,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036920
61,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036920,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036919
62,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036920,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10204355
63,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036920,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10228388
64,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036919,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036920
65,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036919,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036919
66,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036919,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10204355
67,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036919,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10228388
68,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10204355,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036920
69,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10204355,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036919
70,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10204355,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10204355
71,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10204355,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10228388
72,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10228388,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036920
73,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10228388,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036919
74,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10228388,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10204355
75,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10228388,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10228388
76,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__112,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__112
77,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__112,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__serovskoe-serov
78,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__serovskoe-serov,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__112
79,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__serovskoe-serov,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__serovskoe-serov
80,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038922,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038922
81,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__020148de24da358c707b641b1e4c8feb7d9687f181e03e1ec84632f696f725bb29,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__020148de24da358c707b641b1e4c8feb7d9687f181e03e1ec84632f696f725bb29
82,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039343,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039343
83,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10000032,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10000032
84,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039353,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039353
85,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079588,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079588
86,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183110,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183110
87,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096185,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096185
88,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106923,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106923
89,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106923,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10310306
90,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10310306,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106923
91,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10310306,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10310306
92,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258589,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258589
93,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231925,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231925
94,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231925,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__mount-clifford-marriotts
95,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__mount-clifford-marriotts,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231925
96,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__mount-clifford-marriotts,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__mount-clifford-marriotts
97,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304129,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304129
98,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033309,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033309
99,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033309,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225351
100,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225351,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033309
101,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225351,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225351
102,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__pulau-gag-island-limonite,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__pulau-gag-island-limonite
103,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__pulau-gag-island-limonite,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__pulau-gag-island-saprolite
104,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__pulau-gag-island-saprolite,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__pulau-gag-island-limonite
105,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__pulau-gag-island-saprolite,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__pulau-gag-island-saprolite
106,https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-rwps34u2__1,https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-rwps34u2__1
107,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10207405,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10207405
108,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106889,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106889
109,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106889,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60001626
110,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106889,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278915
111,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60001626,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106889
112,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60001626,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60001626
113,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60001626,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278915
114,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278915,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106889
115,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278915,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60001626
116,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278915,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278915
117,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038764,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038764
118,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231062,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231062
119,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10280755,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10280755
120,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__mount-fitch-203,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__mount-fitch-203
121,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10062418,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10062418
122,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__flying-fox-lounge-lizard,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__flying-fox-lounge-lizard
123,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067481,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067481
124,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033282,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033282
125,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033282,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225422
126,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225422,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033282
127,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225422,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225422
128,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10032111,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10032111
129,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033792,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033792
130,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10290353,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10290353
131,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__mulga-rock-east-base-metals,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__mulga-rock-east-base-metals
132,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10215337,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10215337
133,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002396,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002396
134,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__id036,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__id036
135,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039352,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039352
136,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033299,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033299
137,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033299,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225627
138,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225627,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033299
139,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225627,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225627
140,https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-64679kk8__1,https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-64679kk8__1
141,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__aganozero-ni-bearing-serpentinite,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__aganozero-ni-bearing-serpentinite
142,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183140,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183140
143,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183140,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__crocodile-river-1813
144,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183140,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__crocodile-river
145,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__crocodile-river-1813,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183140
146,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__crocodile-river-1813,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__crocodile-river-1813
147,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__crocodile-river-1813,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__crocodile-river
148,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__crocodile-river,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183140
149,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__crocodile-river,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__crocodile-river-1813
150,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__crocodile-river,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__crocodile-river
151,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__south-east-kalimantan,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__south-east-kalimantan
152,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10072944,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10072944
153,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10072944,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__birch-lake-2054
154,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10072944,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__birch-lake
155,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__birch-lake-2054,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10072944
156,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__birch-lake-2054,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__birch-lake-2054
157,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__birch-lake-2054,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__birch-lake
158,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__birch-lake,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10072944
159,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__birch-lake,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__birch-lake-2054
160,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__birch-lake,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__birch-lake
161,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02569543cbd2b717e6c11c09da7d72036c5ebe053b4b069a0b7df62bba05374397,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02569543cbd2b717e6c11c09da7d72036c5ebe053b4b069a0b7df62bba05374397
162,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069231,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069231
163,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039306,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039306
164,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00207,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00207
165,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00207,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002234
166,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00207,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10282642
167,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00207,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039298
168,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00207,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308914
169,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00207,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf003
170,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002234,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00207
171,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002234,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002234
172,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002234,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10282642
173,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002234,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039298
