ms_uri,source_id,record_id,site_name,country,state_or_province,crs,commodity,deposit_type,GroupID
https://minmod.isi.edu/resource/mineral_sitea2760d4adec259bfd688f18ec184244153d16f334bb6aae30f0285d74c8ce85d,https://w3id.org/usgs/z/4530692/4V4QQ6MN,1,NI 43-101 Technical Report for the Mel Project in North America dated March 2007,Canada,Manitoba,EPSG:4326,"nickel,cobalt","U-M intrusion nickel-copper- PGE,SEDIMENTARY SULPHIDE MINERALIZATION,Magmatic sulphide mineralization,Arc U-M intru- sion nickel- copper-PGE,Hypozonal orogenic gold,Orogenic copper u00b1 gold,Sedimentary sulphide mineralization,U-M layered intrusion nickel- copper-PGE,MAGMATIC SULPHIDE MINERALIZATION",https://w3id.org/usgs/z/4530692/4V4QQ6MN0
