GroupID,country,state_or_province,location,site_name,distance
GROUP553,Mexico,Sonora,POINT (-110.92066 29.07882),Carnaval,0.000198524551151565
GROUP553,Mexico,Sonora,POINT (-110.92066 29.07881),Carnaval,0.000198524551151565
GROUP5906,United States,North Carolina,POINT (-82.71736 35.79343),Goforth Soapstone Mine,0.00021143282118632288
GROUP5906,United States,North Carolina,POINT (-82.71736 35.7934),Goforth Soapstone Mine,0.00021143282118632288
GROUP2529,United States,Arizona,POINT (-112.54074 33.98896),Climax,0.00021312745880255155
GROUP2529,United States,Arizona,POINT (-112.54074 33.98895),Climax Mine,0.000213127459073697
GROUP500,Mexico,Baja California,POINT (-116.00081 32.21398),El Fenomeno Del Topo,0.0002437303016874531
GROUP500,Mexico,Baja California,POINT (-116.00081 32.21397),El Fenomeno Del Topo,0.00024373030199753212
GROUP617,Mexico,Sonora,POINT (-110.95066 29.07241),Villa De Seris,0.0003975928807849497
GROUP617,Mexico,Sonora,POINT (-110.95066 29.07243),Villa De Seris,0.00039759288103786283
GROUP3791,United States,Nevada,POINT (-114.61334 37.89276),Murphy Prospect,0.0004631185025151884
GROUP3791,United States,Nevada,POINT (-114.61334 37.89274),Murphy Prospect,0.00046311850280978317
GROUP2089,United States,New Mexico,POINT (-106.57307 32.45596),Merrimac Mine,0.0004757551233794661
GROUP2089,United States,New Mexico,POINT (-106.57307 32.45593),Merrimac,0.0004757551233794661
GROUP3728,United States,Nevada,POINT (-117.69597 41.32211),Scheelite Prospect,0.0005168115227715363
GROUP3728,United States,Nevada,POINT (-117.69597 41.32209),Scheelite,0.0005168115234290353
GROUP618,Mexico,Sonora,POINT (-109.16811 28.25108),La Cruz,0.0005476477505673582
GROUP618,Mexico,Sonora,POINT (-109.16811 28.25105),La Cruz,0.0005476477505673582
GROUP556,Mexico,Sonora,POINT (-109.25061 28.26692),San Julian,0.0005499156713816148
GROUP556,Mexico,Sonora,POINT (-109.25061 28.26695),San Julian,0.0005499156714982173
GROUP2793,United States,New Mexico,POINT (-107.21448 33.05011),Dewey and White Swan Mines,0.0005559746311771807
GROUP2909,United States,California,POINT (-118.64982 35.79247),Anita May,0.0005559746325918269
GROUP2807,United States,Oregon,POINT (-118.33466 44.92235),Long Meadow Claim,0.0005559746325918269
GROUP531,Mexico,Sonora,POINT (-109.72702 29.10022),Coker,0.0005559746325918269
GROUP2909,United States,California,POINT (-118.64983 35.79247),Anita May,0.0005559746325918269
GROUP3890,United States,Nevada,POINT (-118.81489 40.40989),NBMG Sample Site 2823,0.0005559746325918269
GROUP4689,United States,Oregon,POINT (-122.74973 42.26733),Harmony Group,0.0005559746325918269
GROUP2807,United States,Oregon,POINT (-118.33465 44.92235),Long Meadow Claim,0.0005559746325918269
GROUP531,Mexico,Sonora,POINT (-109.72703 29.10022),Coker,0.0005559746340064731
GROUP4689,United States,Oregon,POINT (-122.74974 42.26733),Harmony Group,0.0005559746354211192
GROUP3890,United States,Nevada,POINT (-118.81488 40.40989),NBMG Sample Site 2823,0.0005559746354211192
GROUP2793,United States,New Mexico,POINT (-107.21449 33.05011),Dewey and White Swan Deposits,0.0005559746354211192
GROUP4589,United States,North Carolina,POINT (-82.57597 35.95898),Peter Cove Talc Mine,0.0005605965918674037
GROUP4589,United States,North Carolina,POINT (-82.57596 35.95899),Peter Cove Talc Mine,0.0005605965994473712
GROUP508,Mexico,Sonora,POINT (-109.65063 28.38354),El Tordillo,0.0005608959494213911
GROUP508,Mexico,Sonora,POINT (-109.65063 28.38357),El Tordillo,0.0005608959495403219
GROUP521,Mexico,Sonora,POINT (-109.75063 28.18358),El Trueno-Nacimiento,0.0005636366308217001
GROUP521,Mexico,Sonora,POINT (-109.75063 28.18355),El Trueno-Nanimmento,0.0005636366310607235
GROUP558,Mexico,Sonora,POINT (-109.95064 28.63353),Tecoripa,0.0005691131083494204
GROUP558,Mexico,Sonora,POINT (-109.95064 28.63356),Tecoripa,0.0005691131085907665
GROUP535,Mexico,Sonora,POINT (-110.55065 29.08354),La Estrella,0.0005855001183057724
GROUP535,Mexico,Sonora,POINT (-110.55065 29.08351),La Estrella,0.0005855001185540677
GROUP1722,United States,North Carolina,POINT (-80.49341 35.35288),Furniss Mine,0.0005855214699429884
GROUP1722,United States,North Carolina,POINT (-80.4934 35.3529),Furniss Mine,0.0005855214998873526
GROUP614,Mexico,Sonora,POINT (-110.27425 29.73629),La Morita,0.0005884071734519761
GROUP614,Mexico,Sonora,POINT (-110.27426 29.7363),La Morita,0.0005884071870165964
GROUP578,Mexico,Sonora,POINT (-110.28954 29.8913),Santa Rosa,0.0005884527527091869
GROUP578,Mexico,Sonora,POINT (-110.28955 29.89129),Santa Rosa,0.0005884527688748283
GROUP601,Mexico,Sonora,POINT (-110.91455 28.12385),Unnamed,0.0005903370328401827
GROUP601,Mexico,Sonora,POINT (-110.91456 28.12384),Unnamed,0.0005903370481194797
GROUP554,Mexico,Sonora,POINT (-110.93426 29.07661),El Tungteno,0.0005903971191530446
GROUP554,Mexico,Sonora,POINT (-110.93427 29.0766),El Tungsteno,0.000590397130488587
GROUP530,Mexico,Sonora,POINT (-110.80066 29.16688),El Saturno,0.0005923093502330337
GROUP530,Mexico,Sonora,POINT (-110.80066 29.16691),El Saturno,0.0005923093504842167
GROUP6048,United States,Utah,POINT (-112.40719 39.85134),Great Western King Mine,0.000594997574236999
GROUP2049,United States,Utah,POINT (-112.40719 39.83356),Murphy Mine,0.000594997574236999
GROUP6048,United States,Utah,POINT (-112.4072 39.85135),Great Western King Mine,0.000594997588987816
GROUP2049,United States,Utah,POINT (-112.4072 39.83355),Murphy Mine,0.000594997588987816
GROUP2114,United States,Utah,POINT (-112.4144 39.82885),Unknown Prospect,0.0005950206151292011
GROUP2114,United States,Utah,POINT (-112.41441 39.82884),Unknown Prospect,0.0005950206297874614
GROUP6142,United States,Oregon,POINT (-124.06117 42.65511),Galena King,0.000622777965086182
GROUP6142,United States,Oregon,POINT (-124.06117 42.65509),Galena King,0.0006227779658784938
GROUP5601,United States,North Carolina,POINT (-82.62376 35.91819),Edwards No. 2 Soapstone Mine,0.0006250007672611866
GROUP5601,United States,North Carolina,POINT (-82.62375 35.91815),Edwards #2 Soapstone Mine,0.0006250008539252983
GROUP566,Mexico,Sonora,POINT (-112.1007 30.1835),La Cienega,0.000627532320267742
GROUP566,Mexico,Sonora,POINT (-112.1007 30.18347),La Cienega,0.0006275323205338621
GROUP4503,United States,Utah,POINT (-112.4083 39.83828),Oro Plata Mine,0.0006358197695195428
GROUP4503,United States,Utah,POINT (-112.4083 39.83825),Oro Plata Mine,0.0006358197695195428
GROUP606,Mexico,Sonora,POINT (-109.152 28.37246),Los Verdes,0.0006649730670082262
GROUP606,Mexico,Sonora,POINT (-109.15201 28.37244),Los Verdes,0.0006649731160491421
GROUP552,Mexico,Sonora,POINT (-110.26175 29.65989),Santa Elena,0.0006763085885608533
GROUP552,Mexico,Sonora,POINT (-110.26176 29.65991),Santa Elena,0.0006763086428578995
GROUP4331,United States,Arizona,POINT (-110.73678 32.55731),"Morning Star,Morning Star Property",0.0006812623058174714
GROUP4331,United States,Arizona,POINT (-110.73679 32.55733),Morning Star Claim,0.0006812623569640801
GROUP522,Mexico,Baja California,POINT (-115.90082 32.18339),Tio Pepe,0.0007285736151403021
GROUP522,Mexico,Baja California,POINT (-115.90082 32.18342),Tio Pepe,0.0007285736154492713
GROUP569,Mexico,Baja California,POINT (-115.95082 32.16676),Olivia,0.0007298826694616327
GROUP569,Mexico,Baja California,POINT (-115.95082 32.16679),Olivia,0.0007298826694616327
GROUP6055,United States,California,POINT (-115.36194 35.5047),Jack Claim,0.0007320907841400704
GROUP6055,United States,California,POINT (-115.36195 35.50472),Jack Claim,0.0007320908409885169
GROUP528,Mexico,Baja California,POINT (-116.05082 32.26675),"Las Pilitas, La Pintada, Tres Hermanas",0.0007324991086670328
GROUP483,Mexico,Baja California,POINT (-116.05082 32.18339),El Pinalito,0.0007324991086670328
GROUP483,Mexico,Baja California,POINT (-116.05082 32.18342),El Pinalito,0.0007324991089776666
GROUP528,Mexico,Baja California,POINT (-116.05082 32.26678),"Las Pilitas, La Pint",0.0007324991089776666
GROUP82,China,"",POINT (116.24934 29.56559),Yangchuling W/Mo Mine,0.0007376866449995225
GROUP82,China,"",POINT (116.24934 29.56556),Yangchuling Mine,0.0007376866453123562
GROUP4792,United States,California,POINT (-117.52727 34.63279),Oraibi Prospect,0.0007571074863054286
GROUP4792,United States,California,POINT (-117.52728 34.63281),Oraibi Prospect,0.000757107544271139
GROUP550,Mexico,Sonora,POINT (-109.96314 29.14465),El Zacate,0.0007592735221032066
GROUP550,Mexico,Sonora,POINT (-109.96314 29.14461),El Zacate,0.0007592735221032066
GROUP2230,United States,Nevada,POINT (-118.70459 40.78458),Rosebud Canyon Placers,0.0007709282565399546
GROUP2230,United States,Nevada,POINT (-118.7046 40.7846),Rosebud Canyon Placers,0.0007709283157360827
GROUP2775,United States,California,POINT (-117.53091 36.62079),Alvord,0.0007709595801523233
GROUP2775,United States,California,POINT (-117.53091 36.62076),Alvord Mine,0.0007709595801523233
GROUP1689,United States,California,POINT (-117.60589 35.32082),Quirk,0.0007728944758841281
GROUP1689,United States,California,POINT (-117.60589 35.32079),Quirk,0.0007728944758841281
GROUP6197,United States,California,POINT (-117.60839 35.31082),Rose Fraction,0.0007729589671671807
GROUP6197,United States,California,POINT (-117.60839 35.31079),Rose Fraction,0.0007729589671671807
GROUP2242,United States,California,POINT (-118.40092 35.56668),Fidgie Group,0.0007933285435654281
GROUP2242,United States,California,POINT (-118.40092 35.56665),Fidgie Group,0.0007933285442382882
GROUP557,Mexico,Sonora,POINT (-110.96316 28.99461),El Camino,0.000795638846443725
GROUP557,Mexico,Sonora,POINT (-110.96316 28.99465),El Camino,0.0007956388466967822
GROUP491,Mexico,Sonora,POINT (-110.28954 29.66686),Santo Nino,0.000802263948193185
GROUP491,Mexico,Sonora,POINT (-110.28955 29.66689),Santo Nino,0.000802264047773663
GROUP2278,United States,Nevada,POINT (-118.88847 38.97074),Howard Mine,0.0008057843736344856
GROUP2278,United States,Nevada,POINT (-118.88847 38.97071),Howard,0.00080578437431791
GROUP499,Mexico,Sonora,POINT (-110.93426 29.07601),Cinco De Mayo,0.0008150193015592803
GROUP499,Mexico,Sonora,POINT (-110.93427 29.07604),Cinco De Mayo,0.0008150194001829739
GROUP3930,United States,California,POINT (-122.81471 40.72265),Ditchline,0.000819893255175699
GROUP3930,United States,California,POINT (-122.81472 40.72263),Ditchline,0.0008198933148314808
GROUP2172,United States,Oregon,POINT (-123.18974 42.09953),Laurel Claims,0.0008243897990608284
GROUP2172,United States,Oregon,POINT (-123.18975 42.09955),Laurel Claims,0.000824389859019798
GROUP1480,United States,Arizona,POINT (-112.25824 34.28811),What-A-Pal Prospect,0.0008423721116075065
GROUP1480,United States,Arizona,POINT (-112.25824 34.28815),What-A-Pal,0.0008423721118754277
GROUP4030,United States,Utah,POINT (-113.75946 41.51912),Compressormine,0.0008721787434549846
GROUP4030,United States,Utah,POINT (-113.75947 41.51909),Compressor Mine,0.0008721788458777739
GROUP1810,United States,Utah,POINT (-113.76224 41.11825),Taylor Nw,0.0008722358134952234
GROUP1810,United States,Utah,POINT (-113.76225 41.11822),Taylor Nw,0.0008722359157007759
GROUP519,Mexico,Sonora,POINT (-113.75076 32.13066),El Desierto De Sonora,0.0008956947731513716
GROUP519,Mexico,Sonora,POINT (-113.75076 32.1307),El Desierto De Sonora,0.0008956947734362524
GROUP560,Mexico,Sonora,POINT (-110.41454 29.78075),Lorena,0.000954382547805631
GROUP560,Mexico,Sonora,POINT (-110.41455 29.78079),Lorena,0.0009543826946145218
GROUP538,Mexico,Sonora,POINT (-110.91955 29.08077),Beatriz,0.0009693482263298475
GROUP538,Mexico,Sonora,POINT (-110.91956 29.08081),Beatriz,0.0009693483734118057
GROUP504,Mexico,Sonora,POINT (-110.93426 29.07711),Los Cuates,0.0009697851329158356
GROUP596,Mexico,Sonora,POINT (-110.93426 29.07831),Maravilla,0.0009697851331229044
GROUP596,Mexico,Sonora,POINT (-110.93427 29.07827),Maravilla,0.000969785280620857
GROUP504,Mexico,Sonora,POINT (-110.93427 29.07715),Los Cuates,0.0009697852808279262
GROUP3868,United States,California,POINT (-118.47454 37.30324),"Pickup Mine,Chipmunk",0.0009702946643988514
GROUP3868,United States,California,POINT (-118.47455 37.30327),Pickup,0.0009702947657393743
GROUP505,Mexico,Sonora,POINT (-110.96176 28.96961),Leonora,0.0009706020645140298
GROUP505,Mexico,Sonora,POINT (-110.96177 28.96965),Leonora,0.0009706022120461826
GROUP515,Mexico,Sonora,POINT (-110.98677 29.05581),Palo Verde,0.0009713451868854692
GROUP515,Mexico,Sonora,POINT (-110.98678 29.05577),Palo Verde,0.0009713453354659689
GROUP1902,United States,Nevada,POINT (-116.05337 37.23556),"Carlisle Adit,Climax Mine",0.0009767543984151807
GROUP1902,United States,Nevada,POINT (-116.05337 37.23552),Climax Mine,0.0009767543987258427
GROUP1797,United States,Nevada,POINT (-116.07587 37.2444),The Climax Stock,0.0009775389035657383
GROUP1797,United States,Nevada,POINT (-116.07587 37.24436),The Climax Stock,0.0009775389038766502
GROUP480,Mexico,Sonora,POINT (-111.53679 29.89328),El Tecolote,0.0009877249391275315
GROUP480,Mexico,Sonora,POINT (-111.5368 29.89324),El Tecolote,0.000987725089131773
GROUP3716,United States,California,POINT (-119.87458 37.57073),Early,0.0009996665792813668
GROUP3716,United States,California,POINT (-119.87459 37.57076),Early,0.000999666685161215
GROUP3270,United States,Arizona,POINT (-112.27463 34.06062),Mayby Mine,0.0010097974670864693
GROUP3270,United States,Arizona,POINT (-112.27464 34.06066),Mayby,0.0010097976164496582
GROUP4646,United States,Arizona,POINT (-112.28963 34.26949),North Star and Money Maker Prospect,0.0010102472414884867
GROUP4646,United States,Arizona,POINT (-112.28964 34.26945),"North Star and Moneymaker,North Star",0.0010102473911956817
GROUP2439,United States,Utah,POINT (-113.38471 39.19801),Horseshoe Mine and Mill,0.0010431767190698595
GROUP2439,United States,Utah,POINT (-113.38472 39.19805),Horseshoe Mine and Mill,0.0010431768690392495
GROUP2626,United States,Utah,POINT (-113.83723 39.753),Macmillan Properties,0.0010568291567836453
GROUP2626,United States,Utah,POINT (-113.83724 39.75304),Macmillan Properties,0.0010568293075073568
GROUP3233,United States,Oregon,POINT (-123.18974 42.10313),"Laurel Or Rainbow,Murphy Prospect",0.0010689981181849532
GROUP3233,United States,Oregon,POINT (-123.18975 42.10316),Murphy Prospect,0.0010689982222230365
GROUP1626,United States,Utah,POINT (-113.75613 41.11242),Taylor South,0.0011119492651836538
GROUP6143,United States,North Carolina,POINT (-82.66458 35.87009),Guy Roberts Soapstone Mine,0.0011119492665983
GROUP5764,United States,Utah,POINT (-113.74614 41.51742),Rocky Pass Lead-Silver,0.0011119492665983
GROUP6143,United States,North Carolina,POINT (-82.66456 35.87009),Guy Roberts Soapstone Mine,0.0011119492665983
GROUP5764,United States,Utah,POINT (-113.74616 41.51742),Rocky Pass Lead-Silver,0.0011119492665983
GROUP1626,United States,Utah,POINT (-113.75615 41.11242),Taylor South,0.0011119492680129461
GROUP5938,United States,North Carolina,POINT (-82.60958 35.92537),Little Foster Creek Soapstone Mine,0.0011211104857457358
GROUP5938,United States,North Carolina,POINT (-82.60956 35.92539),Little Foster Creek Soapstone Mine,0.0011211105088848082
GROUP511,Mexico,Sonora,POINT (-109.56033 28.88632),La Esperanza,0.0011274215024396337
GROUP511,Mexico,Sonora,POINT (-109.56035 28.88633),La Esperanza,0.0011274215175359154
GROUP616,Mexico,Sonora,POINT (-110.91536 29.10661),La Cruz,0.0011295238444482126
GROUP616,Mexico,Sonora,POINT (-110.91538 29.1066),La Cruz,0.0011295238589829335
GROUP2640,United States,Montana,POINT (-113.06619 46.2735),Tungsten Mine Prospect,0.0011330843243558646
GROUP2640,United States,Montana,POINT (-113.06621 46.27349),Tungsten Mines,0.0011330843400774438
GROUP5802,United States,Utah,POINT (-113.36362 41.19381),Desert Flower,0.0011335972274086783
GROUP5802,United States,Utah,POINT (-113.36364 41.19382),Desert Flower,0.0011335972474550119
GROUP4726,United States,Utah,POINT (-113.47056 41.92381),George Creek Tungsten,0.0011337828203056045
GROUP4726,United States,Utah,POINT (-113.47058 41.9238),George Creek Tungsten,0.0011337828349143452
GROUP4273,United States,California,POINT (-117.61617 35.3211),Buckeye,0.0011414248680425543
GROUP4273,United States,California,POINT (-117.61619 35.32109),Buckeye,0.0011414248902122221
GROUP5101,United States,Nevada,POINT (-118.62068 40.19599),Silver Prospect,0.0011433965981660528
GROUP5101,United States,Nevada,POINT (-118.6207 40.196),Unnamed Silver Prospect,0.0011433966153331654
GROUP593,Mexico,Sonora,POINT (-109.87842 29.0155),Llano Colorado,0.001174471804053293
GROUP593,Mexico,Sonora,POINT (-109.87844 29.01552),Llano Colorado,0.0011744718613903818
GROUP4083,United States,Colorado,POINT (-104.88526 38.75421),Park Lodes 1-4 Claims,0.001191642583693149
GROUP4083,United States,Colorado,POINT (-104.88528 38.75418),Park Lodes 1-4 Claims,0.0011916426861705034
GROUP3118,United States,Utah,POINT (-113.3761 39.18967),Yellow Bird,0.0011962747687456596
GROUP3118,United States,Utah,POINT (-113.37612 39.18965),Yellow Bird,0.001196274834340564
GROUP4947,United States,Utah,POINT (-113.66114 41.5002),Bovine Mountain Tungsten,0.0011981546895069443
GROUP4947,United States,Utah,POINT (-113.66116 41.50022),Bovine Mountain Tungsten,0.0011981547571315132
GROUP2527,United States,Nevada,POINT (-117.31566 40.91709),Quick Gold Claims,0.0012234384810314912
GROUP2527,United States,Nevada,POINT (-117.31568 40.91711),Quick Gold Claims,0.0012234385501059472
GROUP3001,United States,Nevada,POINT (-117.81565 39.68461),"Crescent Canyon Prospect,Gila Peak Mine",0.0012270509993693869
GROUP3001,United States,Nevada,POINT (-117.81567 39.68463),Crescent Canyon Deposit,0.0012270510693878113
GROUP4333,United States,Nevada,POINT (-118.14318 40.77519),Codd Mine,0.0012294352111093313
GROUP4333,United States,Nevada,POINT (-118.1432 40.77517),Codd Mine,0.0012294352842549031
GROUP2236,United States,Nevada,POINT (-118.23318 40.52709),Star Mine,0.0012300927548367794
GROUP2236,United States,Nevada,POINT (-118.2332 40.52711),Star Mine,0.0012300928251098645
GROUP1442,United States,California,POINT (-119.29066 36.96964),Benson,0.0012378927890486584
GROUP1442,United States,California,POINT (-119.29068 36.96966),Benson,0.0012378928608908332
GROUP584,Mexico,Sonora,POINT (-109.3284 28.94189),Extension De Uranio,0.0012414483125042022
GROUP584,Mexico,Sonora,POINT (-109.32842 28.94192),Extension De Uranio,0.0012414484359261901
GROUP2948,United States,Oregon,POINT (-123.23893 42.3401),Briner,0.0012680358485031521
GROUP2948,United States,Oregon,POINT (-123.23895 42.34012),Briner Property,0.0012680359267103463
GROUP2832,United States,Utah,POINT (-113.3761 39.22078),Bell Base Lode,0.0012939768199342941
GROUP2832,United States,Utah,POINT (-113.37612 39.22075),Bell Base Lode,0.0012939769565944062
GROUP5367,United States,Utah,POINT (-113.3961 39.18162),Placer Mines,0.0012942501997544227
GROUP5367,United States,Utah,POINT (-113.39612 39.18165),Placer Mines,0.0012942503376907456
GROUP1637,United States,Nevada,POINT (-114.91802 35.46581),Searchlight District,0.0013153945715296534
GROUP1637,United States,Nevada,POINT (-114.91804 35.46584),Searchlight Deposit,0.0013153947152829187
GROUP1534,United States,New Mexico,POINT (-108.99783 32.10573),Scheelite Group,0.0013268520436713494
GROUP1534,United States,New Mexico,POINT (-108.99785 32.10569),Scheelite Group,0.0013268522439131957
GROUP571,Mexico,Baja California,POINT (-115.91552 32.24338),El Topo Numero Tres,0.0013295908785949406
GROUP571,Mexico,Baja California,POINT (-115.91554 32.24341),El Topo Numero Tres,0.0013295910221473258
GROUP6091,United States,Oregon,POINT (-123.17756 43.96037),Riggins,0.0013379789222303018
GROUP6091,United States,Oregon,POINT (-123.17757 43.96041),Riggins Prospect,0.0013379790688009617
GROUP1490,United States,Nevada,POINT (-116.65116 36.8108),Bonanza Claims,0.0013402141401033989
GROUP1490,United States,Nevada,POINT (-116.65118 36.81077),"Tungsten Canyon Prospect,Bonanza Claims",0.0013402142826435847
GROUP2773,United States,Nevada,POINT (-117.26869 37.29078),Mabel Claims,0.0013492243165388533
GROUP2773,United States,Nevada,POINT (-117.26871 37.29075),Mabel Claims,0.001349224467574819
GROUP597,Mexico,Sonora,POINT (-110.93536 28.98081),Carmelita,0.0013667004427632174
GROUP597,Mexico,Sonora,POINT (-110.93538 28.98077),Carmelita,0.0013667006522427954
GROUP1757,United States,Utah,POINT (-113.37612 41.19436),Unknown,0.001419507321405631
GROUP1757,United States,Utah,POINT (-113.37614 41.19432),Unknown,0.0014195075417641626
GROUP5939,United States,Oregon,POINT (-123.09834 42.36563),"Lady Slipper Prospect,Lady Slipper",0.001437364685084416
GROUP5939,United States,Oregon,POINT (-123.09836 42.36566),Lady Slipper Prospect,0.0014373648371848082
GROUP6163,United States,Nevada,POINT (-114.71554 37.47687),Denton Summit Workings,0.0014494956040806248
GROUP6163,United States,Nevada,POINT (-114.71556 37.47691),Denton Summit Workings,0.001449495830452996
GROUP6077,United States,California,POINT (-117.60809 35.31559),"Toboggan Group,Toboggan",0.0015161039756198904
GROUP6077,United States,California,POINT (-117.60811 35.31555),Toboggan,0.001516104205052938
GROUP6165,United States,California,POINT (-118.23811 35.57438),Unnamed Mine,0.0015308735941842312
GROUP6165,United States,California,POINT (-118.23813 35.57442),Unnamed Mine,0.0015308738276202873
GROUP64,China,"",POINT (116.7833 26.15),Xingluokeng,0.0016679238977754807
GROUP2628,United States,Utah,POINT (-112.78412 38.34497),Contact Claim,0.0016679238977754807
GROUP548,Mexico,Sonora,POINT (-110.96733 28.20024),Virgen De Guadalupe,0.0016679238977754807
GROUP1403,United States,California,POINT (-116.81257 34.71501),Ok,0.0016679238977754807
GROUP3374,United States,Oregon,POINT (-123.14944 42.35232),Woolf Tungsten,0.0016679238977754807
GROUP611,Mexico,Baja California,POINT (-115.98412 32.15009),La Esperanza,0.0016679238977754807
GROUP502,Mexico,Sonora,POINT (-109.60895 28.35024),La Libertad,0.0016679238991901268
GROUP609,Mexico,Sonora,POINT (-110.64649 28.97522),Granate,0.0016679238991901268
GROUP545,Mexico,Sonora,POINT (-110.96737 29.15021),Hermosillo,0.0016679238991901268
GROUP497,Mexico,Sonora,POINT (-109.36732 29.20021),Cadena Cobre,0.0016679238991901268
GROUP502,Mexico,Sonora,POINT (-109.60892 28.35024),La Libertad,0.0016679238991901268
GROUP609,Mexico,Sonora,POINT (-110.64646 28.97522),Granate,0.0016679238991901268
GROUP64,China,"",POINT(116.78333 26.15000),Xingluokeng,0.001667923900604773
GROUP1403,United States,California,POINT (-116.81254 34.71501),Ok,0.001667923900604773
GROUP3374,United States,Oregon,POINT (-123.14947 42.35232),Woolf Tungsten,0.001667923900604773
GROUP527,Mexico,Sonora,POINT (-110.48398 29.4502),Ures,0.001667923900604773
GROUP611,Mexico,Baja California,POINT (-115.98415 32.15009),La Esperanza,0.001667923900604773
GROUP497,Mexico,Sonora,POINT (-109.36729 29.20021),Cadena Del Cobre,0.001667923900604773
GROUP545,Mexico,Sonora,POINT (-110.96734 29.15021),Hermosillo,0.001667923900604773
GROUP1472,United States,California,POINT (-120.16766 38.03992),Iron King,0.001667923900604773
GROUP2628,United States,Utah,POINT (-112.78409 38.34497),"Contact Claim,Contact Fraction Claim",0.001667923900604773
GROUP1472,United States,California,POINT (-120.16769 38.03992),Iron King,0.001667923900604773
GROUP527,Mexico,Sonora,POINT (-110.48395 29.4502),Ures,0.001667923900604773
GROUP548,Mexico,Sonora,POINT (-110.96736 28.20024),Virgen De Guadalupe,0.001667923900604773
GROUP575,Mexico,Sonora,POINT (-109.63394 30.33628),Pilares,0.0016783531158485422
GROUP575,Mexico,Sonora,POINT (-109.63397 30.33629),Pilares,0.0016783531311077798
GROUP523,Mexico,Sonora,POINT (-110.93396 29.07881),Santa Eduviges,0.0016797112949722822
GROUP523,Mexico,Sonora,POINT (-110.93399 29.07882),Santa Eduviges,0.0016797113110494895
GROUP2813,United States,Utah,POINT (-112.9266 38.38886),"Cave Mine Group,Chief Group",0.0016819266951085816
GROUP2813,United States,Utah,POINT (-112.92663 38.38885),Cave Mine Group,0.0016819267123708763
GROUP4303,United States,Utah,POINT (-113.75666 41.50602),Magnitude Mines and Prospects,0.0016828949637342876
GROUP4303,United States,Utah,POINT (-113.75669 41.50603),Magnitude Mines and Prospects,0.00168289498146455
GROUP6692,Thailand,"",POINT (97.83317 17.86652),Mae Lama Deposit,0.0016833432697758042
GROUP6692,Thailand,"",POINT (97.8332 17.86649),Mae Lama,0.001683343326797593
GROUP3895,United States,California,POINT (-116.44001 33.53616),Milkyway Claims,0.0016861948112526159
GROUP3895,United States,California,POINT (-116.44004 33.53615),Milkyway Claims,0.0016861948275878507
GROUP4773,United States,California,POINT (-117.59169 35.31109),Treasury Group,0.0016876851728688186
GROUP4773,United States,California,POINT (-117.59172 35.3111),Treasury,0.0016876851953480062
GROUP4594,United States,Nevada,POINT (-118.56678 40.13849),Snowstorm,0.001688979089216674
GROUP4594,United States,Nevada,POINT (-118.56681 40.1385),Snowstorm,0.0016889791093386956
GROUP576,Mexico,Sonora,POINT (-109.11728 28.46552),Tres Piedras,0.0017072163108225798
GROUP576,Mexico,Sonora,POINT (-109.11731 28.46554),Tres Piedras,0.0017072163709010327
GROUP532,Mexico,Sonora,POINT (-109.50392 28.85742),La Nortena,0.001708740859592791
GROUP532,Mexico,Sonora,POINT (-109.50395 28.85744),La Nortena,0.001708740915068286
GROUP1993,United States,Arizona,POINT (-110.35146 31.39484),Van Horn Mine,0.001712167022381911
GROUP1993,United States,Arizona,POINT (-110.35149 31.39486),Van Horn Mine,0.0017121670813823762
GROUP549,Mexico,Sonora,POINT (-110.93483 29.07743),Maria Luisa,0.0017145909900620209
GROUP549,Mexico,Sonora,POINT (-110.93486 29.07741),Maria Luisa,0.0017145910558170445
GROUP3782,United States,Wyoming,POINT (-105.36727 41.3833),Strong Mine,0.0017254976246723406
GROUP3782,United States,Wyoming,POINT (-105.3673 41.38327),Strong Mine,0.0017254977270599729
GROUP563,Mexico,Baja California,POINT (-115.99662 32.21538),El Audaz,0.001737675702721498
GROUP563,Mexico,Baja California,POINT (-115.99665 32.21536),El Audaz,0.0017376757788264148
GROUP488,Mexico,Baja California,POINT (-116.06749 32.13287),Corte De Madera,0.0017380227422964987
GROUP488,Mexico,Baja California,POINT (-116.06752 32.13289),Corte De Madera,0.0017380228185278448
GROUP3742,United States,Wyoming,POINT (-107.31737 44.63327),Mosaic Claim,0.001740248298631899
GROUP3742,United States,Wyoming,POINT (-107.3174 44.63324),Mosaic Claim,0.001740248416265861
GROUP3618,United States,California,POINT (-117.53668 34.65531),White House Claim,0.0017453482868364015
GROUP3618,United States,California,POINT (-117.53671 34.65529),White House Claim,0.0017453483654729894
GROUP4186,United States,California,POINT (-118.56009 35.7397),Ideal Group,0.0017505912656764228
GROUP4186,United States,California,POINT (-118.56012 35.73968),Ideal Group,0.0017505913460156937
GROUP2977,United States,California,POINT (-119.45262 35.99524),Hill Top,0.0017552507859499031
GROUP2977,United States,California,POINT (-119.45265 35.99526),Hill Top,0.0017552508651257734
GROUP4224,United States,Oregon,POINT (-119.62026 45.03956),Big Dip,0.0017561345608131794
GROUP4224,United States,Oregon,POINT (-119.62029 45.03954),Big Dip,0.001756134642806399
GROUP551,Mexico,Sonora,POINT (-109.31729 28.70856),Veta Rey,0.0017568141836673647
GROUP551,Mexico,Sonora,POINT (-109.31732 28.70853),Veta Rey,0.0017568143103256749
