ms_uri,source_id,record_id,country,state_or_province,crs,other_names,site_name,commodity,deposit_type,longitude,latitude,location,GroupID_location,link_method,GroupID_text
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10280231,https://mrdata.usgs.gov/mrds,10280231,Tanzania,Morogoro,EPSG:4326,"",Kimamba,"",Laterite nickel,37.1312,-6.77782,POINT (37.1311999999999998 -6.7778199999999993),104,GEO,https://mrdata.usgs.gov/mrds1054
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002264,https://mrdata.usgs.gov/mrds,10002264,United States,Alaska,EPSG:4326,"",Unnamed (west mouth of Rendu Inlet),"pper,balt,","Black shale nickel ± Mo- PGE,Iron sulfide polymetallic",-136.63017,58.91278,POINT (-136.6301699999999926 58.9127799999999979),313,GEO,https://mrdata.usgs.gov/mrds189
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10182164,https://mrdata.usgs.gov/mrds,10182164,Russia,"",EPSG:4326,"",Buruktal,",balt","Black shale nickel ± Mo- PGE,Laterite nickel",60.76791,50.83126,POINT (60.7679100000000005 50.8312600000000003),222,GEO,https://mrdata.usgs.gov/mrds2404
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10098381,https://mrdata.usgs.gov/mrds,10098381,United States,Wyoming,EPSG:4326,Centennial Ridge District,Independence,",,,Silver,,Gold,,pper,",Oxidized intrusion- related gold,-106.18479,41.28164,POINT (-106.1847899999999925 41.2816399999999959),401,GEO,https://mrdata.usgs.gov/mrds2679
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10267403,https://mrdata.usgs.gov/mrds,10267403,United States,Maine,EPSG:4326,"",Riverside,"pper,Silver,,","Bimodal felsic VMS,Bimodal-mafic VMS,Felsic-siliciclastic VMS",-69.05998,44.16935,POINT (-69.0599799999999959 44.1693499999999943),640,GEO,https://mrdata.usgs.gov/mrds2928
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097138,https://mrdata.usgs.gov/mrds,10097138,Canada,Quebec,EPSG:4326,"",Lambda Lake,",pper, elements","Anorthosite conduit nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M conduit nickel-copper- PGE",-69.76583,59.16678,POINT (-69.7658299999999940 59.1667799999999886),60,GEO,https://mrdata.usgs.gov/mrds1160
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10252980,https://mrdata.usgs.gov/mrds,10252980,United States,Washington,EPSG:4326,Congress Nickel Prospect,ngress,",Silver,Gold,balt","Laterite nickel,Vein ± replacement nickel",-118.61613,48.22764,POINT (-118.6161299999999841 48.2276400000000010),491,GEO,https://mrdata.usgs.gov/mrds1078
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039179,https://mrdata.usgs.gov/mrds,10039179,Canada,Manitoba,EPSG:4326,"Lynn Lake Mine,Fox,Ruttan Mine",Sherritt Gordon,",,pper,","Anorthosite conduit nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",-101.08396,56.80007,POINT (-101.0839599999999905 56.8000699999999910),332,GEO,https://mrdata.usgs.gov/mrds3148
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10063981,https://mrdata.usgs.gov/mrds,10063981,Suriname,"",EPSG:4326,"",Name Unknown,"",Laterite nickel,-56.69927,4.65134,POINT (-56.6992699999999914 4.6513400000000003),32,GEO,https://mrdata.usgs.gov/mrds2362
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024993,https://mrdata.usgs.gov/mrds,10024993,Canada,Alberta,EPSG:4326,"C,Great Canadian Oil Sands,O,S,G",Sunr,",Zirnium, (),,,,,","Heavy mineral sands,Paleoplacer heavy mineral sands",-111.48442,57.00002,POINT (-111.4844200000000001 57.0000199999999992),57,GEO,https://mrdata.usgs.gov/mrds1251
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10134145,https://mrdata.usgs.gov/mrds,10134145,Malaysia,"",EPSG:4326,"",Tavai Plateau,",Iron",Laterite nickel,117.3327,5.58434,POINT (117.3326999999999884 5.5843400000000001),3356,GEO,https://mrdata.usgs.gov/mrds3155
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039304,https://mrdata.usgs.gov/mrds,10039304,Canada,Ontario,EPSG:4326,"",New Dominion,", elements,pper","Anorthosite conduit nickel- copper-PGE,Ophiolite nickel-copper-PGE",-80.89699,46.76971,POINT (-80.8969900000000024 46.7697099999999963),744,GEO,https://mrdata.usgs.gov/mrds268
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033285,https://mrdata.usgs.gov/mrds,10033285,United States,Oregon,EPSG:4326,"",Rough Ready,",",Laterite nickel,-123.75254,42.08926,POINT (-123.7525400000000104 42.0892599999999959),745,GEO,https://mrdata.usgs.gov/mrds290
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070517,https://mrdata.usgs.gov/mrds,10070517,United States,Idaho,EPSG:4326,"",High Five,"balt,,pper",Vein cobalt ± Ni,-114.33953,45.12489,POINT (-114.3395299999999963 45.1248900000000006),466,GEO,https://mrdata.usgs.gov/mrds923
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067868,https://mrdata.usgs.gov/mrds,10067868,United States,Connecticut,EPSG:4326,"",Mount,"","Impact U-M intrusion nickel- copper-PGE,Vein ± replacement nickel",-73.31654,41.83299,POINT (-73.3165400000000034 41.8329900000000023),669,GEO,https://mrdata.usgs.gov/mrds2491
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097125,https://mrdata.usgs.gov/mrds,10097125,Australia,"",EPSG:4326,"",Durkin Shoot,",Gold,,,pper,,","Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE",121.59919,-31.19609,POINT (121.5991899999999930 -31.1960900000000017),727,GEO,https://mrdata.usgs.gov/mrds356
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033771,https://mrdata.usgs.gov/mrds,10033771,United States,California,EPSG:4326,"",Pine Flat Bench,"",Laterite nickel,-123.98005,41.9826,POINT (-123.9800500000000198 41.9825999999999979),745,GEO,https://mrdata.usgs.gov/mrds2831
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258223,https://mrdata.usgs.gov/mrds,10258223,United States,Alaska,EPSG:4326,"",E,"pper,,balt","",-136.64321,58.91532,POINT (-136.6432099999999821 58.9153200000000083),313,GEO,https://mrdata.usgs.gov/mrds549
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069244,https://mrdata.usgs.gov/mrds,10069244,Indonesia,"",EPSG:4326,"",Gag Island Irian Barat,"balt,",Laterite nickel,129.9158,-0.49836,POINT (129.9157999999999618 -0.4983600000000000),153,GEO,https://mrdata.usgs.gov/mrds685
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097462,https://mrdata.usgs.gov/mrds,10097462,France,"",EPSG:4326,"",New Caledonia,"",Laterite nickel,165.86519,-21.43024,POINT (165.8651900000000126 -21.4302399999999977),386,GEO,https://mrdata.usgs.gov/mrds408
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033309,https://mrdata.usgs.gov/mrds,10033309,United States,Oregon,EPSG:4326,Nickel Cigar,Sunray,"",U-M conduit nickel-copper- PGE,-117.59685,44.33958,POINT (-117.5968500000000034 44.3395799999999909),541,GEO,https://mrdata.usgs.gov/mrds433
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10189223,https://mrdata.usgs.gov/mrds,10189223,United States,California,EPSG:4326,"",Middle Campground,"","Anorthosite conduit nickel- copper-PGE,Laterite nickel,Ophiolite nickel-copper-PGE,Vein ± replacement nickel",-121.23995,40.06377,POINT (-121.2399499999999648 40.0637699999999910),693,GEO,https://mrdata.usgs.gov/mrds115
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10266942,https://mrdata.usgs.gov/mrds,10266942,United States,Maine,EPSG:4326,"",Deer Isle,"pper,,,,","Bimodal-mafic VMS,Felsic-siliciclastic VMS,Mafic-siliciclastic VMS,Mafic-ultramafic VMS",-68.73407,44.22215,POINT (-68.7340700000000027 44.2221499999999921),621,GEO,https://mrdata.usgs.gov/mrds2241
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10130629,https://mrdata.usgs.gov/mrds,10130629,United States,Virginia,EPSG:4326,Lick Fork Deposit,C Vest,"pper,balt,",Anorthosite conduit nickel- copper-PGE,-80.23948,37.07257,POINT (-80.2394800000000004 37.0725699999999918),709,GEO,https://mrdata.usgs.gov/mrds3026
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10000500,https://mrdata.usgs.gov/mrds,10000500,United States,Alaska,EPSG:4326,"",Bohemia Basin,"balt,,pper","Arc U-M intru- sion nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE",-136.42427,57.97471,POINT (-136.4242699999999786 57.9747100000000088),338,GEO,https://mrdata.usgs.gov/mrds2147
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10256380,https://mrdata.usgs.gov/mrds,10256380,China,Yunnan,EPSG:4326,Yuanchiang Deposit,"","pper,","Anorthosite conduit nickel- copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE",101.99976,23.49932,POINT (101.9997599999999807 23.4993199999999973),417,GEO,https://mrdata.usgs.gov/mrds647
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10124560,https://mrdata.usgs.gov/mrds,10124560,United States,Montana,EPSG:4326,"","","pper,","Anorthosite conduit nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE",-110.02,45.38822,POINT (-110.0199999999999960 45.3882199999999898),522,GEO,https://mrdata.usgs.gov/mrds647
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10080886,https://mrdata.usgs.gov/mrds,10080886,United States,Wyoming,EPSG:4326,"Creede Property,Creede Claim",Creede,",balt,Iron,pper","Anorthosite conduit nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",-107.05065,41.20218,POINT (-107.0506499999999903 41.2021799999999914),400,GEO,https://mrdata.usgs.gov/mrds2025
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10176617,https://mrdata.usgs.gov/mrds,10176617,United States,Oregon,EPSG:4326,Wells Prospect,Wells,",","Laterite nickel,Vein ± replacement nickel",-123.18834,42.05043,POINT (-123.1883399999999966 42.0504299999999986),647,GEO,https://mrdata.usgs.gov/mrds954
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048000,https://mrdata.usgs.gov/mrds,10048000,United States,Washington,EPSG:4326,"",George Stt,"","Arc U-M intru- sion nickel- copper-PGE,Black shale nickel ± Mo- PGE,Vein ± replacement nickel",-122.14903,48.58064,POINT (-122.1490299999999962 48.5806400000000025),688,GEO,https://mrdata.usgs.gov/mrds675
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079658,https://mrdata.usgs.gov/mrds,10079658,France,"",EPSG:4326,"",New Caledonia,"",Laterite nickel,165.69852,-21.31358,POINT (165.6985199999999736 -21.3135799999999982),420,GEO,https://mrdata.usgs.gov/mrds408
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10305609,https://mrdata.usgs.gov/mrds,10305609,United States,Montana,EPSG:4326,"",Iron,"pper,","Anorthosite conduit nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,U-M conduit nickel-copper- PGE",-110.0455,45.40682,POINT (-110.0455000000000041 45.4068200000000033),522,GEO,https://mrdata.usgs.gov/mrds165
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10253538,https://mrdata.usgs.gov/mrds,10253538,United States,Washington,EPSG:4326,"",Seacrest,",,pper","Arc U-M intru- sion nickel- copper-PGE,U-M layered intrusion chromium,U-M layered intrusion nickel- copper-PGE",-121.41681,47.95342,POINT (-121.4168100000000123 47.9534199999999942),686,GEO,https://mrdata.usgs.gov/mrds490
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085675,https://mrdata.usgs.gov/mrds,10085675,United States,Texas,EPSG:4326,"",Bona,"Iron,,Silver,",Replacement polymetallic,-105.44942,31.19934,POINT (-105.4494199999999893 31.1993399999999994),31,GEO,https://mrdata.usgs.gov/mrds2799
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10232006,https://mrdata.usgs.gov/mrds,10232006,South Africa,"",EPSG:4326,"",Messina,",,Gold,,pper,,,,","U-M intrusion nickel-copper- PGE,U-M layered intrusion PGE,U-M layered intrusion nickel- copper-PGE",29.50141,-24.32998,POINT (29.5014099999999928 -24.3299799999999991),389,GEO,https://mrdata.usgs.gov/mrds2864
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10080131,https://mrdata.usgs.gov/mrds,10080131,United States,Virginia,EPSG:4326,"C,Vest Mine,Hemlock Mine,W",Vest,",balt,Gold,","Black shale nickel ± Mo- PGE,Iron sulfide polymetallic",-80.23339,37.06618,POINT (-80.2333899999999858 37.0661800000000028),709,GEO,https://mrdata.usgs.gov/mrds792
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095712,https://mrdata.usgs.gov/mrds,10095712,United States,Nevada,EPSG:4326,"",Willow Springs,",Silver,,,pper,Gold,balt","Laterite nickel,Vein ± replacement nickel",-117.17981,38.4616,POINT (-117.1798100000000034 38.4615999999999900),650,GEO,https://mrdata.usgs.gov/mrds1090
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10142907,https://mrdata.usgs.gov/mrds,10142907,United States,Connecticut,EPSG:4326,"B,Seymour Arsenic and Nickel Mine,D  Claims,C,A","","","Anorthosite conduit nickel- copper-PGE,Laterite nickel,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE",-73.08564,41.37809,POINT (-73.0856399999999979 41.3780899999999932),598,GEO,https://mrdata.usgs.gov/mrds647
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001261,https://mrdata.usgs.gov/mrds,10001261,United States,Alaska,EPSG:4326,"",Unnamed,",,,,, ,",Arc U-M intrusion titanium- vanadium,-152.80006,67.30296,POINT (-152.8000600000000020 67.3029599999999846),175,GEO,https://mrdata.usgs.gov/mrds227
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10072944,https://mrdata.usgs.gov/mrds,10072944,United States,Minnesota,EPSG:4326,"",Birch Lake,"pper,,Silver,,,,Gold,balt,",U-M layered intrusion nickel- copper-PGE,-91.81794,47.75027,POINT (-91.8179399999999930 47.7502699999999933),684,GEO,https://mrdata.usgs.gov/mrds933
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10160636,https://mrdata.usgs.gov/mrds,10160636,United States,Alaska,EPSG:4326,"Dorothea,Lillian No,Northwestern,Mk 1-49,Niobe,Yukon,John 1-17,The Golden Eye,Griffin,Mercury,Hudson,Wittrock,Daniel-Falls Prospect,Geraghty,1,Piedmont,Olive No,Northeastern,Sharon,Arrowhead No,Traplinz,1 E,Mastadon,Tj 20 Cl,Divide,Lenora,Samantha,Money Knob 1-10",Satellite,",,balt,Gold,,Silver,,","",-148.53584,65.50777,POINT (-148.5358400000000074 65.5077699999999936),250,GEO,https://mrdata.usgs.gov/mrds2209
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068216,https://mrdata.usgs.gov/mrds,10068216,United States,Washington,EPSG:4326,"Blewett,Washington Nickel",Blewett Iron,"Iron,,",Laterite nickel,-120.65923,47.39232,POINT (-120.6592299999999796 47.3923199999999909),622,GEO,https://mrdata.usgs.gov/mrds256
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039243,https://mrdata.usgs.gov/mrds,10039243,Canada,Ontario,EPSG:4326,Cuniptau Mine,Kanichee,"pper,Gold,Silver,,","Anorthosite conduit nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE",-79.9164,47.33332,POINT (-79.9163999999999817 47.3333199999999934),706,GEO,https://mrdata.usgs.gov/mrds306
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10211545,https://mrdata.usgs.gov/mrds,10211545,United States,Arkansas,EPSG:4326,Wallis Prospect,Wallis Soapstone Pit,",",Vein ± replacement nickel,-92.59597,34.72842,POINT (-92.5959699999999941 34.7284199999999998),198,GEO,https://mrdata.usgs.gov/mrds2426
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10300985,https://mrdata.usgs.gov/mrds,10300985,United States,Washington,EPSG:4326,"",Deadwood,",Gold","Oxidized intrusion- related gold,Vein ± replacement nickel",-120.79618,47.41792,POINT (-120.7961799999999783 47.4179200000000023),622,GEO,https://mrdata.usgs.gov/mrds107
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10266977,https://mrdata.usgs.gov/mrds,10266977,United States,Maine,EPSG:4326,Katahdin Iron Works Deposit,Katahdin Pyrrhotite,"Iron,,pper,balt,","Impact U-M intrusion nickel- copper-PGE,Iron sulfide polymetallic",-69.19437,45.44328,POINT (-69.1943700000000064 45.4432800000000015),555,GEO,https://mrdata.usgs.gov/mrds284
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10184670,https://mrdata.usgs.gov/mrds,10184670,United States,Alabama,EPSG:4326,"",Burke Estate,"balt,","Laterite nickel,Vein cobalt ± Ni",-85.68326,33.80014,POINT (-85.6832599999999900 33.8001399999999990),533,GEO,https://mrdata.usgs.gov/mrds526
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069645,https://mrdata.usgs.gov/mrds,10069645,Philippines,"",EPSG:4326,"",Dinagat Island,"balt,",Laterite nickel,125.58254,10.2506,POINT (125.5825399999999661 10.2505999999999986),350,GEO,https://mrdata.usgs.gov/mrds2182
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10307810,https://mrdata.usgs.gov/mrds,10307810,United States,Alaska,EPSG:4326,"",Unnamed (between Fairweather Sea Otter Glaciers),"pper,, elements,,Silver,,balt","Arc U-M intru- sion nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",-137.65114,58.88271,POINT (-137.6511399999999696 58.8827099999999888),476,GEO,https://mrdata.usgs.gov/mrds886
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039187,https://mrdata.usgs.gov/mrds,10039187,Australia,"",EPSG:4326,"",Weebo,"pper,,,,Gold,,","Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE",120.49924,-28.29621,POINT (120.4992400000000146 -28.2962099999999985),3520,GEO,https://mrdata.usgs.gov/mrds104
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000650,https://mrdata.usgs.gov/mrds,60000650,Zimbabwe,"",EPSG:4326,"Musengezi Complex,Potato Reef,Zinca Prospect,Hartley Complex,Selukwe Complex,Wedza Complex,Minosa Mine",Great Dyke,", elements,pper","U-M layered intrusion PGE,U-M layered intrusion nickel- copper-PGE",30.25135,-18.99695,POINT (30.2513500000000022 -18.9969499999999947),353,GEO,https://mrdata.usgs.gov/mrds879
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069218,https://mrdata.usgs.gov/mrds,10069218,Australia,Western Australia,EPSG:4326,"",Heron Wells pper Australia,",pper","Komatiite nickel-copper-PGE,Ophiolite nickel-copper-PGE",121.33255,-28.99617,POINT (121.3325499999999977 -28.9961699999999993),482,GEO,https://mrdata.usgs.gov/mrds59
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039248,https://mrdata.usgs.gov/mrds,10039248,Australia,"",EPSG:4326,"",Rudall River,"Gold, elements,","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,Black shale nickel ± Mo- PGE,Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE",118.26601,-21.32992,POINT (118.2660099999999943 -21.3299200000000013),125,GEO,https://mrdata.usgs.gov/mrds330
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10123698,https://mrdata.usgs.gov/mrds,10123698,United States,Missouri,EPSG:4326,"",2,"pper,,,balt","Black shale nickel ± Mo- PGE,MVT strontium,Vein cobalt ± Ni",-90.3507,37.65446,POINT (-90.3507000000000033 37.6544600000000003),559,GEO,https://mrdata.usgs.gov/mrds57
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039056,https://mrdata.usgs.gov/mrds,10039056,Finland,"",EPSG:4326,"",Hitura,",balt,,,Silver,pper","Arc U-M intru- sion nickel- copper-PGE,Ophiolite nickel-copper-PGE,U-M intrusion nickel-copper- PGE",25.00304,63.93185,POINT (25.0030399999999986 63.9318499999999830),218,GEO,https://mrdata.usgs.gov/mrds17
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10251347,https://mrdata.usgs.gov/mrds,10251347,United States,Tennessee,EPSG:4326,"",Nunnelly,"balt,pper,,",Laterite nickel,-87.66532,35.769,POINT (-87.6653199999999941 35.7689999999999984),357,GEO,https://mrdata.usgs.gov/mrds749
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10256270,https://mrdata.usgs.gov/mrds,10256270,Indonesia,"",EPSG:4326,Soroako Smelter,Soroako,"",Laterite nickel,121.9826,-3.33139,POINT (121.9825999999999908 -3.3313899999999999),157,GEO,https://mrdata.usgs.gov/mrds3
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067859,https://mrdata.usgs.gov/mrds,10067859,United States,Idaho,EPSG:4326,"",Montgomery,",Gold,pper,balt,,","Arc U-M intru- sion nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",-116.38607,48.95547,POINT (-116.3860699999999895 48.9554699999999983),462,GEO,https://mrdata.usgs.gov/mrds1491
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069696,https://mrdata.usgs.gov/mrds,10069696,Taiwan,"",EPSG:4326,"",Kuan Shan,"","Black shale nickel ± Mo- PGE,Laterite nickel,Vein ± replacement nickel",121.24926,23.08275,POINT (121.2492600000000209 23.0827499999999972),99,GEO,https://mrdata.usgs.gov/mrds1727
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056248,https://mrdata.usgs.gov/mrds,10056248,United States,Montana,EPSG:4326,"",Benbow,"pper,Silver,balt, elements,,Gold","Anorthosite conduit nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion PGE,U-M layered intrusion nickel- copper-PGE",-109.8144,45.3602,POINT (-109.8144000000000062 45.3601999999999919),522,GEO,https://mrdata.usgs.gov/mrds1566
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079598,https://mrdata.usgs.gov/mrds,10079598,Australia,Western Australia,EPSG:4326,"",Nepean,"pper,,Iron,,Gold,balt,",Komatiite nickel-copper-PGE,121.08254,-31.16276,POINT (121.0825399999999945 -31.1627599999999987),547,GEO,https://mrdata.usgs.gov/mrds2574
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10310465,https://mrdata.usgs.gov/mrds,10310465,United States,Nevada,EPSG:4326,"Maggie Creek,Deep Sulfide Feeder Zone Deep West Zone,Mac,Dos Equis,McPod,Chukar,North Main Zone,Maggie Creek Extension,Voodoo,South Main Zone,Maggie Claims,West of West (WOW),Tusc,South Layback",Gold Quarry Area,"Gold,,,Silver,,,,,,,pper,","Carlin-type gold,Distal- disseminated silver-gold",-116.20925,40.79158,POINT (-116.2092500000000115 40.7915799999999962),540,GEO,https://mrdata.usgs.gov/mrds2703
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10280389,https://mrdata.usgs.gov/mrds,10280389,Australia,Western Australia,EPSG:4326,"",Dordie North,"","Laterite nickel,U-M conduit nickel-copper- PGE,Vein ± replacement nickel",121.66589,-31.57937,POINT (121.6658899999999903 -31.5793700000000044),724,GEO,https://mrdata.usgs.gov/mrds694
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10208508,https://mrdata.usgs.gov/mrds,10208508,Venezuela,Cojedes,EPSG:4326,Las Tetas De Tinaquillo,Tinaquillo,"","Laterite nickel,Ophiolite nickel-copper-PGE,Vein ± replacement nickel",-68.29953,9.80108,POINT (-68.2995300000000043 9.8010800000000007),64,GEO,https://mrdata.usgs.gov/mrds372
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10233781,https://mrdata.usgs.gov/mrds,10233781,United States,Alaska,EPSG:4326,"",Blashke Islands,"pper,,,","Arc U-M intru- sion nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",-132.90465,56.12393,POINT (-132.9046500000000322 56.1239300000000014),246,GEO,https://mrdata.usgs.gov/mrds361
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038230,https://mrdata.usgs.gov/mrds,10038230,Norway,"",EPSG:4326,"",Lillefjeldklumpen Skjerp,",Iron,,,,pper","Anorthosite conduit nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,Ophiolite nickel-copper-PGE,Vein ± replacement nickel",13.07358,64.65212,POINT (13.0735799999999998 64.6521199999999965),47,GEO,https://mrdata.usgs.gov/mrds377
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10159623,https://mrdata.usgs.gov/mrds,10159623,South Africa,"",EPSG:4326,Spring Refinery,Spring Refinery,"Gold,,pper, elements","Impact U-M intrusion nickel- copper-PGE,Ophiolite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",25.75149,-27.16329,POINT (25.7514900000000040 -27.1632899999999999),196,GEO,https://mrdata.usgs.gov/mrds477
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10006143,https://mrdata.usgs.gov/mrds,10006143,Bolivia,"",EPSG:4326,Santo Domingo,Jatun Orcko,",balt,,pper","Vein cobalt ± Ni,Vein ± replacement nickel",-65.54943,-20.6309,POINT (-65.5494300000000010 -20.6308999999999969),3479,GEO,https://mrdata.usgs.gov/mrds3278
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10182812,https://mrdata.usgs.gov/mrds,10182812,Russia,"",EPSG:4326,"",Vostok,"","Black shale nickel ± Mo- PGE,Laterite nickel,Ophiolite nickel-copper-PGE,Vein ± replacement nickel",30.30356,69.01522,POINT (30.3035600000000045 69.0152199999999993),221,GEO,https://mrdata.usgs.gov/mrds1518
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10301489,https://mrdata.usgs.gov/mrds,10301489,United States,Washington,EPSG:4326,"",Swinomish Bay,",",Nodular magnesite,-122.51455,48.3909,POINT (-122.5145500000000141 48.3908999999999949),601,GEO,https://mrdata.usgs.gov/mrds48
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10047827,https://mrdata.usgs.gov/mrds,10047827,United States,Washington,EPSG:4326,"",Yellow Aster,"Gold,pper,Iron,,Silver",Mafic-siliciclastic VMS,-121.66985,48.95398,POINT (-121.6698500000000109 48.9539799999999943),465,GEO,https://mrdata.usgs.gov/mrds965
