ms_uri,source_id,record_id,country,state_or_province,crs,other_names,site_name,commodity,deposit_type,longitude,latitude,location,GroupID_location,link_method,GroupID_text
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067593,https://mrdata.usgs.gov/mrds,10067593,United States,Alaska,EPSG:4326,"",North Tip of Fleming Island,"balt,pper,","Arc U-M intru- sion nickel- copper-PGE,Laterite nickel,Vein cobalt ± Ni",-136.30871,57.78527,POINT (-136.3087099999999907 57.7852699999999828),274,GEO,https://mrdata.usgs.gov/mrds1443
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085285,https://mrdata.usgs.gov/mrds,10085285,Finland,"",EPSG:4326,"",Enonkoski,"","Black shale nickel ± Mo- PGE,Laterite nickel,Ophiolite nickel-copper-PGE,Vein ± replacement nickel",26.26943,64.49892,POINT (26.2694299999999963 64.4989199999999983),145,GEO,https://mrdata.usgs.gov/mrds24
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000643,https://mrdata.usgs.gov/mrds,60000643,South Africa,"",EPSG:4326,"Potgietersrus Limb,Tweefontein,Zwartfontein",Platreef,"balt,,pper, elements","U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",28.90141,-23.9467,POINT (28.9014099999999985 -23.9466999999999999),426,GEO,https://mrdata.usgs.gov/mrds769
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10105495,https://mrdata.usgs.gov/mrds,10105495,United States,Maryland,EPSG:4326,"",Pataps,"balt,pper,","Anorthosite conduit nickel- copper-PGE,Ophiolite nickel-copper-PGE,Vein cobalt ± Ni",-76.87884,39.48613,POINT (-76.8788399999999825 39.4861300000000028),665,GEO,https://mrdata.usgs.gov/mrds667
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024463,https://mrdata.usgs.gov/mrds,10024463,Canada,Ontario,EPSG:4326,"",Strathna,",balt,,Silver,pper, elements,Gold,",Impact U-M intrusion nickel- copper-PGE,-81.33896,46.67499,POINT (-81.3389599999999859 46.6749899999999940),755,GEO,https://mrdata.usgs.gov/mrds257
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10173251,https://mrdata.usgs.gov/mrds,10173251,United States,Montana,EPSG:4326,Spanish Peaks Primitive Area,Deer,",pper","Anorthosite conduit nickel- copper-PGE,U-M conduit nickel-copper- PGE",-111.21613,45.30021,POINT (-111.2161299999999926 45.3002099999999999),645,GEO,https://mrdata.usgs.gov/mrds207
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109559,https://mrdata.usgs.gov/mrds,10109559,Canada,Ontario,EPSG:4326,"",Boundary,",,Gold,Silver,pper","Impact U-M intrusion nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",-81.32312,46.69721,POINT (-81.3231200000000030 46.6972099999999983),755,GEO,https://mrdata.usgs.gov/mrds124
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036920,https://mrdata.usgs.gov/mrds,10036920,United States,Washington,EPSG:4326,"",Bean Area 2,",Iron,","Hematite- dominant IOA,Iron oxide poly- metallic,Lacustrine iron formation,Oolitic iron formation,Paleochannel iron",-120.86451,47.40315,POINT (-120.8645100000000099 47.4031499999999895),622,GEO,https://mrdata.usgs.gov/mrds370
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10284358,https://mrdata.usgs.gov/mrds,10284358,United States,California,EPSG:4326,"",rral Laterite,",balt,",Laterite nickel,-124.01506,41.93902,POINT (-124.0150600000000054 41.9390199999999993),745,GEO,https://mrdata.usgs.gov/mrds3022
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10244067,https://mrdata.usgs.gov/mrds,10244067,United States,Missouri,EPSG:4326,"",Buick,"pper,,,,Silver,balt,","Kipushi-type sediment- hosted copper- zinc-lead,MVT zinc-lead,Replacement zinc-lead",-91.12263,37.60586,POINT (-91.1226300000000009 37.6058599999999998),489,GEO,https://mrdata.usgs.gov/mrds1316
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10201357,https://mrdata.usgs.gov/mrds,10201357,United States,Oregon,EPSG:4326,"Inc,Cobalt Gold Mines",Boulder,"balt,,Gold,,pper,Silver,",Vein five-element,-118.62745,44.55345,POINT (-118.6274499999999961 44.5534499999999980),543,GEO,https://mrdata.usgs.gov/mrds2480
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039050,https://mrdata.usgs.gov/mrds,10039050,China,"",EPSG:4326,"",Sulfide X,"Gold,pper,,","Anorthosite conduit nickel- copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE",103.83393,36.56139,POINT (103.8339299999999952 36.5613900000000029),287,GEO,https://mrdata.usgs.gov/mrds1856
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10019056,https://mrdata.usgs.gov/mrds,10019056,United States,Montana,EPSG:4326,"",Lucky Lode,"Gold,,,pper,Silver",Iron sulfide polymetallic,-114.58098,47.26877,POINT (-114.5809800000000109 47.2687700000000035),333,GEO,https://mrdata.usgs.gov/mrds2584
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033286,https://mrdata.usgs.gov/mrds,10033286,United States,Oregon,EPSG:4326,"",Buckskin Ridge,"",Laterite nickel,-123.83255,42.0976,POINT (-123.8325499999999835 42.0975999999999999),745,GEO,https://mrdata.usgs.gov/mrds1796
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10058820,https://mrdata.usgs.gov/mrds,10058820,Chile,"",EPSG:4326,"",Unidentified,",balt","Vein cobalt ± Ni,Vein ± replacement nickel",-70.54954,-25.86416,POINT (-70.5495399999999933 -25.8641599999999947),68,GEO,https://mrdata.usgs.gov/mrds2875
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10212439,https://mrdata.usgs.gov/mrds,10212439,United States,California,EPSG:4326,"",Mazza,"","Black shale nickel ± Mo- PGE,Laterite nickel,Ophiolite nickel-copper-PGE,Vein ± replacement nickel,Volcanogenic manganese",-122.64026,38.16239,POINT (-122.6402599999999836 38.1623900000000020),3534,GEO,https://mrdata.usgs.gov/mrds3333
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230377,https://mrdata.usgs.gov/mrds,10230377,Canada,Ontario,EPSG:4326,Sodbury Smelter,(Facility) Sudbury,",,Iron","Black shale nickel ± Mo- PGE,Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",-81.01648,46.49999,POINT (-81.0164800000000014 46.4999900000000039),752,GEO,https://mrdata.usgs.gov/mrds2368
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039351,https://mrdata.usgs.gov/mrds,10039351,Turkey,"",EPSG:4326,Guleman-Elazig,Kefdag Chromite,"elements,,","Ophiolite chromium,Ophiolite nickel-copper-PGE,Vein ± replacement nickel",35.18123,39.05925,POINT (35.1812299999999993 39.0592499999999987),3456,GEO,https://mrdata.usgs.gov/mrds3255
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10256113,https://mrdata.usgs.gov/mrds,10256113,Australia,Western Australia,EPSG:4326,"",Fraser Range,",,,","Ophiolite chromium,U-M layered intrusion chromium",122.79915,-32.04606,POINT (122.7991499999999974 -32.0460599999999971),3541,GEO,https://mrdata.usgs.gov/mrds3340
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038192,https://mrdata.usgs.gov/mrds,10038192,Denmark,"",EPSG:4326,"",Sarqa Pluton,"Silver,,,,,Gold,,pper,,","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion PGE,U-M layered intrusion nickel- copper-PGE",-44.10635,60.36375,POINT (-44.1063499999999920 60.3637500000000031),0,GEO,https://mrdata.usgs.gov/mrds1760
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056252,https://mrdata.usgs.gov/mrds,10056252,United States,Montana,EPSG:4326,"",Frog Pond East,"pper,Gold,,,,","U-M layered intrusion PGE,U-M layered intrusion nickel- copper-PGE",-110.10858,45.44714,POINT (-110.1085799999999892 45.4471399999999903),522,GEO,https://mrdata.usgs.gov/mrds521
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096186,https://mrdata.usgs.gov/mrds,10096186,United States,Idaho,EPSG:4326,"",Hall Mountain 1,",pper","Arc U-M intru- sion nickel- copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,Vein ± replacement nickel",-116.40717,48.91097,POINT (-116.4071699999999936 48.9109699999999989),462,GEO,https://mrdata.usgs.gov/mrds2045
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10181559,https://mrdata.usgs.gov/mrds,10181559,Canada,Manitoba,EPSG:4326,"",Namew Lake,"pper,balt,","Komatiite nickel-copper-PGE,U-M conduit nickel-copper- PGE",-102.00062,54.33332,POINT (-102.0006199999999836 54.3333199999999934),430,GEO,https://mrdata.usgs.gov/mrds1599
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10184080,https://mrdata.usgs.gov/mrds,10184080,United States,Maine,EPSG:4326,"",Falmouth pper,"pper,","Bimodal-mafic VMS,Felsic-siliciclastic VMS,Mafic-ultramafic VMS",-70.27082,43.74186,POINT (-70.2708200000000005 43.7418599999999955),572,GEO,https://mrdata.usgs.gov/mrds14
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10000488,https://mrdata.usgs.gov/mrds,10000488,United States,Alaska,EPSG:4326,"4 Mine,Chrome Queen,Star",Red Mountain,",,balt","Ophiolite chromium,U-M layered intrusion chromium",-151.48032,59.35779,POINT (-151.4803199999999777 59.3577899999999872),45,GEO,https://mrdata.usgs.gov/mrds271
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10158181,https://mrdata.usgs.gov/mrds,10158181,Canada,Ontario,EPSG:4326,No Alternative Names,Garson,"pper,Gold,,balt, elements,Silver","Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",-81.86231,46.56669,POINT (-81.8623099999999795 46.5666900000000012),704,GEO,https://mrdata.usgs.gov/mrds742
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10147969,https://mrdata.usgs.gov/mrds,10147969,United States,Missouri,EPSG:4326,"",Number Two,",balt,,pper",Vein cobalt ± Ni,-90.49181,37.74316,POINT (-90.4918100000000010 37.7431600000000032),459,GEO,https://mrdata.usgs.gov/mrds2666
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055845,https://mrdata.usgs.gov/mrds,10055845,United States,Washington,EPSG:4326,"Davenport,Nigger Creek Iron",Negro Iron,",,Iron",Laterite nickel,-120.73917,47.04078,POINT (-120.7391700000000014 47.0407799999999980),580,GEO,https://mrdata.usgs.gov/mrds2691
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038819,https://mrdata.usgs.gov/mrds,10038819,South Africa,"",EPSG:4326,"",Rooikoppiesfontein,",","Anorthosite conduit nickel- copper-PGE,U-M layered intrusion PGE",25.09406,-28.99506,POINT (25.0940599999999989 -28.9950599999999987),197,GEO,https://mrdata.usgs.gov/mrds2001
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079612,https://mrdata.usgs.gov/mrds,10079612,Indonesia,"",EPSG:4326,"",Gag,",balt",Laterite nickel,129.83246,0.16825,POINT (129.8324599999999975 0.1682500000000000),155,GEO,https://mrdata.usgs.gov/mrds554
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036926,https://mrdata.usgs.gov/mrds,10036926,United States,Washington,EPSG:4326,"",Stafford Area 1,"Iron,,","Hematite- dominant IOA,Iron oxide poly- metallic,Lacustrine iron formation",-120.80396,47.39899,POINT (-120.8039600000000036 47.3989899999999906),622,GEO,https://mrdata.usgs.gov/mrds143
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067845,https://mrdata.usgs.gov/mrds,10067845,United States,Maryland,EPSG:4326,"",Bare Hills pper,"pper,,balt","Anorthosite conduit nickel- copper-PGE,Magnetite- dominant IOCG",-76.66355,39.37503,POINT (-76.6635500000000008 39.3750299999999953),666,GEO,https://mrdata.usgs.gov/mrds677
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183526,https://mrdata.usgs.gov/mrds,10183526,Australia,Western Australia,EPSG:4326,"",Siberia,",balt","Laterite nickel,Vein cobalt ± Ni",121.3325,-30.7461,POINT (121.3324999999999960 -30.7461000000000020),656,GEO,https://mrdata.usgs.gov/mrds3075
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10005975,https://mrdata.usgs.gov/mrds,10005975,Bolivia,"",EPSG:4326,"Yokohama,El Zorro,Anaconda",Jokolluni,",,pper,,,,,Silver",Vein tin polymetallic,-69.14481,-17.30489,POINT (-69.1448100000000068 -17.3048899999999968),204,GEO,https://mrdata.usgs.gov/mrds3015
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10071874,https://mrdata.usgs.gov/mrds,10071874,United States,Montana,EPSG:4326,"",Hidden Hand,",,,,pper,Gold,Silver,",Vein five-element,-112.57867,46.38712,POINT (-112.5786700000000025 46.3871199999999959),642,GEO,https://mrdata.usgs.gov/mrds475
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10200765,https://mrdata.usgs.gov/mrds,10200765,United States,Oregon,EPSG:4326,Geo F Beiber Property,Beiber,",pper","U-M conduit nickel-copper- PGE,Vein ± replacement nickel",-117.63463,44.78126,POINT (-117.6346300000000014 44.7812599999999961),434,GEO,https://mrdata.usgs.gov/mrds1185
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001129,https://mrdata.usgs.gov/mrds,10001129,United States,Alaska,EPSG:4326,"",Unnamed,"Gold,pper,Silver,","Komatiite nickel-copper-PGE,U-M conduit nickel-copper- PGE,Vein ± replacement nickel",-146.0808,63.34855,POINT (-146.0808000000000106 63.3485500000000101),377,GEO,https://mrdata.usgs.gov/mrds227
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069216,https://mrdata.usgs.gov/mrds,10069216,Australia,Western Australia,EPSG:4326,"",Digger Rocks,"","Black shale nickel ± Mo- PGE,Komatiite nickel-copper-PGE,Laterite nickel,Vein ± replacement nickel",119.91589,-32.5627,POINT (119.9158899999999761 -32.5626999999999924),259,GEO,https://mrdata.usgs.gov/mrds1183
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024511,https://mrdata.usgs.gov/mrds,10024511,Zimbabwe,"",EPSG:4326,"",Shangani,"pper,",Komatiite nickel-copper-PGE,29.25137,-19.6636,POINT (29.2513699999999979 -19.6635999999999989),425,GEO,https://mrdata.usgs.gov/mrds307
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10134154,https://mrdata.usgs.gov/mrds,10134154,Australia,Queensland,EPSG:4326,"Greenvale,Queensland Mines",Greenvale Laterite,"balt,",Laterite nickel,145.0988,-18.96359,POINT (145.0987999999999829 -18.9635899999999999),191,GEO,https://mrdata.usgs.gov/mrds191
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036923,https://mrdata.usgs.gov/mrds,10036923,United States,Washington,EPSG:4326,"",Iron Peak Area 3,",Iron,","Hematite- dominant IOA,Lacustrine iron formation,Oolitic iron formation",-120.90924,47.40704,POINT (-120.9092400000000112 47.4070399999999950),622,GEO,https://mrdata.usgs.gov/mrds1824
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10172995,https://mrdata.usgs.gov/mrds,10172995,United States,Montana,EPSG:4326,"",Lucky Allen,"pper,","Anorthosite conduit nickel- copper-PGE,U-M conduit nickel-copper- PGE,Vein ± replacement nickel",-110.69142,45.30161,POINT (-110.6914200000000079 45.3016099999999895),538,GEO,https://mrdata.usgs.gov/mrds1336
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033291,https://mrdata.usgs.gov/mrds,10033291,United States,Oregon,EPSG:4326,"",Upper Chet Square Lake,"","Arc U-M intru- sion nickel- copper-PGE,Laterite nickel,Vein ± replacement nickel",-123.89366,42.16454,POINT (-123.8936599999999970 42.1645400000000024),745,GEO,https://mrdata.usgs.gov/mrds1382
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067580,https://mrdata.usgs.gov/mrds,10067580,United States,California,EPSG:4326,"",Marjon,",balt","Laterite nickel,Vein cobalt ± Ni",-120.44406,38.18713,POINT (-120.4440599999999932 38.1871299999999962),702,GEO,https://mrdata.usgs.gov/mrds3033
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10176822,https://mrdata.usgs.gov/mrds,10176822,United States,Oregon,EPSG:4326,Jensen Group,Last Chance,",pper,Gold,Silver,,,balt",Vein five-element,-118.70135,44.51175,POINT (-118.7013500000000192 44.5117499999999993),543,GEO,https://mrdata.usgs.gov/mrds926
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10288495,https://mrdata.usgs.gov/mrds,10288495,Australia,Western Australia,EPSG:4326,"Windarra,Mt,South Windarra",South Windarra,",pper","Arc U-M intru- sion nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,Laterite nickel",122.1492,-28.5295,POINT (122.1492000000000075 -28.5294999999999987),587,GEO,https://mrdata.usgs.gov/mrds170
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10285467,https://mrdata.usgs.gov/mrds,10285467,United States,California,EPSG:4326,"",Krohn Ward,"balt,","Laterite nickel,Vein cobalt ± Ni,Vein ± replacement nickel",-119.86677,37.04714,POINT (-119.8667700000000025 37.0471399999999988),627,GEO,https://mrdata.usgs.gov/mrds26
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079588,https://mrdata.usgs.gov/mrds,10079588,Finland,"",EPSG:4326,"",Finland,",balt","Laterite nickel,Ophiolite nickel-copper-PGE,Vein ± replacement nickel",22.33614,61.24854,POINT (22.3361400000000003 61.2485399999999984),253,GEO,https://mrdata.usgs.gov/mrds1517
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039233,https://mrdata.usgs.gov/mrds,10039233,Guatemala,"",EPSG:4326,La Gloria,Eximbal,"balt,, elements",Laterite nickel,-89.33339,16.50077,POINT (-89.3333899999999801 16.5007699999999993),84,GEO,https://mrdata.usgs.gov/mrds1961
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10042685,https://mrdata.usgs.gov/mrds,10042685,United States,Oregon,EPSG:4326,United Copper,Fall pper,"Silver,,pper,Gold,","Bimodal-mafic VMS,Iron sulfide polymetallic,Mafic-ultramafic VMS",-123.76866,42.29538,POINT (-123.7686600000000112 42.2953800000000015),747,GEO,https://mrdata.usgs.gov/mrds698
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10155629,https://mrdata.usgs.gov/mrds,10155629,United States,Washington,EPSG:4326,"",Red Rock,",","Arc U-M intru- sion nickel- copper-PGE,U-M layered intrusion chromium,Vein ± replacement nickel",-121.00398,47.12922,POINT (-121.0039799999999701 47.1292199999999895),580,GEO,https://mrdata.usgs.gov/mrds683
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231013,https://mrdata.usgs.gov/mrds,10231013,Serbia,"",EPSG:4326,Golos and Cikatovo Deposit,Cikatova,"",Laterite nickel,20.86856,42.88202,POINT (20.8685599999999951 42.8820199999999900),277,GEO,https://mrdata.usgs.gov/mrds1741
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255860,https://mrdata.usgs.gov/mrds,10255860,Philippines,"",EPSG:4326,"Catmonan-Magum Area,Pajada",Pujada Peninsula,"Water,Iron,balt,,,,",Laterite nickel,126.1892,6.71094,POINT (126.1891999999999996 6.7109399999999999),185,GEO,https://mrdata.usgs.gov/mrds776
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067848,https://mrdata.usgs.gov/mrds,10067848,United States,Maine,EPSG:4326,"",Katahdin Iron Works,"pper,,balt,Iron","Impact U-M intrusion nickel- copper-PGE,Iron sulfide polymetallic",-69.19117,45.43996,POINT (-69.1911699999999996 45.4399599999999992),555,GEO,https://mrdata.usgs.gov/mrds2019
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10221723,https://mrdata.usgs.gov/mrds,10221723,United States,Montana,EPSG:4326,"",Hope,"","Anorthosite conduit nickel- copper-PGE,Vein ± replacement nickel",-110.57891,45.29131,POINT (-110.5789099999999792 45.2913099999999957),538,GEO,https://mrdata.usgs.gov/mrds413
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10245799,https://mrdata.usgs.gov/mrds,10245799,United States,Montana,EPSG:4326,"",Troy Dike,"","Anorthosite conduit nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,U-M conduit nickel-copper- PGE,Vein ± replacement nickel",-115.91774,48.37487,POINT (-115.9177399999999807 48.3748699999999943),394,GEO,https://mrdata.usgs.gov/mrds2582
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10146828,https://mrdata.usgs.gov/mrds,10146828,United States,Missouri,EPSG:4326,Aubuchon Mine,Aubuchen,",,balt,,pper",Irish-type sediment- hosted zinc- lead,-90.4445,37.48367,POINT (-90.4444999999999908 37.4836699999999894),576,GEO,https://mrdata.usgs.gov/mrds1866
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10065639,https://mrdata.usgs.gov/mrds,10065639,Chile,"",EPSG:4326,"",Laguna Del Maule,"pper,,,","Hematite- dominant IOCG,Porphyry copper- molybdenum,Volcanic-hosted copper",-70.48282,-36.03082,POINT (-70.4828200000000038 -36.0308199999999985),111,GEO,https://mrdata.usgs.gov/mrds2425
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10088865,https://mrdata.usgs.gov/mrds,10088865,United States,Washington,EPSG:4326,"",Cultus Mountain,",,,","",-122.14513,48.41564,POINT (-122.1451299999999662 48.4156400000000033),673,GEO,https://mrdata.usgs.gov/mrds242
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10045365,https://mrdata.usgs.gov/mrds,10045365,United States,Nevada,EPSG:4326,"",Lovelock,"pper,,balt","Laterite nickel,Vein cobalt ± Ni,Vein ± replacement nickel",-117.91457,39.99684,POINT (-117.9145699999999977 39.9968399999999988),608,GEO,https://mrdata.usgs.gov/mrds702
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106907,https://mrdata.usgs.gov/mrds,10106907,Finland,"",EPSG:4326,"",Vammala,"elements,,pper","Arc U-M intru- sion nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",24.90277,61.33181,POINT (24.9027700000000003 61.3318099999999973),146,GEO,https://mrdata.usgs.gov/mrds889
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10053357,https://mrdata.usgs.gov/mrds,10053357,United States,Oregon,EPSG:4326,"","","","Black shale nickel ± Mo- PGE,Laterite nickel,Ophiolite nickel-copper-PGE,Vein ± replacement nickel",-123.29865,42.4101,POINT (-123.2986499999999950 42.4100999999999999),602,GEO,https://mrdata.usgs.gov/mrds647
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056262,https://mrdata.usgs.gov/mrds,10056262,United States,Montana,EPSG:4326,"",Majestic,"pper,,,","Anorthosite conduit nickel- copper-PGE,U-M layered intrusion PGE",-110.21469,45.50881,POINT (-110.2146899999999903 45.5088099999999898),522,GEO,https://mrdata.usgs.gov/mrds838
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10281325,https://mrdata.usgs.gov/mrds,10281325,Zimbabwe,Manicaland,EPSG:4326,"",(Facility) Bindura Refinery,"pper,,balt","Komatiite nickel-copper-PGE,Laterite nickel",31.35132,-17.33036,POINT (31.3513200000000012 -17.3303599999999953),298,GEO,https://mrdata.usgs.gov/mrds1554
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069626,https://mrdata.usgs.gov/mrds,10069626,Philippines,"",EPSG:4326,"",Espana,",balt",Laterite nickel,122.51594,12.38372,POINT (122.5159400000000147 12.3837199999999985),291,GEO,https://mrdata.usgs.gov/mrds2524
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069680,https://mrdata.usgs.gov/mrds,10069680,Philippines,"",EPSG:4326,"",Pali,",pper","Ophiolite nickel-copper-PGE,Vein ± replacement nickel",120.03265,15.61674,POINT (120.0326500000000038 15.6167400000000001),229,GEO,https://mrdata.usgs.gov/mrds2974
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068224,https://mrdata.usgs.gov/mrds,10068224,United States,Virginia,EPSG:4326,"",Unnamed Open Cut,",balt,","Lacustrine manganese,Nodule manganese,Supergene manganese",-81.39982,36.80008,POINT (-81.3998199999999912 36.8000800000000012),3366,GEO,https://mrdata.usgs.gov/mrds3165
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10282612,https://mrdata.usgs.gov/mrds,10282612,United States,Alaska,EPSG:4326,"",Unnamed,"Iron,,,","Ophiolite chromium,U-M layered intrusion chromium,Vein ± replacement nickel",-148.06583,60.32265,POINT (-148.0658299999999770 60.3226499999999959),374,GEO,https://mrdata.usgs.gov/mrds227
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10155474,https://mrdata.usgs.gov/mrds,10155474,United States,Washington,EPSG:4326,Shamrock,Iron,"Gold,,,,Silver","Iron oxide gold,Iron oxide poly- metallic,Iron silicate polymetallic",-118.62752,48.14564,POINT (-118.6275199999999899 48.1456400000000002),492,GEO,https://mrdata.usgs.gov/mrds165
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069269,https://mrdata.usgs.gov/mrds,10069269,Venezuela,Cojedes,EPSG:4326,"",Tinaquillo Venezuela,",",Laterite nickel,-68.39953,9.88441,POINT (-68.3995299999999986 9.8844099999999990),64,GEO,https://mrdata.usgs.gov/mrds1462
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000605,https://mrdata.usgs.gov/mrds,60000605,Cuba,"",EPSG:4326,"Levisa Bay Deposit,Marti and Pinares Mine,Ramona-Loma Mulo Deposit and Ramona Deposit",Nicaro,",,balt,Iron",Laterite nickel,-75.54969,20.58388,POINT (-75.5496899999999840 20.5838800000000006),268,GEO,https://mrdata.usgs.gov/mrds2287
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10185729,https://mrdata.usgs.gov/mrds,10185729,United States,Alaska,EPSG:4326,"",Unnamed 10,"pper,Silver,Gold,",U-M conduit nickel-copper- PGE,-146.00413,63.29966,POINT (-146.0041300000000035 63.2996599999999887),377,GEO,https://mrdata.usgs.gov/mrds1148
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10310452,https://mrdata.usgs.gov/mrds,10310452,United States,Nevada,EPSG:4326,"Chukar,Gold Quarry Mine Area",Chukar Footwall,"Silver,pper,,,,Gold,,,,,,","Carlin-type gold,Distal- disseminated silver-gold",-116.20925,40.79158,POINT (-116.2092500000000115 40.7915799999999962),540,GEO,https://mrdata.usgs.gov/mrds1209
