ms,ms_name,country,state_or_province,loc_wkt,group_id
https://minmod.isi.edu/resource/mineral_siteee52b4f2f2c2c53e8e5d68dd4e730341a9d42aa8aff1cb566971b904be3a8f51,Anderson Prospect,,Washington,"POINT (-117.63444, 48.91653)",3168.0
https://minmod.isi.edu/resource/mineral_sitef7aec34976011da5e0aace1335ec6fdb3361982b134235594723be72b5648213,Mosabani-Badia Area,,Bihar,"POINT (86.47207, 22.5172)",3171.0
https://minmod.isi.edu/resource/mineral_siteee9389e4aac5f905139b6a429d16d17b44c9ed57b3846053fe39dc46d51b3669,NI 43-101 Technical Report for the Texmont-Bartlett-English Project in North America dated February 2007,,Ontario,"MULTIPOINT(-81.204167 48.165278,-81.215278 48.108889)",3174.0
https://minmod.isi.edu/resource/mineral_sitec605f70953e226ec67fad52d394f97b5db758d953878fa1ad2799df05f0670df,Browns Lake-Lost Creek Area,,Montana,"POINT (-112.82559, 45.5327)",3175.0
https://minmod.isi.edu/resource/mineral_site22468378e72ceb6ea2ef66d55fabe2b05476f277a54bbe8698447abb57c64e9e,"NI 43-101 Technical Report for the Northmet Project in Minnesota, United States dated September 2007",,Minnesota,POINT(-91.9667 47.6),3177.0
https://minmod.isi.edu/resource/mineral_site29c0f0fc176089fd32023fd212517487d6fd04700f05005d0066a541f2bc26af,Hartley,,Midlands,"POINT (30.45134, -18.07202)",3181.0
https://minmod.isi.edu/resource/mineral_sitef9c616a55dd04c7792c505c2521ca1357965ee58d09fa89498828f9c4e512237,Verde Claim Group,,Nevada,"POINT (-117.18622, 38.46433)",3229.0
https://minmod.isi.edu/resource/mineral_sited474a72027dad8127888f0ac204e3d9fa3a680fffb0ef84f710f922e5e76ebf6,Copper Brick Deposit,,California,"POINT (-116.56694, 33.04616)",3236.0
https://minmod.isi.edu/resource/mineral_site3903328b288e02d2f462283be1bfc3a5c9954c1bdfece2052078b68b806e005f,Widgiemooltha Prospects,,Western Australia,"POINT (121.66589, -31.57937)",3311.0
https://minmod.isi.edu/resource/mineral_sited3519ef1ac8182e47238c5925027e5c259540adf07690594a82ab446b98c887e,NI 43-101 Technical Report for the Old Nick Project in North America dated July 2007,,British Columbia,POINT(long lat),3294.0
https://minmod.isi.edu/resource/mineral_siteceb7ea3882df47a1f285695d87bf35fac7d990367f80e38764c2fe126440474e,NI 43-101 Technical Report - Ban Phuc Nickel Project,,Son La Province,POINT(104.55 21.15),3295.0
https://minmod.isi.edu/resource/mineral_siteb7d9ff057da28e373146afba3760f70fdf5781f242b04289471c1238c9da6a3a,Lac Edouard Nickel-Copper Mine-Canada,,Quebec,"POINT (-72.26612, 47.66663)",3298.0
https://minmod.isi.edu/resource/mineral_site353ba71cca1622468da108797d721d530b1f79a6be0a58d744a1763eef1823ce,Nepean,,Western Australia,"POINT (121.08254, -31.16276)",3299.0
https://minmod.isi.edu/resource/mineral_site1b0292239b516b411636fbf33d9db00a61b6d7fc7ea4d80407a3f6cdfccb9d98,Chagvan Mountain,,Alaska,"POINT (-161.85437, 58.70485)",3304.0
https://minmod.isi.edu/resource/mineral_site214898e0fcaf5b22d200617e5768e538dfdcf0646f96cd8160efe919eed598cb,Diobsud,,Washington,"POINT (-121.42542, 48.58122)",3305.0
https://minmod.isi.edu/resource/mineral_site4022eb40efa2dbe206a3bf7631f62d928f50fceda443e045e0305333bbe4c2fe,NI 43-101 Technical Report for the Nunavik Project in North America dated April 2010,,Quebec,POINT(-73.652828 61.499291),3310.0
https://minmod.isi.edu/resource/mineral_sitea2760d4adec259bfd688f18ec184244153d16f334bb6aae30f0285d74c8ce85d,NI 43-101 Technical Report for the Mel Project in North America dated March 2007,,Manitoba,POINT(-97.908333 55.475556),3312.0
https://minmod.isi.edu/resource/mineral_siteaf4225a5d823d4d4c0779a699e3935b72bca0accf99e589a96744f941f847133,Moa Bay District,,Holguin,"POINT (-74.96638, 20.61727)",3237.0
https://minmod.isi.edu/resource/mineral_site2345e1728000017069f074392159918d216f0a20885de74738912a82c34fe837,Four-in-One,,Alaska,"POINT (-147.29258, 61.08958)",3320.0
