ms_uri,source_id,record_id,site_name,country,state_or_province,crs,commodity,deposit_type,GroupID
https://minmod.isi.edu/resource/mineral_site63408a38d687c05dfe4491d0dd15a8c8e08c2c433dc166efeb3e191575f5bc3c,https://w3id.org/usgs/z/4530692/5PGHWDVA,1,NI 43-101 Technical Report for the Nickel Royale Project in North America dated 2003,Canada,Ontario,EPSG:4326,cobalt,"Gold Mineralization, mainly as quartz veins,Anorthosite conduit nickel- copper-PGE,Pyrite from sulphide iron formation,Skarn tin u00b1 copper u00b1 Mo,Silver mineralization in quartz carbonate veins with galena,U-M intrusion nickel-copper- PGE,U-M conduit nickel-copper- PGE,Nickel sulphide mineralization in sulphide iron formation or in gabbro xenolith,Porphyry gold u00b1 copper,Molybdenum-copper mineralization in late felsic veins at the margins of batholiths,Copper mineralization in metavolcanic rock,Polymetallic Base Metal (Cu, Pb, Zn)",https://w3id.org/usgs/z/4530692/5PGHWDVA0
