ms_uri,GroupID
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056351,GROUP594
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039231,GROUP595
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039318,GROUP596
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039302,GROUP597
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10181911,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10229957",GROUP598
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10107292,GROUP599
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10107445,GROUP600
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10305466,GROUP601
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069376,GROUP602
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039338,GROUP603
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10107293,GROUP604
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069194,GROUP605
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038416,GROUP606
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278702,GROUP607
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10103675,GROUP608
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230225,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095405",GROUP609
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039332,GROUP610
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109562,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024579,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038447",GROUP611
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10206178,GROUP612
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10133442,GROUP613
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039335,GROUP614
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024590,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024477",GROUP615
https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-kqzwbgcp__1,GROUP615
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109557,GROUP616
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097136,GROUP617
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10157364,GROUP618
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038424,GROUP619
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10239992,GROUP620
https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-bd3csu8v__1,GROUP620
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__minago,GROUP620
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039342,GROUP621
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024584,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255386,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024465,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038443",GROUP622
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60001625,GROUP623
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097100,GROUP624
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038773,GROUP625
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039328,GROUP626
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096178,GROUP627
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255346,GROUP627
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070075,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070076,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10110439",GROUP627
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230087,GROUP627
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__213,GROUP627
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039303,GROUP628
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10105521,GROUP629
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038800,GROUP630
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039307,GROUP631
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069236,GROUP632
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255342,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039327",GROUP633
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039178,GROUP634
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230377,GROUP635
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069372,GROUP636
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095413,GROUP637
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255625,GROUP638
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038771,GROUP639
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039320,GROUP640
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303270,GROUP641
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039348,GROUP642
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069225,GROUP643
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039246,GROUP644
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024469,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024592",GROUP645
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039331,GROUP646
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038445,GROUP647
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095410,GROUP648
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10118465,GROUP649
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255362,GROUP650
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039309,GROUP651
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106903,GROUP652
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10103676,GROUP653
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__victoria-687,GROUP653
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069232,GROUP654
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230638,GROUP655
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095411,GROUP656
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038434,GROUP657
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255172,GROUP658
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__voisey-s-bay-689,GROUP658
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__voisey-s-bay,GROUP658
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069234,GROUP659
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024576,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069237,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10279374,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024464",GROUP660
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039315,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303385",GROUP661
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038425,GROUP662
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-ree__789,GROUP662
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10103723,GROUP663
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095406,GROUP664
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095408,GROUP665
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10181501,GROUP666
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038802,GROUP667
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038764,GROUP668
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095407,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10279169",GROUP669
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039299,GROUP670
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097428,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024527",GROUP671
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070069,GROUP672
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230697,GROUP673
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10098417,GROUP674
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10133274,GROUP675
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097139,GROUP676
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069226,GROUP677
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024529,GROUP678
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069229,GROUP679
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303138,GROUP680
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039306,GROUP681
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069223,GROUP682
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095404,GROUP683
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230046,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10098395",GROUP684
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255131,GROUP685
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039245,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069227,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10158196",GROUP686
https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-ttsrbzzt__1,GROUP686
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__dumont,GROUP686
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038791,GROUP687
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10256859,GROUP688
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10157872,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039293",GROUP689
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070072,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039294",GROUP690
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095414,GROUP691
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038427,GROUP692
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10157777,GROUP693
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024461,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024574,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038438",GROUP694
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10240558,GROUP695
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039340,GROUP696
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039322,GROUP697
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10103708,GROUP698
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095409,GROUP699
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038766,GROUP700
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109568,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000582",GROUP701
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038769,GROUP702
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10158005,GROUP703
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278966,GROUP704
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070074,GROUP705
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024580,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024474,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303518,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109555",GROUP706
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038796,GROUP707
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039305,GROUP708
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10105522,GROUP709
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10133386,GROUP710
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069233,GROUP711
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097135,GROUP712
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__mayville-548,GROUP712
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__mayville,GROUP712
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038436,GROUP713
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10133077,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038432",GROUP714
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10181559,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056371",GROUP715
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10157968,GROUP716
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039286,GROUP717
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085045,GROUP718
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109558,GROUP719
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303367,GROUP720
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038446,GROUP721
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039310,GROUP722
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038770,GROUP723
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039324,GROUP724
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039343,GROUP725
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10158181,GROUP726
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039333,GROUP727
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024479,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024594",GROUP728
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039230,GROUP729
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095415,GROUP730
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039218,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303649",GROUP731
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097138,GROUP732
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039179,GROUP733
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024993,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024860",GROUP734
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039304,GROUP735
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039243,GROUP736
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230592,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039297",GROUP737
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024578,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10158290,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024463,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106874",GROUP738
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10158578,GROUP739
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038415,GROUP740
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038762,GROUP741
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10098394,GROUP742
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039295,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024589,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278754,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024467",GROUP743
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10158001,GROUP744
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039329,GROUP745
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039235,GROUP746
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070066,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10132975,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10158214,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024573,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024459,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106875",GROUP747
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097140,GROUP748
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039379,GROUP749
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__dundonald,GROUP749
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070079,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303461",GROUP750
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038435,GROUP751
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039339,GROUP752
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039300,GROUP753
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038423,GROUP754
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024581,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039215,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024582,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106771,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278729,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278652,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024471,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039216,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230319",GROUP755
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255385,GROUP756
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109556,GROUP757
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069230,GROUP758
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10098416,GROUP759
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255099,GROUP760
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038440,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024587,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024478",GROUP761
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60001627,GROUP762
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109559,GROUP763
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038767,GROUP764
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039341,GROUP765
https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-68wkv5vx__1,GROUP765
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039317,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230121",GROUP766
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039220,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303526",GROUP767
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070070,GROUP768
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069231,GROUP769
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10142987,GROUP770
https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-8iwiaahf__1,GROUP770
https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-z6qqacf9__1,GROUP770
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__wellgreen-693,GROUP770
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__wellgreen,GROUP770
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069224,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10279123,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106772",GROUP771
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038439,GROUP772
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039344,GROUP773
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070064,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10103709,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230458",GROUP774
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038763,GROUP775
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095401,GROUP776
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278848,GROUP777
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024572,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024460",GROUP778
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039323,GROUP779
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039330,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096176,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10157120",GROUP780
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024588,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038441,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024475,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10181649",GROUP781
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039296,GROUP782
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10254926,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039244",GROUP783
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__texmont,GROUP783
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038418,GROUP784
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070077,GROUP785
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024583,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024466,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109561",GROUP786
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109560,GROUP787
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069228,GROUP788
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095416,GROUP789
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070065,GROUP790
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095403,GROUP791
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10206403,GROUP792
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024585,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038442,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255626,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024472",GROUP793
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039316,GROUP794
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__norpax-572,GROUP794
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10110438,GROUP795
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039337,GROUP796
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096177,GROUP797
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10206559,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10133101",GROUP798
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60001626,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106889,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278915",GROUP799
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038419,GROUP800
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278641,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070071,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024481",GROUP801
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038422,GROUP802
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230396,GROUP803
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038426,GROUP804
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038431,GROUP805
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303407,GROUP806
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039301,GROUP807
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255000,GROUP808
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039314,GROUP809
https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-5vg8485f__1,GROUP809
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230126,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038797,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024595,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024480,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10181957",GROUP810
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069238,GROUP811
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039114,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230449",GROUP812
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070080,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024528",GROUP813
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039219,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255417",GROUP814
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070073,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039217",GROUP815
