ms_uri,GroupID
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068217,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10204979",GROUP1570
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067858,GROUP1571
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056254,GROUP1572
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033303,GROUP1573
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10241136,GROUP1574
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10155567,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041661",GROUP1575
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10105645,GROUP1576
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10009945,GROUP1577
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067838,GROUP1578
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10185825,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002603",GROUP1579
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067589,GROUP1580
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10211716,GROUP1581
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308590,GROUP1582
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10130553,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10081194",GROUP1583
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10113716,GROUP1584
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10301717,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041311",GROUP1585
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258811,GROUP1586
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109656,GROUP1587
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10201067,GROUP1588
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10185739,GROUP1589
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10138453,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033794",GROUP1590
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10147697,GROUP1591
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10306003,GROUP1592
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068223,GROUP1593
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10000032,GROUP1594
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048518,GROUP1595
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048658,GROUP1596
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10155592,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10156221,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10302070,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10215069",GROUP1597
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10150868,GROUP1598
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10124157,GROUP1599
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10185564,GROUP1600
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10277060,GROUP1601
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096324,GROUP1602
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10173248,GROUP1603
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225340,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10043259",GROUP1604
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096185,GROUP1605
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10009026,GROUP1606
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258643,GROUP1607
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001166,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10111918",GROUP1608
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067538,GROUP1609
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10224505,GROUP1610
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039042,GROUP1611
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10194324,GROUP1612
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10161317,GROUP1613
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10311020,GROUP1614
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093019,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10088849,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10301695",GROUP1615
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067846,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10145263",GROUP1616
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10300789,GROUP1617
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10250032,GROUP1618
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067833,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10043117",GROUP1619
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067856,GROUP1620
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10282730,GROUP1621
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10034255,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10238157",GROUP1622
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048648,GROUP1623
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033772,GROUP1624
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10021933,GROUP1625
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070511,GROUP1626
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10116922,GROUP1627
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10236757,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033785",GROUP1628
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10147791,GROUP1629
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10248326,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067409",GROUP1630
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10236541,GROUP1631
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10307867,GROUP1632
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10125021,GROUP1633
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10290353,GROUP1634
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10235606,GROUP1635
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10003070,GROUP1636
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10178602,GROUP1637
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10202491,GROUP1638
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10204104,GROUP1639
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10014643,GROUP1640
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10185879,GROUP1641
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10173234,GROUP1642
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097247,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10252995,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10008488",GROUP1643
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10019389,GROUP1644
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10245332,GROUP1645
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225385,GROUP1646
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067591,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10189611",GROUP1647
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033778,GROUP1648
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10300611,GROUP1649
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10047005,GROUP1650
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10173430,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093102",GROUP1651
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10287391,GROUP1652
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002909,GROUP1653
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10196495,GROUP1654
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10010845,GROUP1655
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055388,GROUP1656
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10282983,GROUP1657
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10189588,GROUP1658
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097433,GROUP1659
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10187658,GROUP1660
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10233629,GROUP1661
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10204724,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048038",GROUP1662
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10277049,GROUP1663
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067847,GROUP1664
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10044194,GROUP1665
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10270458,GROUP1666
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255989,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10034305,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033786",GROUP1667
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10000467,GROUP1668
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10112731,GROUP1669
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10172109,GROUP1670
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10137182,GROUP1671
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10137174,GROUP1672
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10129354,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067831",GROUP1673
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10045368,GROUP1674
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10245641,GROUP1675
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069268,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10121550",GROUP1676
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036664,GROUP1677
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10250385,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10053914",GROUP1678
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10286958,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033788",GROUP1679
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002245,GROUP1680
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10197049,GROUP1681
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039250,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069267",GROUP1682
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069266,GROUP1683
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10287032,GROUP1684
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10010080,GROUP1685
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10269770,GROUP1686
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10137040,GROUP1687
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10252364,GROUP1688
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10019056,GROUP1689
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033757,GROUP1690
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10147940,GROUP1691
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10185577,GROUP1692
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10282918,GROUP1693
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10283988,GROUP1694
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10252675,GROUP1695
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069968,GROUP1696
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10257514,GROUP1697
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10052659,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10176790",GROUP1698
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033283,GROUP1699
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10123293,GROUP1700
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10149641,GROUP1701
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10037698,GROUP1702
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10152482,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033296",GROUP1703
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041570,GROUP1704
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10008229,GROUP1705
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056246,GROUP1706
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10034098,GROUP1707
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10270949,GROUP1708
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070521,GROUP1709
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10263093,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033935",GROUP1710
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10126743,GROUP1711
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033777,GROUP1712
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10214069,GROUP1713
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000926,GROUP1714
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10264865,GROUP1715
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10153005,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095118",GROUP1716
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067857,GROUP1717
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10253459,GROUP1718
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093103,GROUP1719
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10013747,GROUP1720
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056099,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048632,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10277787",GROUP1721
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10123538,GROUP1722
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070550,GROUP1723
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10307660,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10137185",GROUP1724
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10123897,GROUP1725
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10152483,GROUP1726
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10235374,GROUP1727
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067853,GROUP1728
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10047426,GROUP1729
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10221297,GROUP1730
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033286,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10152822",GROUP1731
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10307809,GROUP1732
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10205636,GROUP1733
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10197878,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10044699,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10246753",GROUP1734
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10107995,GROUP1735
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048501,GROUP1736
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067822,GROUP1737
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10204387,GROUP1738
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10211150,GROUP1739
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10137230,GROUP1740
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10084543,GROUP1741
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067429,GROUP1742
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048507,GROUP1743
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__nye-basin-2168,GROUP1743
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__nye-basin,GROUP1743
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10037016,GROUP1744
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10010413,GROUP1745
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033787,GROUP1746
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10138458,GROUP1747
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10187460,GROUP1748
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10152748,GROUP1749
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10177323,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10052680",GROUP1750
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10119380,GROUP1751
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048513,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093105",GROUP1752
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10136505,GROUP1753
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068221,GROUP1754
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001095,GROUP1755
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10008507,GROUP1756
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10229055,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10092609",GROUP1757
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10270054,GROUP1758
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096418,GROUP1759
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10301275,GROUP1760
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10211078,GROUP1761
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10073446,GROUP1762
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10195410,GROUP1763
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10142558,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10013400",GROUP1764
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10210001,GROUP1765
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10197042,GROUP1766
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10266901,GROUP1767
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002236,GROUP1768
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10167638,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10010860",GROUP1769
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10042345,GROUP1770
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10073397,GROUP1771
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10101798,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10247152",GROUP1772
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308915,GROUP1773
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048502,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093106",GROUP1774
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10249773,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033304",GROUP1775
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10014642,GROUP1776
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10156498,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036817",GROUP1777
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10281586,GROUP1778
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041727,GROUP1779
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10250601,GROUP1780
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10026486,GROUP1781
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067532,GROUP1782
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10152852,GROUP1783
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10300971,GROUP1784
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10189244,GROUP1785
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068210,GROUP1786
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10105491,GROUP1787
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10119960,GROUP1788
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10131656,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10092675",GROUP1789
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10000840,GROUP1790
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10161387,GROUP1791
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033431,GROUP1792
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10221955,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048509",GROUP1793
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033282,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225422",GROUP1794
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10268371,GROUP1795
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002377,GROUP1796
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10000367,GROUP1797
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056255,GROUP1798
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033280,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225466",GROUP1799
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067565,GROUP1800
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10182059,GROUP1801
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10010078,GROUP1802
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10296899,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10025906",GROUP1803
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10042384,GROUP1804
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10260582,GROUP1805
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10077302,GROUP1806
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10179722,GROUP1807
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10263021,GROUP1808
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10254968,GROUP1809
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10269827,GROUP1810
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10045688,GROUP1811
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10169799,GROUP1812
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10130601,GROUP1813
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10310306,GROUP1814
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10294501,GROUP1815
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10027053,GROUP1816
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10211682,GROUP1817
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10215337,GROUP1818
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10221227,GROUP1819
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10025907,GROUP1820
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096569,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230065",GROUP1821
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048002,GROUP1822
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070513,GROUP1823
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041170,GROUP1824
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10209595,GROUP1825
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10010901,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10117317",GROUP1826
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10082817,GROUP1827
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002299,GROUP1828
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10245978,GROUP1829
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10192030,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067866",GROUP1830
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070523,GROUP1831
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10040960,GROUP1832
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10142905,GROUP1833
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10212439,GROUP1834
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002271,GROUP1835
