ms_uri,source_id,record_id,site_name,country,state_or_province,crs,commodity,deposit_type,GroupID
https://minmod.isi.edu/resource/mineral_siteb24edfef340b138c3fa139427b0adf8c9059603dfb03b901f1b4b6dd892f67c7,https://w3id.org/usgs/z/4530692/SZRWIP5V,1,"NI 43-101 Technical Report for the Northmet Project in Minnesota, United States dated September 1999","USA,United States",Minnesota,EPSG:4326,"cobalt,nickel","U-M layered intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,Magmatic Nickel-Copper-PGE Deposit,MVT zinc-lead,Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,sulfide-bearing anorthositic troctolite to pyroxene troctolite deposit with associated ultramafic subunits",https://w3id.org/usgs/z/4530692/SZRWIP5V0
