ms_uri,source_id,record_id,country,state_or_province,location,crs,other_names,site_name,commodity,deposit_type
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10003745,https://mrdata.usgs.gov/mrds,10003745,China,Hunan,POINT (113.51053 28.16565),EPSG:4326,"",Qibaoshan,"Manganese,Lead,Gallium,Gold,Cadmium,Sulfur,Indium,Copper,Zinc,Silver,Iron","Ferroan carbonate polymetallic,Skarn tin ± copper ± Mo"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10009832,https://mrdata.usgs.gov/mrds,10009832,United States,Arizona,POINT (-109.98344 31.88291),EPSG:4326,"San Juan Group,Gordon Mine",San Juan Mine,"Lithium,Gallium,Silver,Lead,Bismuth,Beryllium,Zinc,Cadmium","Non-sulfide zinc-lead ± Mn,Replacement zinc-lead,Skarn zinc-lead-silver"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10020221,https://mrdata.usgs.gov/mrds,10020221,United States,Utah,POINT (-113.55506 38.0634),EPSG:4326,"",Gallium,Gallium,Greisen beryllium±Li
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10023296,https://mrdata.usgs.gov/mrds,10023296,Canada,Northwest Territories,POINT (-113.00132 62.00012),EPSG:4326,"Fluorite Zone,R Zone,T Zone,Lake Zone,Includes,S Zone",Thor Lake,"Lutetium,Dysprosium,Europium,Holmium,Thulium,Samarium,Erbium,Yttrium,Lanthanum,Praseodymium,Neoymium,Gallium,Ytterbium,Beryllium,Terbium,Zirconium,Tantalum,Gadolinium,Cerium","Greisen beryllium±Li,Peralkaline igneous HFSE- REE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10026967,https://mrdata.usgs.gov/mrds,10026967,United States,Arizona,POINT (-109.99177 31.90846),EPSG:4326,"Dos Hermanos,Herrera",Abril Mine,"Wollastonite,Copper,Molybdenum,Lithium,Lead,Cadmium,Bismuth,Zinc,Silver,Tungsten,Gallium,Asbestos,Gold,Beryllium",Replacement copper
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10042361,https://mrdata.usgs.gov/mrds,10042361,United States,Washington,POINT (-117.62333 48.8493),EPSG:4326,Deep Lake,Farmer Mine,"Silver,Lead,Zinc,Germanium,Gallium","Irish-type sediment- hosted zinc- lead,Replacement zinc-lead,Siliciclastic-mafic zinc-lead"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055125,https://mrdata.usgs.gov/mrds,10055125,United States,Utah,POINT (-113.86248 37.02859),EPSG:4326,"",Jose Cuervo Claims,"Copper,Gallium,Lead,Molybdenum,Zinc,Uranium,Silver","Non-sulfide zinc-lead ± Mn,Replacement polymetallic,Replacement zinc-lead"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10060407,https://mrdata.usgs.gov/mrds,10060407,Venezuela,"",POINT (-66.58505 6.42904),EPSG:4326,Cerro Paez,Los Pijiguaos,"Germanium,Gallium,Iron,Silica,Titanium,Metal,Aluminum,Silica, Ferrosilicon,Titanium, Metal",Bauxite
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068945,https://mrdata.usgs.gov/mrds,10068945,Peru,Arequipa,POINT (-72.33295 -15.08108),EPSG:4326,"Alta,Baja,Maria,Macarena,Lucrecia,Ramal D,Marciano,Marion,Tres Reyes,Luisa,Veins,Consuelo",Arcata Mine 1,"Copper,Gallium,Silver,Gold,Antimony,Arsenic,Lead,Zinc","Intermediate- sulfidation (IS) epithermal silver-gold ± Zn, Pb, Cu, Sn, Mn"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069401,https://mrdata.usgs.gov/mrds,10069401,United States,Kentucky,POINT (-88.38337 37.21674),EPSG:4326,"",Dyers Hill Fluorspar Deposits,"Zinc,Gallium,Lead,Cadmium,Fluorine-Fluorite,Germanium","MVT fluorspar,Replacement fluorite,Vein fluorite"
