ms_uri,source_id,record_id,site_name,country,state_or_province,crs,commodity,deposit_type,longitude,latitude,GroupID
https://minmod.isi.edu/resource/mineral_siteeb490bfd88db414d1859693c03f10fd9ff5efda33d5346d776c5e50d09e60947,MRDS,10121356,Frost Prospect,United States,Maine,EPSG:4326,"cobalt,copper,nickel","Arc U-M intru- sion nickel- copper-PGE,U-M layered intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M conduit nickel-copper- PGE,Vein cobalt u00b1 Ni",-67.48432,45.08884,MRDS13
https://minmod.isi.edu/resource/mineral_site2ac6d12401e69f1c7d80b0009f284ecedfcf7a45ef5e9bbbd2994f4e3ed514c9,MRDS,10301144,Suiter East Mine    Round Mt,United States,Virginia,EPSG:4326,"manganese,cobalt","",-81.24291,37.12817,MRDS14
https://minmod.isi.edu/resource/mineral_sitee6c5798cb7aa6dacbf7b721edf763ef0416e9a199a1c5fae83b683826fb98af0,MRDS,10067865,Franklin-Creighton Mine,United States,Georgia,EPSG:4326,"copper,gold,cobalt",Hydrothermal Vein,-84.26661,34.31183,MRDS15
https://minmod.isi.edu/resource/mineral_site9fc8144203a7e66a2b9434be47ba7b3f2aad19de241f819e5556c401c002b110,MRDS,10070512,Anaconda Claim,United States,Idaho,EPSG:4326,"cobalt,copper,nickel","Vein u00b1 replacement nickel,U-M layered intrusion PGE,U-M conduit nickel-copper- PGE,Vein cobalt u00b1 Ni,U-M layered intrusion nickel- copper-PGE",-114.33898,45.13148,MRDS16
https://minmod.isi.edu/resource/mineral_site748b9ad0f390b70715e82ca363f675148bbf4b5565b7be0c95381ab37d4e04d2,MRDS,10219960,Madison Mine,United States,Missouri,EPSG:4326,"copper,cobalt,lead,nickel","Supergene lead,Vein cobalt u00b1 Ni,Replacement polymetallic,Distal- disseminated silver-gold,Residual placer lead",-90.276,37.547,MRDS17
https://minmod.isi.edu/resource/mineral_site1c84dc93383a4e670f97ec50ef30d7b94215ee9403cfecd02942ee48220dc336,MRDS,10276254,Fisher Prospect,United States,Virginia,EPSG:4326,"cobalt,lithium","",-80.99421,36.90567,MRDS18
https://minmod.isi.edu/resource/mineral_site5cbe4d4b09b3d085fdce43b8bb014caa4138c0d3333e44d354f337811e063edd,MRDS,10211569,Dan Laterite,United States,California,EPSG:4326,"chromium,cobalt,nickel","Laterite magnesite,Laterite nickel,Ophiolite nickel-copper-PGE,Ophiolite chromium,U-M layered intrusion chromium",-123.94286,41.90232,MRDS19
https://minmod.isi.edu/resource/mineral_site2661477defe9790e4f40a20bf957a90289a8bbb9f972434e53a920109cfe7a9d,MRDS,10225950,Bunker Hill Group,United States,Oregon,EPSG:4326,"copper,cobalt","",-124.14697,42.36901,MRDS20
https://minmod.isi.edu/resource/mineral_sitec7b764d3d826491a82f816293aaabb6d0067eaa133e58d526a6ea3b3ff02f5d2,MRDS,10043119,Bunker Hill Group,United States,Oregon,EPSG:4326,"cobalt,copper","",-124.147,42.36898,MRDS20
https://minmod.isi.edu/resource/mineral_siteadcff3dfa0a24862fd232d5cdd02bd8ee9787ff6fa60609cf802e773a96f1d2e,MRDS,10097139,Twin Lake,Canada,Quebec,EPSG:4326,"nickel,cobalt,copper,platinum-group elements","U-M intrusion nickel-copper- PGE,Arc U-M intru- sion nickel- copper-PGE,U-M conduit nickel-copper- PGE,Ophiolite nickel-copper-PGE,Komatiite nickel-copper-PGE",-69.91582,60.09735,MRDS21
https://minmod.isi.edu/resource/mineral_sitebd5e6d072d06ba0ca10c02d800b5be4297c87f842b8cfec5add126ccb4f74652,MRDS,10033287,Rough and Ready Bench,United States,Oregon,EPSG:4326,"nickel,chromium,platinum,gold,cobalt","Laterite nickel,Fluvial placer PGE,Ophiolite nickel-copper-PGE,U-M layered intrusion PGE,U-M layered intrusion chromium,Residual",-123.81922,42.11649,MRDS22
https://minmod.isi.edu/resource/mineral_site1bf4c099e6747de37f4502a0e334ff5d26fd1efdc082b9f8f7d4424e89c3076f,MRDS,10273870,Rough & Ready Bench,United States,Oregon,EPSG:4326,"cobalt,chromium,nickel","Ophiolite chromium,Shoreline placer gold,Ferroan carbonate polymetallic,Mafic-ultramafic VMS,U-M layered intrusion chromium",-123.81926,42.11652,MRDS22
https://minmod.isi.edu/resource/mineral_site9cf63a17d745e91331e2d1534196957c31ca3c8ccccc8d0276142b85f8b5aa5c,MRDS,10024535,Bitincke Mine,Albania,"",EPSG:4326,"iron,nickel,cobalt","Ophiolite chromium,Ophiolite nickel-copper-PGE,Ferroan carbonate polymetallic,Laterite nickel,Komatiite nickel-copper-PGE",20.98513,40.64879,MRDS23
https://minmod.isi.edu/resource/mineral_site35fd949bf78d846236f6c5dfa050f3006156d3520dd59692c228eabe1a718354,MRDS,10073446,Mineral Mountain Mine,United States,Idaho,EPSG:4326,"cobalt,silver,copper,antimony,nickel,lead,zinc","Vein polymetallic,Supergene silver,Distal- disseminated silver-gold,Orogenic silver-lead- zinc-copper- antimony,Vein cobalt u00b1 Ni",-116.05523,47.50457,MRDS24
https://minmod.isi.edu/resource/mineral_sitef7647b06c04fe5cf0b5f43dadb190354e3b895ffaaab61cea2d562804c520065,MRDS,10073344,Coeur D'Alene Mines,United States,Idaho,EPSG:4326,"silver,copper,cobalt,lead,gold,uranium",Vein,-116.01603,47.49681,MRDS24
https://minmod.isi.edu/resource/mineral_siteafd83f498cd28decaa3b0a3325daa96d92995673382df872ffca8500cab3a228,MRDS,10067850,Silver Summit Mine,United States,Idaho,EPSG:4326,"silver,nickel,lead,cobalt,zinc,antimony,copper","Orogenic silver-lead- zinc-copper- antimony,Vein cobalt u00b1 Ni,HYDROTHERMAL VEIN AND REPLACEMENT,Supergene silver,Distal- disseminated silver-gold,Kipushi-type sediment- hosted copper- zinc-lead",-116.04463,47.50177,MRDS24
https://minmod.isi.edu/resource/mineral_site69f47ae7851fd65d7e31d6244a46c955fc4280edefe2d6fdc7ac9faef401e1bb,MRDS,10024494,Rzanovo Mine,Macedonia,"",EPSG:4326,"cobalt,chromium,nickel,iron","Arc U-M intru- sion nickel- copper-PGE,Laterite nickel,Komatiite nickel-copper-PGE,Ferroan carbonate polymetallic,Ophiolite nickel-copper-PGE",22.26847,41.23208,MRDS25
https://minmod.isi.edu/resource/mineral_sitebe22622a58abeaf9acd411611ad7a04f70428d09f1ec7b35c1bdb4eb2cf73aaa,MRDS,10123698,Mine La Motte #2,United States,Missouri,EPSG:4326,"cobalt,copper,lead,nickel","U-M conduit nickel-copper- PGE,Arc U-M intru- sion nickel- copper-PGE,Ferroan carbonate polymetallic,Vein cobalt u00b1 Ni,Kipushi-type sediment- hosted copper- zinc-lead",-90.3507,37.65446,MRDS26
https://minmod.isi.edu/resource/mineral_siteff8ce5103a23680bcb2c5a459a091b7fcf77347ac51ff0da636794e3e757c61f,MRDS,10147686,Mine La Motte #1,United States,Missouri,EPSG:4326,"cobalt,copper,nickel,lead","Vein cobalt u00b1 Ni,Ferroan carbonate polymetallic,Laterite nickel,Arc U-M intru- sion nickel- copper-PGE,U-M conduit nickel-copper- PGE",-90.3357,37.64566,MRDS26
https://minmod.isi.edu/resource/mineral_site39ae4ac83fe876f8edb9a74ece2a4adb63ce8b66db889df39f0016d902e7bfcc,MRDS,10002603,Chip-Loy,United States,Alaska,EPSG:4326,"copper,gold,iron,silver,cobalt,nickel","U-M intrusion nickel-copper- PGE,Arc U-M intru- sion nickel- copper-PGE,Komatiite nickel-copper-PGE,Ophiolite nickel-copper-PGE,Vein cobalt u00b1 Ni",-154.38283,62.16557,MRDS27
https://minmod.isi.edu/resource/mineral_sitedde0dc83ce02f53a9207ad79ebb226d695a092d1cfd9fe9e9ba17ba5633f6b4e,MRDS,10185825,Chip Loy,United States,Alaska,EPSG:4326,"nickel,cobalt,copper","Unconformity- related ura- nium,U-M intrusion nickel-copper- PGE,Arc U-M intru- sion nickel- copper-PGE,Vein cobalt u00b1 Ni,U-M conduit nickel-copper- PGE",-154.38613,62.16616,MRDS27
https://minmod.isi.edu/resource/mineral_site3583cea94098762702142c1bb6de98a714004e2a6c947f6d8c255e117b7b7361,MRDS,10178416,Hodge Ore Banks,United States,Tennessee,EPSG:4326,"nickel,cobalt,iron","Vein cobalt u00b1 Ni,Komatiite nickel-copper-PGE,Supergene iron,Laterite nickel,Iron silicate polymetallic",-82.06654,36.43338,MRDS28
https://minmod.isi.edu/resource/mineral_sitebf1b51ad18cdafa21f64d08e1e7a333362d8e5ae2d83dec0fca219692b1c25ef,MRDS,10105493,Hodge Ore Banks,United States,Tennessee,EPSG:4326,"iron,manganese,nickel,cobalt","Vein cobalt u00b1 Ni,Iron silicate polymetallic,Nodular magnesite,Iron oxide poly- metallic,Nodule manganese",-82.06651,36.43341,MRDS28
https://minmod.isi.edu/resource/mineral_site627669a107537de1750775cf4e764e4005f454a11b8a9f3e8649b7a752420992,MRDS,10069261,"Marinduque-Surigao Del Norte Nickel Deposit, Nonoc Island, Philippines",Philippines,"",EPSG:4326,"cobalt,nickel","Arc U-M intru- sion nickel- copper-PGE,Vein cobalt u00b1 Ni,Komatiite nickel-copper-PGE,U-M conduit nickel-copper- PGE,Laterite nickel",125.66588,9.83397,MRDS29
https://minmod.isi.edu/resource/mineral_sitebddac6f0f1bb182c022346c8a4355a9936d933bf9694b2718ae54f0dd171e33c,MRDS,10308915,Unnamed (North Crillon Glacier),United States,Alaska,EPSG:4326,"iron,platinum-group elements,copper,cobalt,titanium,nickel","U-M layered intrusion iron-titanium- vanadium,Arc U-M intru- sion nickel- copper-PGE,U-M layered intrusion nickel- copper-PGE,U-M layered intrusion PGE,Ophiolite nickel-copper-PGE",-137.31212,58.65971,MRDS30
https://minmod.isi.edu/resource/mineral_sitefc3c864cff74d46d5c3344f9314972d4f4c6fd8b1e6fca200b901fca17a2b564,MRDS,10112920,North Crillon Glacier,United States,Alaska,EPSG:4326,"nickel,titanium,cobalt,chromium,copper,platinum","Fluvial placer PGE,U-M conduit nickel-copper- PGE,Komatiite nickel-copper-PGE,U-M layered intrusion chromium,Ophiolite chromium",-137.31602,58.65801,MRDS30
https://minmod.isi.edu/resource/mineral_sitedaf39094b0949ffbe1e6740ae7d76bff829e2c7b9ce19fafda06eefe39fe7d7f,MRDS,10002264,Unnamed (west mouth of Rendu Inlet),United States,Alaska,EPSG:4326,"cobalt,nickel,copper","Mafic-siliciclastic VMS,Shoreline placer gold,Replacement copper,Mafic-ultramafic VMS,Skarn copper",-136.63017,58.91278,MRDS31
https://minmod.isi.edu/resource/mineral_sitef2d79a7bc69b1225c244787438ddcb6346c8b468bdefe145a87b903047e69827,MRDS,10258223,Rendu Inlet S.E.,United States,Alaska,EPSG:4326,"copper,cobalt,nickel","Simple pegmatite,Paleoplacer heavy mineral sands,Vein u00b1 replacement nickel,Replacement manganese,Heavy mineral sands",-136.64321,58.91532,MRDS31
https://minmod.isi.edu/resource/mineral_site5dcf102a8ac3a267ba811658ea84d14ade7dc920524b12cfca096646221e80d1,MRDS,10303792,(Facility) Harjavalta Nickel Refinery,Finland,"",EPSG:4326,"copper,cobalt,nickel","Laterite nickel,Komatiite nickel-copper-PGE,Arc U-M intru- sion nickel- copper-PGE,Vein u00b1 replacement nickel,Ophiolite nickel-copper-PGE",22.16952,61.31524,MRDS32
https://minmod.isi.edu/resource/mineral_siteed94877fa7459d38a22c2df360d06b5c1d3ca75a2095972748928bf1b611c0d6,MRDS,10185579,Chilkat D.,United States,Alaska,EPSG:4326,"cobalt,copper","",-135.56208,58.96974,MRDS33
https://minmod.isi.edu/resource/mineral_site3bfc01ce7436799c87c085e5431e0ecf40365bb57bfd20b18e67e3cc4f8c68dd,MRDS,10308703,Shannon,United States,Alaska,EPSG:4326,"copper,zinc,cobalt,silver,gold","Shoreline placer gold,Epizonal orogenic gold,Skarn copper,Oxidized intrusion- related gold,Skarn gold u00b1 copper u00b1 tungsten",-136.35213,59.36974,MRDS34
https://minmod.isi.edu/resource/mineral_siteb3f7047a02e5212e10f0ef4d635223f475d4d96604244c0666c7349fe12adbe2,MRDS,10016215,Unknown,United States,Colorado,EPSG:4326,"nickel,silver,cobalt","Metamorphic,Vein u00b1 replacement nickel,Distal- disseminated silver-gold,Metamorphic kyanite,Supergene silver,Ferroan carbonate polymetallic",-106.9323,38.97777,MRDS35
https://minmod.isi.edu/resource/mineral_sited8cbc90e9d73a32994835b1eb5141980e87f163dce079c19386aa137c025a87d,MRDS,10091055,Unknown,United States,Colorado,EPSG:4326,"cobalt,nickel,silver","Intermediate- sulfidation (IS) epithermal silver-gold u00b1 Zn, Pb, Cu, Sn, Mn,Ferroan carbonate polymetallic,Vein cobalt u00b1 Ni,Distal- disseminated silver-gold,Supergene silver",-106.89506,38.96332,MRDS35
https://minmod.isi.edu/resource/mineral_site24790d8a1b20e6a3b8a969136ea8022c67377c6be9829901b0570bd01dff89b4,MRDS,10084760,Tsagli,Greece,Thessaloniki,EPSG:4326,"nickel,iron,chromium,cobalt,copper","Komatiite nickel-copper-PGE,Ophiolite chromium,Ophiolite nickel-copper-PGE,Mafic-ultramafic VMS,Iron oxide poly- metallic",22.61842,39.29882,MRDS36
https://minmod.isi.edu/resource/mineral_site7d28fcc10964dc52371259a5c246a5ce4dbdbf61ff9f433aacf2950a2f0faa2e,MRDS,10069230,Werner Lake Nickel Deposit-Canada,Canada,Ontario,EPSG:4326,"copper,nickel,cobalt,platinum","Arc U-M intru- sion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,Komatiite nickel-copper-PGE,U-M conduit nickel-copper- PGE,Ophiolite nickel-copper-PGE",-96.00034,50.25,MRDS37
https://minmod.isi.edu/resource/mineral_site5c9eb91de0b1c450459212f8d85b897183f72d72eee149e1cb10bdd3fe69e821,MRDS,10209724,Gay 1-4,United States,Alaska,EPSG:4326,"gold,cobalt","",-142.92194,62.14829,MRDS38
https://minmod.isi.edu/resource/mineral_site0532367e4ab4c396688efb3565f3ba5c37b0c3cac736c994ac81601e9f9cbfaf,MRDS,10185938,Snipe Bay,United States,Alaska,EPSG:4326,"cobalt,nickel,platinum-group elements,copper,silver","Komatiite nickel-copper-PGE,Distal- disseminated silver-gold,Arc U-M intru- sion nickel- copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE",-134.95662,56.42331,MRDS39
https://minmod.isi.edu/resource/mineral_sitee2c86ade960ef02b6342f40946963ccad37abd468bc452ed1567ddc8d537dfad,MRDS,10067570,Snipe Bay Prospect,United States,Alaska,EPSG:4326,"nickel,cobalt,copper","Arc U-M intru- sion nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,Vein cobalt u00b1 Ni,Porphyry copper- molybdenum,Ophiolite nickel-copper-PGE",-134.96498,56.43443,MRDS39
https://minmod.isi.edu/resource/mineral_site088962e7e59a881b6c98abd0f4b3c491e68ccec9aa225f4455bb98881a425d0b,MRDS,10308482,Unnamed (south of Nunatak Fiord),United States,Alaska,EPSG:4326,"copper,cobalt,gold","",-139.05225,59.8297,MRDS40
https://minmod.isi.edu/resource/mineral_site903c3407c800396758824412addad9606af110f85d46c90a5c03ea6a5fb425ee,MRDS,10183203,Fraser,Canada,Ontario,EPSG:4326,"cobalt,nickel,platinum,platinum-group elements,copper","U-M intrusion nickel-copper- PGE,Komatiite nickel-copper-PGE,Algoma-type banded iron formation,U-M conduit nickel-copper- PGE,Arc U-M intru- sion nickel- copper-PGE",-81.35119,46.66529,MRDS41
https://minmod.isi.edu/resource/mineral_sited957a3aae6a77899655f8543a8e38a75967b282ca42ae450265abb6ee086956b,MRDS,10024575,Fraser Mine,Canada,Ontario,EPSG:4326,"nickel,silver,cobalt,copper,gold,tellurium,selenium,platinum-group elements","Komatiite nickel-copper-PGE,Arc U-M intru- sion nickel- copper-PGE,U-M layered intrusion PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE",-81.35118,46.66527,MRDS41
https://minmod.isi.edu/resource/mineral_sitedb1476e8bea2e523e6fd8b2a97dc55574e0d09b7bf8eef25f9a2e67d006dd68b,MRDS,10053376,Cobalt Group,United States,Oregon,EPSG:4326,"cobalt,silver,copper,gold","",-124.00756,42.41899,MRDS42
https://minmod.isi.edu/resource/mineral_site71a9c60853db659358386eb7bbcf9a00b42eaea0668c7b45d47f450a482b1dc3,MRDS,10225514,Cobalt Group Prospects,United States,Oregon,EPSG:4326,"copper,gold,silver,cobalt","",-124.00757,42.41902,MRDS42
https://minmod.isi.edu/resource/mineral_site70ea781023400f153daf6ffa2ca1357f0ea5222d30364395038e0f9c7b1ca61d,MRDS,10043120,Cobalt Group Prospects,United States,Oregon,EPSG:4326,"gold,copper,silver,cobalt","",-124.00756,42.41899,MRDS42
https://minmod.isi.edu/resource/mineral_site84e8bb44906e5d2a54546fd9b7a0234c0a343331db93500c5c3903f3a892f92d,MRDS,10067530,Burke Estate,United States,Alabama,EPSG:4326,"nickel,cobalt","Vein u00b1 replacement nickel,Black shale nickel u00b1 Mo- PGE,Ferroan carbonate polymetallic,Vein cobalt u00b1 Ni,Arc U-M intru- sion nickel- copper-PGE",-85.68329,33.80014,MRDS43
https://minmod.isi.edu/resource/mineral_site67505c5d84855758e8caaf226337cd56fdb2b6eafadfffbd51f74aa31c0a93f8,MRDS,10184670,Burke Estate,United States,Alabama,EPSG:4326,"cobalt,nickel","Komatiite nickel-copper-PGE,Vein cobalt u00b1 Ni,Laterite nickel,Arc U-M intru- sion nickel- copper-PGE,Ferroan carbonate polymetallic",-85.68326,33.80014,MRDS43
https://minmod.isi.edu/resource/mineral_sitec157cfee836e23b8d8499b7869112ae3e553c4ee0eb1cf7f45ef413f7cec6b84,MRDS,10183540,Kaiyuan Cu/Co/Sb Deposit,China,Yunnan,EPSG:4326,"cobalt,copper,antimony","",103.49971,23.49932,MRDS44
https://minmod.isi.edu/resource/mineral_siteb0c7a60180ed955ef9ed9cf5b10662e66a4d63fa669ebe8a17cea3a1cd00cc0d,MRDS,10133813,Shevchenkovskoe,Kazakhstan,"",EPSG:4326,"nickel,cobalt","Nodule manganese,Komatiite nickel-copper-PGE,Ophiolite nickel-copper-PGE,Laterite nickel,Vein cobalt u00b1 Ni",60.83183,51.83124,MRDS45
https://minmod.isi.edu/resource/mineral_site72d6f68da115b74cad1d23c8cdd6645f8793599d553bc4dcb4101ae4bbb53a20,MRDS,10079614,"Cajalbana, Cuba",Cuba,Pinar Del Rio,EPSG:4326,"cobalt,iron,nickel","Laterite nickel,Komatiite nickel-copper-PGE,Skarn iron,Ophiolite nickel-copper-PGE,Laterite magnesite",-83.72215,22.44227,MRDS46
https://minmod.isi.edu/resource/mineral_site6fad711d406a564af33634617c8f7d8d102d891bc17a03c0c5e7d8e9842e1fde,MRDS,10010080,Old Copper Mines,United States,Missouri,EPSG:4326,"cobalt,iron,lead,nickel,copper","Kipushi-type sediment- hosted copper- zinc-lead,Laterite nickel,Vein cobalt u00b1 Ni,Ferroan carbonate polymetallic,Supergene lead",-90.3326,37.59535,MRDS47
https://minmod.isi.edu/resource/mineral_site076c04fa1a21c5535afbe23ace6f90c8824a654ca2d4e1cfd4f88ddbb95fa5a4,MRDS,10307879,Unnamed (in Terra Cotta Mountains),United States,Alaska,EPSG:4326,"cobalt,antimony,tungsten,gold,arsenic","Ferroan carbonate polymetallic,Vein tin polymetallic,Epizonal orogenic antimony u00b1 gold,Replacement polymetallic,Vein polymetallic",-153.39681,62.10148,MRDS48
https://minmod.isi.edu/resource/mineral_sitea91b6d4d38146aef271c394634f863925ea05d15044078148d028042bdc5644c,MRDS,10067824,Elkton Mines and Prospects,United States,Virginia,EPSG:4326,"cobalt,nickel,iron,manganese","Sedimentary manganese,Vein cobalt u00b1 Ni,Replacement manganese,Supergene manganese,Nodule manganese",-78.6164,38.39032,MRDS49
https://minmod.isi.edu/resource/mineral_sitecb1b034477ffdbf2053a6a7c9759504e6a43b3b1bce3291d4722b3650531e465,MRDS,60000622,Kouaoua (Nmc) Mining District,France,Territory of New Caledonia and Dependencies,EPSG:4326,"cobalt,nickel","Laterite magnesite,RESIDUAL ENRICHMENT,Ophiolite nickel-copper-PGE,Laterite nickel,Carbonatite laterite REE,Komatiite nickel-copper-PGE,LATERITE",165.74852,-21.39691,MRDS50
https://minmod.isi.edu/resource/mineral_sitec002337bea9c5a5d7c00e56da91a615632b52b8849b10daba549abf80fe6cfd7,MRDS,60000623,Kouaoua (Sln) Mining District,France,Territory of New Caledonia and Dependencies,EPSG:4326,"cobalt,nickel","Ophiolite nickel-copper-PGE,Laterite nickel,Laterite magnesite,LATERITE,Vein u00b1 replacement nickel,RESIDUAL ENRICHMENT,Carbonatite laterite REE",165.74852,-21.44691,MRDS50
