ms_uri,source_id,record_id,site_name,country,state_or_province,crs,commodity,deposit_type,GroupID
https://minmod.isi.edu/resource/mineral_site22468378e72ceb6ea2ef66d55fabe2b05476f277a54bbe8698447abb57c64e9e,https://w3id.org/usgs/z/4530692/7RVNPM2V,1,"NI 43-101 Technical Report for the Northmet Project in Minnesota, United States dated September 2007","USA,United States",Minnesota,EPSG:4326,"nickel,cobalt","U-M layered intrusion nickel- copper-PGE,MVT zinc-lead,Arc U-M intru- sion nickel- copper-PGE,Copper-Nickel Deposit,Supergene copper,Copper-nickel deposit within the Duluth Complex, associated with the Partridge River (PRI) and South Kawishiwi (SKI) intrusions,U-M intrusion nickel-copper- PGE",https://w3id.org/usgs/z/4530692/7RVNPM2V0
