country,ms_uri,source_id,record_id,state_or_province,location,crs,other_names,site_name,commodity,deposit_type,link_method,longitude,latitude,GroupID
South Africa,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__smokey-hills,https://doi.org/10.5382/econgeo.4950,Smokey Hills,"","",EPSG:4326,"",Smokey Hills,"Gold,,pper,,,","Layered Intrusive,Magmatic Sulphide,Stratabound Stratiform Reef-type",TXT,,,https://doi.org/10.5382/econgeo.4950218
Brazil,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__serra-do-quatipuru,https://doi.org/10.5382/econgeo.4950,Serra do Quatipuru,"","",EPSG:4326,"",Serra do Quatipuru,"","Laterite,Oxide-Hydrous Mg silicate",TXT,,,https://doi.org/10.5382/econgeo.4950219
Australia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__state-forest-lot-3,https://doi.org/10.5382/econgeo.4950,State Forest Lot 3,"","",EPSG:4326,"",State Forest Lot 3,",,balt","Laterite,Oxide",TXT,,,https://doi.org/10.5382/econgeo.4950220
Australia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__nindilbillup-group,https://doi.org/10.5382/econgeo.4950,Nindilbillup Group,"","",EPSG:4326,"",Nindilbillup,",balt,Iron","Laterite,Oxide",TXT,,,https://doi.org/10.5382/econgeo.4950221
Russia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__khikhnajarvi,https://doi.org/10.5382/econgeo.4950,Khikhnajarvi,"","",EPSG:4326,"",Khikhnajarvi,"pper,","Magmatic Sulphide,Proterozoic komatiite",TXT,,,https://doi.org/10.5382/econgeo.4950222
Tanzania,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__kabanga,https://doi.org/10.5382/econgeo.4950,Kabanga,"","",EPSG:4326,"",Kabanga,"balt,,,pper,","Magmatic Sulphide,Small M-UM Intrusion-related",TXT,,,https://doi.org/10.5382/econgeo.4950223
Canada,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__roughrider-east-west,https://doi.org/10.5382/econgeo.4950,Roughrider East/West,"","",EPSG:4326,"",Roughrider East,"balt,,,,pper","Hydrothermal Ni,Unconformity-related Uranium",TXT,,,https://doi.org/10.5382/econgeo.4950224
South Africa,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__impala-rbr-jv,https://doi.org/10.5382/econgeo.4950,Impala-RBR JV,"","",EPSG:4326,"",Impala RBR JV,",,Gold,,,,pper,","Layered Intrusive,Magmatic Sulphide,Stratabound Stratiform Reef-type",TXT,,,https://doi.org/10.5382/econgeo.4950225
Canada,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__junior-lake-vw,https://doi.org/10.5382/econgeo.4950,Junior Lake-VW,"","",EPSG:4326,"",Junior Lake VW,"balt,,Gold,pper,,","Archean Komatiite,Magmatic Sulphide",TXT,,,https://doi.org/10.5382/econgeo.4950226
Cuba,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__moa-bay-eastern-satellites,https://doi.org/10.5382/econgeo.4950,Moa Bay-Eastern Satellites,"","",EPSG:4326,"",Moa Bay Eastern Satellites,",Iron,balt","Laterite,Oxide-hydrous Mg silicate",TXT,,,https://doi.org/10.5382/econgeo.4950227
Philippines,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__nonoc,https://doi.org/10.5382/econgeo.4950,Nonoc,"","",EPSG:4326,"",Nonoc,"balt,","Laterite,Oxide-Clay silicate",TXT,,,https://doi.org/10.5382/econgeo.4950228
Sweden,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__lappvattnet,https://doi.org/10.5382/econgeo.4950,Lappvattnet,"","",EPSG:4326,"",Lappvattnet,",pper,balt","Magmatic Sulphide,Proterozoic Komatiite",TXT,,,https://doi.org/10.5382/econgeo.4950229
Canada,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__raglan-nunavik-group-1,https://doi.org/10.5382/econgeo.4950,Raglan-Nunavik Group #1,"","",EPSG:4326,"",Raglan Nunavik,"balt,,Gold,pper,,","Magmatic Sulphide,Proterozoic Komatiite-related",TXT,,,https://doi.org/10.5382/econgeo.4950230
Canada,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__raglan-nunavik-group-2,https://doi.org/10.5382/econgeo.4950,Raglan-Nunavik Group #2,"","",EPSG:4326,"",Raglan Nunavik,"pper,balt,,Gold,,","Magmatic Sulphide,Proterozoic Komatiite-related",TXT,,,https://doi.org/10.5382/econgeo.4950230
South Africa,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__sedibelo-central,https://doi.org/10.5382/econgeo.4950,Sedibelo Central,"","",EPSG:4326,"",Sedibelo Central,"Gold,,,,pper,","Layered Intrusive,Magmatic Sulphide,Stratabound Stratiform Reef-type",TXT,,,https://doi.org/10.5382/econgeo.4950231
United States,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__maturi-southwest,https://doi.org/10.5382/econgeo.4950,Maturi Southwest,"",POINT(-91.80000 47.80000),EPSG:4326,"",Maturi Southwest,"Silver,,pper,balt,,,Gold","Duluth Complex - Keweenawan LIP,Magmatic Sulphide,Small M-UM Intrusion-related",TXT,,,https://doi.org/10.5382/econgeo.4950232
Finland,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__outokumpu-sarkalahti,https://doi.org/10.5382/econgeo.4950,Outokumpu-Sarkalahti,"","",EPSG:4326,"",Outokumpu Sarkalahti,",pper,balt","Hydrothermal Ni,VMS",TXT,,,https://doi.org/10.5382/econgeo.4950233
Colombia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__cerro-matoso,https://doi.org/10.5382/econgeo.4950,Cerro Matoso,"","",EPSG:4326,"",Cerro Matoso,"","Clay silicate-hydrous Mg silicate-oxide,Laterite",TXT,,,https://doi.org/10.5382/econgeo.4950234
United States,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__stillwater-east-boulder,https://doi.org/10.5382/econgeo.4950,Stillwater-East Boulder,"",POINT(-109.90000 45.39000),EPSG:4326,"",Stillwater East Boulder,",pper,,Gold,,","Layered Intrusive,Magmatic Sulphide,Stratabound Stratiform Reef-type",TXT,,,https://doi.org/10.5382/econgeo.4950235
Venezuela,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__loma-de-niquel-loma-de-hierro,https://doi.org/10.5382/econgeo.4950,Loma de Niquel (Loma de Hierro),"","",EPSG:4326,"",Loma de Niquel (Loma de Hierro),"","Hydrous Mg silicate-oxide,Laterite",TXT,,,https://doi.org/10.5382/econgeo.4950236
Philippines,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__romblon,https://doi.org/10.5382/econgeo.4950,Romblon,"","",EPSG:4326,"",Romblon,"","Laterite,Oxide-Hydrous Mg silicate",TXT,,,https://doi.org/10.5382/econgeo.4950237
Australia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__gordonbrook-bungonia,https://doi.org/10.5382/econgeo.4950,Gordonbrook-Bungonia,"","",EPSG:4326,"",Gordonbrook Bungonia,",balt","Laterite,Oxide",TXT,,,https://doi.org/10.5382/econgeo.4950238
Australia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__spotted-quoll-beautiful-sunday,https://doi.org/10.5382/econgeo.4950,Spotted Quoll-Beautiful Sunday,"","",EPSG:4326,"",Spotted Quoll Beautiful Sunday,"","Archean Komatiite,Magmatic Sulphide",TXT,,,https://doi.org/10.5382/econgeo.4950239
Puerto Rico,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__guanajibo-punta-guanajibo,https://doi.org/10.5382/econgeo.4950,Guanajibo-Punta Guanajibo,"","",EPSG:4326,"",Guanajibo Punta Guanajibo,"balt,","Laterite,Oxide-hydrous Mg silicate",TXT,,,https://doi.org/10.5382/econgeo.4950240
United States,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__spruce-road,https://doi.org/10.5382/econgeo.4950,Spruce Road,"",POINT(-91.70000 47.83000),EPSG:4326,"",Spruce Road,",pper","Duluth Complex - Keweenawan LIP,Magmatic Sulphide,Small M-UM Intrusion-related",TXT,,,https://doi.org/10.5382/econgeo.4950241
United States,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__northmet-dunka-road,https://doi.org/10.5382/econgeo.4950,NorthMet (Dunka Road),"",POINT(-92.00000 47.60000),EPSG:4326,"",NorthMet (Dunka Road),"Silver,,balt,,,Gold,pper","Duluth Complex - Keweenawan LIP,Magmatic Sulphide,Small M-UM Intrusion-related",TXT,,,https://doi.org/10.5382/econgeo.4950242
Australia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__duketon-c2,https://doi.org/10.5382/econgeo.4950,Duketon-C2,"","",EPSG:4326,"",Duketon C2,"pper,,,","Archean Komatiite,Magmatic Sulphide",TXT,,,https://doi.org/10.5382/econgeo.4950243
China,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__jinchuan,https://doi.org/10.5382/econgeo.4950,Jinchuan,"","",EPSG:4326,"",Jinchuan,",,,pper,Gold,balt,","Magmatic Sulphide,Small M-UM Intrusion-related",TXT,,,https://doi.org/10.5382/econgeo.4950244
Russia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__monchegorsk-njudaivench,https://doi.org/10.5382/econgeo.4950,Monchegorsk-Njudaivench,"","",EPSG:4326,"",Monchegorsk Njudaivench,"pper,","Layered Intrusive,Magmatic Sulphide",TXT,,,https://doi.org/10.5382/econgeo.4950245
Finland,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__arctic-suhanko,https://doi.org/10.5382/econgeo.4950,Arctic-Suhanko,"","",EPSG:4326,"",Arctic Suhanko,",,Gold,,pper","Layered Intrusive,Magmatic Sulphide,Stratabound Contact-type",TXT,,,https://doi.org/10.5382/econgeo.4950246
Kazakhstan,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__gornostai,https://doi.org/10.5382/econgeo.4950,Gornostai,"","",EPSG:4326,"",Gornostai,"","Clay silicate-hydrous Mg silicate,Laterite",TXT,,,https://doi.org/10.5382/econgeo.4950247
China,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__baimazhai,https://doi.org/10.5382/econgeo.4950,Baimazhai,"","",EPSG:4326,"",Baimazhai,",pper","Emeishan LIP,Magmatic Sulphide,Small M-UM Intrusion-related",TXT,,,https://doi.org/10.5382/econgeo.4950248
Indonesia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__cycloops-cyclops,https://doi.org/10.5382/econgeo.4950,Cycloops (Cyclops),"","",EPSG:4326,"",Cycloops (Cyclops),"","Laterite,Oxide-hydrous Mg silicate",TXT,,,https://doi.org/10.5382/econgeo.4950249
Australia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__niwest-wanbanna,https://doi.org/10.5382/econgeo.4950,NiWest-Wanbanna,"","",EPSG:4326,"",NiWest Wanbanna,",balt","Clay silicate,Laterite",TXT,,,https://doi.org/10.5382/econgeo.4950250
Brazil,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__agua-branca,https://doi.org/10.5382/econgeo.4950,Água Branca,"","",EPSG:4326,"","","","Hydrous Mg silicate-oxide,Laterite",TXT,,,https://doi.org/10.5382/econgeo.4950251
Botswana,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__phikwe,https://doi.org/10.5382/econgeo.4950,Phikwe,"","",EPSG:4326,"",Phikwe,"pper,","Magmatic Sulphide,Small M-UM Intrusion-related",TXT,,,https://doi.org/10.5382/econgeo.4950252
Tanzania,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__dutwa-wamangola-ngasamo,https://doi.org/10.5382/econgeo.4950,Dutwa (Wamangola-Ngasamo),"","",EPSG:4326,"",Dutwa (Wamangola Ngasamo),"balt,Iron,,Silin","Laterite,Oxide",TXT,,,https://doi.org/10.5382/econgeo.4950253
Philippines,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__carrascal,https://doi.org/10.5382/econgeo.4950,Carrascal,"","",EPSG:4326,"",Carrascal,"","Laterite,Oxide-Hydrous Mg silicate",TXT,,,https://doi.org/10.5382/econgeo.4950254
South Africa,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__union-north-south,https://doi.org/10.5382/econgeo.4950,Union North/South,"","",EPSG:4326,"",Union North,"Gold,,,pper,,","Layered Intrusive,Magmatic Sulphide,Stratabound Stratiform Reef-type",TXT,,,https://doi.org/10.5382/econgeo.4950255
Cuba,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__punta-gorda,https://doi.org/10.5382/econgeo.4950,Punta Gorda,"","",EPSG:4326,"",Punta Gorda,"balt,","Laterite,Oxide-hydrous Mg silicate",TXT,,,https://doi.org/10.5382/econgeo.4950256
Australia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__claude-hills,https://doi.org/10.5382/econgeo.4950,Claude Hills,"","",EPSG:4326,"",Claude Hills,"balt,","Laterite,Oxide",TXT,,,https://doi.org/10.5382/econgeo.4950257
Australia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__ravensthorpe,https://doi.org/10.5382/econgeo.4950,Ravensthorpe,"","",EPSG:4326,"",Ravensthorpe,"balt,","Laterite,Oxide",TXT,,,https://doi.org/10.5382/econgeo.4950258
Australia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__knp-east-hampton-kalpini-lake-rebecca,https://doi.org/10.5382/econgeo.4950,KNP East-Hampton: Kalpini (Lake Rebecca),"","",EPSG:4326,"",KNP East Hampton,"balt,","Clay silicate-Oxide,Clay silicate-oxide,Laterite",TXT,,,https://doi.org/10.5382/econgeo.4950259
China,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__zhouan,https://doi.org/10.5382/econgeo.4950,Zhouan,"","",EPSG:4326,"",Zhouan,"pper,","Magmatic Sulphide,Small M-UM Intrusion-related",TXT,,,https://doi.org/10.5382/econgeo.4950260
Cameroon,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__nkamouna-mada,https://doi.org/10.5382/econgeo.4950,Nkamouna-Mada,"","",EPSG:4326,"",Nkamouna Mada,"balt,","Laterite,Oxide-clay silicate",TXT,,,https://doi.org/10.5382/econgeo.4950261
Philippines,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__toronto,https://doi.org/10.5382/econgeo.4950,Toronto,"","",EPSG:4326,"",Toronto,"balt,Iron,","Hydrous Mg silicate-Oxide,Hydrous Mg silicate-oxide,Laterite",TXT,,,https://doi.org/10.5382/econgeo.4950262
Cote D'Ivoire (Ivory Coast),https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__samapleu,https://doi.org/10.5382/econgeo.4950,Samapleu,"","",EPSG:4326,"",Samapleu,",balt,pper,,,Gold,","Layered Intrusive,Magmatic Sulphide",TXT,,,https://doi.org/10.5382/econgeo.4950263
Finland,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__outokumpu-riihilahti,https://doi.org/10.5382/econgeo.4950,Outokumpu-Riihilahti,"","",EPSG:4326,"",Outokumpu Riihilahti,"balt,Gold,pper,,Silver","Hydrothermal Ni,VMS",TXT,,,https://doi.org/10.5382/econgeo.4950264
Russia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__laukku,https://doi.org/10.5382/econgeo.4950,Laukku,"","",EPSG:4326,"",Laukku,",pper","Magmatic Sulphide,Small M-UM Intrusion-related",TXT,,,https://doi.org/10.5382/econgeo.4950265
Russia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__lovnozerskoe,https://doi.org/10.5382/econgeo.4950,Lovnozerskoe,"","",EPSG:4326,"",Lovnozerskoe,",pper","Magmatic Sulphide,Small M-UM Intrusion-related",TXT,,,https://doi.org/10.5382/econgeo.4950266
Canada,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__sudbury-nickel-lake-foy-offset,https://doi.org/10.5382/econgeo.4950,Sudbury-Nickel Lake / Foy Offset,"",POINT(-81.13276 46.74104),EPSG:4326,"",Sudbury Lake,",pper","Impact-related,Magmatic Sulphide",TXT,,,https://doi.org/10.5382/econgeo.4950267
Greece,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__kastoria,https://doi.org/10.5382/econgeo.4950,Kastoria,"","",EPSG:4326,"",Kastoria,"","Laterite,Oxide-hydrous Mg silicate",TXT,,,https://doi.org/10.5382/econgeo.4950268
Madagascar,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__valozoro,https://doi.org/10.5382/econgeo.4950,Valozoro,"","",EPSG:4326,"",Valozoro,"","Laterite,Oxide-Hydrous Mg silicate",TXT,,,https://doi.org/10.5382/econgeo.4950269
Guatemala,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__mayaniquel-sechol-group,https://doi.org/10.5382/econgeo.4950,Mayaniquel-Sechol Group,"","",EPSG:4326,"",Mayaniquel Sechol,"balt,","Laterite,Oxide-hydrous Mg silicate",TXT,,,https://doi.org/10.5382/econgeo.4950270
Brazil,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__araguaia-north-south,https://doi.org/10.5382/econgeo.4950,Araguaia North / South,"","",EPSG:4326,"",Araguaia North,"Iron,,balt","Hydrous Mg silicate-oxide,Laterite",TXT,,,https://doi.org/10.5382/econgeo.4950271
Finland,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__outokumpu-sarkiniemi,https://doi.org/10.5382/econgeo.4950,Outokumpu-Särkiniemi,"","",EPSG:4326,"",Outokumpu,"balt,pper,","Hydrothermal Ni,VMS",TXT,,,https://doi.org/10.5382/econgeo.4950272
Australia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__west-musgrave-nebo,https://doi.org/10.5382/econgeo.4950,West Musgrave-Nebo,"","",EPSG:4326,"",West Musgrave Nebo,",balt,,pper,Gold,","Magmatic Sulphide,Small M-UM Intrusion-related",TXT,,,https://doi.org/10.5382/econgeo.4950273
Australia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__saints,https://doi.org/10.5382/econgeo.4950,Saints,"","",EPSG:4326,"",Saints,"pper,balt,","Archean Komatiite,Magmatic Sulphide",TXT,,,https://doi.org/10.5382/econgeo.4950274
Canada,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__shaw-dome-mcwatters,https://doi.org/10.5382/econgeo.4950,Shaw Dome-McWatters,"","",EPSG:4326,"",Shaw Dome McWatters,"","Archean Komatiite,Magmatic Sulphide",TXT,,,https://doi.org/10.5382/econgeo.4950275
New Caledonia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__koniambo,https://doi.org/10.5382/econgeo.4950,Koniambo,"","",EPSG:4326,"",Koniambo,"","Hydrous Mg silicate-oxide,Laterite",TXT,,,https://doi.org/10.5382/econgeo.4950276
Australia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__thunderbox-waterloo-amorac,https://doi.org/10.5382/econgeo.4950,Thunderbox-Waterloo / Amorac,"","",EPSG:4326,"",Thunderbox Waterloo,"","Archean Komatiite,Magmatic Sulphide",TXT,,,https://doi.org/10.5382/econgeo.4950277
Botswana,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__selebi-north,https://doi.org/10.5382/econgeo.4950,Selebi North,"","",EPSG:4326,"",Selebi North,"pper,","Magmatic Sulphide,Small M-UM Intrusion-related",TXT,,,https://doi.org/10.5382/econgeo.4950278
Indonesia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__south-east-sulawesi-coastal,https://doi.org/10.5382/econgeo.4950,South-east Sulawesi Coastal,"","",EPSG:4326,"",South east Sulawesi astal,"","Laterite,Oxide-hydrous Mg silicate",TXT,,,https://doi.org/10.5382/econgeo.4950279
Australia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__yerilla-east-west,https://doi.org/10.5382/econgeo.4950,Yerilla East / West,"","",EPSG:4326,"",Yerilla East,"Iron,balt,","Clay silicate-Oxide,Clay silicate-oxide,Laterite",TXT,,,https://doi.org/10.5382/econgeo.4950280
Cuba,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__pinares-de-mayari-nicaro,https://doi.org/10.5382/econgeo.4950,Pinares de Mayari-Nicaro,"","",EPSG:4326,"",Pinares de Mayari Nicaro,"balt,","Laterite,Oxide",TXT,,,https://doi.org/10.5382/econgeo.4950281
Indonesia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__north-konawe-group-saprolite,https://doi.org/10.5382/econgeo.4950,North Konawe Group (Saprolite),"","",EPSG:4326,"",North Konawe (Saprolite),",Iron,Silin,balt","Hydrous Mg silicate-oxide,Laterite",TXT,,,https://doi.org/10.5382/econgeo.4950282
South Africa,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__magazynskraal-sedibelo-east,https://doi.org/10.5382/econgeo.4950,Magazynskraal-Sedibelo East,"","",EPSG:4326,"",Magazynskraal Sedibelo East,"Gold,,,,,pper","Layered Intrusive,Magmatic Sulphide,Stratabound Stratiform Reef-type",TXT,,,https://doi.org/10.5382/econgeo.4950283
China,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__piaohechuan,https://doi.org/10.5382/econgeo.4950,Piaohechuan,"","",EPSG:4326,"",Piaohechuan,",pper","Magmatic Sulphide,Small M-UM Intrusion-related",TXT,,,https://doi.org/10.5382/econgeo.4950284
South Africa,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__jacomyns-pan,https://doi.org/10.5382/econgeo.4950,Jacomyns Pan,"","",EPSG:4326,"",Jamyns Pan,",pper","Magmatic Sulphide,Small M-UM Intrusion-related",TXT,,,https://doi.org/10.5382/econgeo.4950285
Australia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__mount-sholl,https://doi.org/10.5382/econgeo.4950,Mount Sholl,"","",EPSG:4326,"",Mount Sholl,"pper,,,balt","Layered Intrusive,Magmatic Sulphide",TXT,,,https://doi.org/10.5382/econgeo.4950286
South Africa,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__witkleifontein,https://doi.org/10.5382/econgeo.4950,Witkleifontein,"","",EPSG:4326,"",Witkleifontein,",,pper,,Gold,","Layered Intrusive,Magmatic Sulphide,Stratabound Stratiform Reef-type",TXT,,,https://doi.org/10.5382/econgeo.4950287
Finland,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__kuhmo-hietaharju,https://doi.org/10.5382/econgeo.4950,Kuhmo-Hietaharju,"","",EPSG:4326,"",Kuhmo Hietaharju,",,,pper,balt","Hydrothermal Ni,IOCG",TXT,,,https://doi.org/10.5382/econgeo.4950288
South Africa,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__zondereinde-northam,https://doi.org/10.5382/econgeo.4950,Zondereinde (Northam),"","",EPSG:4326,"",Zondereinde (Northam),"Gold,,,pper,,,","Layered Intrusive,Magmatic Sulphide,Stratabound Stratiform Reef-type",TXT,,,https://doi.org/10.5382/econgeo.4950289
Australia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__weld-range-pges-parks-reef-central-western,https://doi.org/10.5382/econgeo.4950,Weld Range (PGEs)-Parks Reef (Central-Western),"","",EPSG:4326,"",Weld Range (PGEs) Parks Reef (Central Western),"pper,,Gold,,","Layered Intrusive,Magmatic Sulphide",TXT,,,https://doi.org/10.5382/econgeo.4950290
Cuba,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__cajalbana,https://doi.org/10.5382/econgeo.4950,Cajálbana,"","",EPSG:4326,"",Caj,"","Laterite,Oxide-hydrous Mg silicate",TXT,,,https://doi.org/10.5382/econgeo.4950291
China,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__xiarihamu,https://doi.org/10.5382/econgeo.4950,Xiarihamu,"","",EPSG:4326,"",Xiarihamu,"pper,","Magmatic Sulphide,Small M-UM Intrusion-related",TXT,,,https://doi.org/10.5382/econgeo.4950292
Sweden,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__haggan,https://doi.org/10.5382/econgeo.4950,Häggån,"","",EPSG:4326,"","",",,,","Hydrothermal Ni,Sediment-hosted Pb-Zn/VMS,Shale-hosted Ni",TXT,,,https://doi.org/10.5382/econgeo.4950293
Sweden,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__mojo,https://doi.org/10.5382/econgeo.4950,Mojo,"","",EPSG:4326,"",Mojo,"pper,","Magmatic Sulphide,Small M-UM Intrusion-related",TXT,,,https://doi.org/10.5382/econgeo.4950294
Canada,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__grasset,https://doi.org/10.5382/econgeo.4950,Grasset,"","",EPSG:4326,"",Grasset,",,,pper,balt","Archean Komatiite,Magmatic Sulphide",TXT,,,https://doi.org/10.5382/econgeo.4950295
South Africa,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__siphumelele-3,https://doi.org/10.5382/econgeo.4950,Siphumelele 3,"","",EPSG:4326,"",Siphumelele 3,",,Gold,,,pper","Layered Intrusive,Magmatic Sulphide,Stratabound Stratiform Reef-type",TXT,,,https://doi.org/10.5382/econgeo.4950296
Australia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__kurnalpi-grey-dam,https://doi.org/10.5382/econgeo.4950,Kurnalpi-Grey Dam,"","",EPSG:4326,"",Kurnalpi Grey Dam,"balt,","Clay silicate-Oxide,Clay silicate-oxide,Laterite",TXT,,,https://doi.org/10.5382/econgeo.4950297
Serbia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__ba,https://doi.org/10.5382/econgeo.4950,Ba,"","",EPSG:4326,"","","","Hydrous Mg silicate,Laterite",TXT,,,https://doi.org/10.5382/econgeo.4950298
China,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__zhubu,https://doi.org/10.5382/econgeo.4950,Zhubu,"","",EPSG:4326,"",Zhubu,",pper","Emeishan LIP,Magmatic Sulphide,Small M-UM Intrusion-related",TXT,,,https://doi.org/10.5382/econgeo.4950299
Brazil,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__morro-de-niquel,https://doi.org/10.5382/econgeo.4950,Morro de Niquel,"","",EPSG:4326,"",Morro de Niquel,"","Hydrous Mg silicate-oxide,Laterite",TXT,,,https://doi.org/10.5382/econgeo.4950300
Australia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__pardoo-highway,https://doi.org/10.5382/econgeo.4950,Pardoo-Highway,"","",EPSG:4326,"",Pardoo Highway,",pper,balt","Layered Intrusive,Magmatic Sulphide",TXT,,,https://doi.org/10.5382/econgeo.4950301
Brazil,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__santa-rita,https://doi.org/10.5382/econgeo.4950,Santa Rita,"","",EPSG:4326,"",Santa Rita,"balt,pper,","Layered Intrusive,Magmatic Sulphide,Stratabound Stratiform Reef-type",TXT,,,https://doi.org/10.5382/econgeo.4950302
Botswana,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__dikoloti,https://doi.org/10.5382/econgeo.4950,Dikoloti,"","",EPSG:4326,"",Dikoloti,"pper,","Magmatic Sulphide,Small M-UM Intrusion-related",TXT,,,https://doi.org/10.5382/econgeo.4950303
