country,ms_uri,source_id,record_id,state_or_province,location,crs,other_names,site_name,commodity,deposit_type,link_method,longitude,latitude,GroupID
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__0247231e89f9350afb96e978b6c3e7afa0c3a6f3de5b93b468b5f26a55f7688580,https://api.cdr.land/v1/docs/documents,0247231e89f9350afb96e978b6c3e7afa0c3a6f3de5b93b468b5f26a55f7688580,Quebec,POINT (-70.0183300000000060 60.0202799999999783),EPSG:4326,"",Payne Bay,"","Arc U-M intru- sion nickel- copper-PGE,Komatiite nickel-copper-PGE,Ophiolite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",GEO,-70.01833,60.02028,https://api.cdr.land/v1/docs/documents0
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__029db96ee6956a5c4fc8e3c97aeeb437692f771de262cae7ca5feb5dd20fc174d2,https://api.cdr.land/v1/docs/documents,029db96ee6956a5c4fc8e3c97aeeb437692f771de262cae7ca5feb5dd20fc174d2,Quebec,POINT (-70.0183000000000106 60.0202999999999989),EPSG:4326,"",Payne Bay,"","Arc U-M intru- sion nickel- copper-PGE,Komatiite nickel-copper-PGE,Ni-Cu±Co±PGE mineralization,Ophiolite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE,komatiite-hosted deposits,magmatic Cu-Ni±Co±PGE occurrences in aphyric gabbro±peridotite",GEO,-70.0183,60.0203,https://api.cdr.land/v1/docs/documents0
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__024b24cdb57dc87bde750df0a4b285cfe27d5de0c91dcff4b54b627ad78867681f,https://api.cdr.land/v1/docs/documents,024b24cdb57dc87bde750df0a4b285cfe27d5de0c91dcff4b54b627ad78867681f,"","","","",Snowbird North America June 2010,"","Arc U-M intru- sion nickel- copper-PGE,Komatiite nickel-copper-PGE,Ophiolite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE,magmatic nickel-copper sulphide deposit",TXT,,,https://api.cdr.land/v1/docs/documents1
Finland,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02c457dca01d06f190b7b00cc1a58ba98eb4419c484f367f0c4762606c74490101,https://api.cdr.land/v1/docs/documents,02c457dca01d06f190b7b00cc1a58ba98eb4419c484f367f0c4762606c74490101,"","","","",Lantinen Koillismaa,"balt,,,Gold,,pper","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,Extrusive complexes,Intracontinental layered intrusions,Other type intrusions,PGE only type,U-M intrusion nickel-copper- PGE,U-M layered intrusion PGE,U-M layered intrusion nickel- copper-PGE,contact-type,off-set type,reef-type",TXT,,,https://api.cdr.land/v1/docs/documents2
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02dd6bca9a4a06077e80ddd981f1def1059a932300acb96cc5785f90a771320d00,https://api.cdr.land/v1/docs/documents,02dd6bca9a4a06077e80ddd981f1def1059a932300acb96cc5785f90a771320d00,Quebec,POINT (-69.7397220000000146 59.0738890000000012),EPSG:4326,"",Hawk Ridge Canada July,"pper,balt,,Gold,,Iron,","Arc U-M intru- sion nickel- copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE,magmatic sulphide deposits,massive to disseminated nickel sulphides in mafic and ultramafic rocks,nickel-copper (PGE) sulphide mineralization,rift and continental flood basalt-associated nickel copper sulphide deposits",GEO,-69.739722,59.073889,https://api.cdr.land/v1/docs/documents3
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02faaf21349ba794a1e1be3dfca7a7dbc5b69d80f67c66fb02c9d02fe26b7c68c7,https://api.cdr.land/v1/docs/documents,02faaf21349ba794a1e1be3dfca7a7dbc5b69d80f67c66fb02c9d02fe26b7c68c7,Quebec,POINT (-76.3499999999999801 50.5833329999999961),EPSG:4326,"",Rocher,"","Arc U-M intru- sion nickel- copper-PGE,Ophiolite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE,Vein ± replacement nickel,mafic-ultramafic-iron-nickel-copper sulfide association,magmatic hosted nickel sulphide mineralization",GEO,-76.35,50.583333,https://api.cdr.land/v1/docs/documents4
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02d80cfd94b92780c3f1ed4c0d7555a2ddc65879d8736adbe95386e862399b03ad,https://api.cdr.land/v1/docs/documents,02d80cfd94b92780c3f1ed4c0d7555a2ddc65879d8736adbe95386e862399b03ad,Ontario,POINT (-81.1666999999999916 46.4332999999999956),EPSG:4326,"",Lockerby,"balt,,,Silver,,pper","Arc U-M intru- sion nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,Ophiolite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",GEO,-81.1667,46.4333,https://api.cdr.land/v1/docs/documents5
Finland,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02f2b7150677c5fb67cbcf3159dc3ab3c30b53e5a086fe6013ae6fbd7984b51dd5,https://api.cdr.land/v1/docs/documents,02f2b7150677c5fb67cbcf3159dc3ab3c30b53e5a086fe6013ae6fbd7984b51dd5,Lapland,POINT (26.8999999999999950 67.7067999999999870),EPSG:4326,"",Kevitsa,",pper,,,Gold","Arc U-M intru- sion nickel- copper-PGE,Ni-Cu-PGE,Ophiolite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion PGE,U-M layered intrusion nickel- copper-PGE,chrome,copper,layered-intrusive,magmatic,nickel",GEO,26.9,67.7068,https://api.cdr.land/v1/docs/documents6
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02eab400bd0394dc3264b5db27f3d44d7f178aee941def1258b366306f23988ecb,https://api.cdr.land/v1/docs/documents,02eab400bd0394dc3264b5db27f3d44d7f178aee941def1258b366306f23988ecb,Manitoba,POINT (-99.5027999999999935 55.1832999999999956),EPSG:4326,"",Bucko Lake,"","Arc U-M intru- sion nickel- copper-PGE,Birchtree-style mineralization,Disseminated to semi-massive sulfides in serpentinized peridotite,Komatiite nickel-copper-PGE,Thompson-style mineralization,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE,Vein ± replacement nickel",GEO,-99.5028,55.1833,https://api.cdr.land/v1/docs/documents7
United States,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02cf1ccba2286a2b5138ee9957a4fd33c971f0fdcca0b4e0b43c6015ee202ebe1b,https://api.cdr.land/v1/docs/documents,02cf1ccba2286a2b5138ee9957a4fd33c971f0fdcca0b4e0b43c6015ee202ebe1b,Minnesota,POINT (-91.5035000000000025 47.9715999999999951),EPSG:4326,"",Nokomis,",pper,Gold,,,balt","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,Disseminated Cu-Ni-PGE bearing sulphides in the basal part of mafic intrusions,Massive sulphide mineralization at the basal intrusive contact and in footwall rocks,Sulphide mineralization in major feeder zones in footwall rocks,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",GEO,-91.5035,47.9716,https://api.cdr.land/v1/docs/documents8
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02e3b3889fc14072a901c7126963a7b0e373190131bd9ad040e17e99d0a583778f,https://api.cdr.land/v1/docs/documents,02e3b3889fc14072a901c7126963a7b0e373190131bd9ad040e17e99d0a583778f,Ontario,POINT (-88.9999999999999858 49.0000000000000000),EPSG:4326,"",Wolf Mountain,"","Arc U-M intru- sion nickel- copper-PGE,Cu-Ni-PGE deposits,Duluth Gabbro complex deposits,Great Lakes Nickel deposit,Magnetite- dominant IOCG,Noril'sk type sulphide accumulation,PGE bearing massive sulphide deposits,PGE-copper-nickel sulphide deposits,Porphyry gold ± copper,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",GEO,-89.0,49.0,https://api.cdr.land/v1/docs/documents9
Greenland,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__026fe63791820174db08d5252260412f05dc9f62ec2a255c47788bc93442639d0a,https://api.cdr.land/v1/docs/documents,026fe63791820174db08d5252260412f05dc9f62ec2a255c47788bc93442639d0a,"",POINT (-51.8249999999999957 -65.4333000000000027),EPSG:4326,"",Maniitsoq,"","Anorthosite conduit nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,Ophiolite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",GEO,-51.825,-65.4333,https://api.cdr.land/v1/docs/documents10
United States,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02e285100842829350b8fa398dc60308d57ad5f3047d79003950963a8dea0ca772,https://api.cdr.land/v1/docs/documents,02e285100842829350b8fa398dc60308d57ad5f3047d79003950963a8dea0ca772,Alaska,POINT (-147.5166999999999859 63.7499999999999929),EPSG:4326,"",Eureka,"","Arc U-M intru- sion nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,Mafic-ultramafic related Ni-Cu-PGE occurrences,Magmatic sulfides in ultramafic-mafic complexes,Ni-Cu-PGE mineralization associated with Triassic-age Nikolai Group intrusions within Eastern Wrangellia,Pd-rich zones associated with hydrothermal quartz-carbonate alteration,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",GEO,-147.5167,63.75,https://api.cdr.land/v1/docs/documents11
Brazil,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__021c4fa2c12767c6a4181a56df46abd6339e036579693d5f403106762af83421a8,https://api.cdr.land/v1/docs/documents,021c4fa2c12767c6a4181a56df46abd6339e036579693d5f403106762af83421a8,Ceará,"","","",Pedra Branca,"balt, elements,,pper,Gold,","Komatiite nickel-copper-PGE,Magnetite- dominant IOCG,U-M intrusion nickel-copper- PGE,U-M layered intrusion PGE,U-M layered intrusion nickel- copper-PGE",TXT,,,https://api.cdr.land/v1/docs/documents12
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02afe087bad249226bbf42701259a6379ad1582b16e3550d34d766a6c50ce1ace3,https://api.cdr.land/v1/docs/documents,02afe087bad249226bbf42701259a6379ad1582b16e3550d34d766a6c50ce1ace3,Ontario,POINT (-81.0332999999999970 48.8667000000000087),EPSG:4326,"",Mann North America October 2003,"","Fluvial placer PGE,Ni-Cu sulfide deposit,Ophiolite nickel-copper-PGE,PGE deposit,U-M intrusion nickel-copper- PGE,U-M layered intrusion PGE,U-M layered intrusion nickel- copper-PGE",GEO,-81.0333,48.8667,https://api.cdr.land/v1/docs/documents13
United States,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__021990473ff183b072d4b813de1c86278b60f7a05b6b8625ee7878f29ee9fb683a,https://api.cdr.land/v1/docs/documents,021990473ff183b072d4b813de1c86278b60f7a05b6b8625ee7878f29ee9fb683a,Alaska,"","","",MAN Alaska,"","Arc U-M intru- sion nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE,magmatic Ni-Cu-PGE sulphide mineralization",TXT,,,https://api.cdr.land/v1/docs/documents14
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02872e119972d458653a1a5b233cc15142a3e9e87e7b01d423de873c9e31fd2bf5,https://api.cdr.land/v1/docs/documents,02872e119972d458653a1a5b233cc15142a3e9e87e7b01d423de873c9e31fd2bf5,Ontario,"","","",Offsets 10 5 2005 North America October 2005,"","Anorthosite conduit nickel- copper-PGE,Contact deposits,Footwall deposits,Impact U-M intrusion nickel- copper-PGE,Offset Dike deposits,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",TXT,,,https://api.cdr.land/v1/docs/documents15
United States,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__021d815ab42768146b121313260e1c3b15714ef7ef597ef121b35f143aafc246bd,https://api.cdr.land/v1/docs/documents,021d815ab42768146b121313260e1c3b15714ef7ef597ef121b35f143aafc246bd,Minnesota,"","","",Tamarack South,"","Komatiite nickel-copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE,layered PGE-Au mineralization,magmatic Ni-Cu-PGE sulphide mineralization",TXT,,,https://api.cdr.land/v1/docs/documents16
United States,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02617e997aed8a915bce54540938b7568fdd82d43a87b7e5a3b7805e0b2b614e2b,https://api.cdr.land/v1/docs/documents,02617e997aed8a915bce54540938b7568fdd82d43a87b7e5a3b7805e0b2b614e2b,Minnesota,POINT (-93.1569999999999965 46.6999999999999957),EPSG:4326,"",Tamarack North,"pper,balt,,,,Gold","Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE,Vein ± replacement nickel",GEO,-93.157,46.7,https://api.cdr.land/v1/docs/documents17
Vietnam,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02f2c1147f9df4d0d9ed3ec4597575b3ee497720ebbdd84e9c1f4f6097fd244cd5,https://api.cdr.land/v1/docs/documents,02f2c1147f9df4d0d9ed3ec4597575b3ee497720ebbdd84e9c1f4f6097fd244cd5,Andorra la Vella,"","","",AMR Asia,"Iron,balt,,,,","Arc U-M intru- sion nickel- copper-PGE,Disseminated Sulphide Type Mineralization,Low Grade Disseminated Type Sulphides in Dunite,Massive Sulphide Type Mineralization,Ophiolite nickel-copper-PGE,Oxidized Type Mineralization,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE,Vein ± replacement nickel",TXT,,,https://api.cdr.land/v1/docs/documents18
Greenland,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02b53cffff7ae221efa98fa499f3911bf7ff44204c8c5357b932cce664b3baddfe,https://api.cdr.land/v1/docs/documents,02b53cffff7ae221efa98fa499f3911bf7ff44204c8c5357b932cce664b3baddfe,"",POINT (-51.8249999999999957 65.4333000000000027),EPSG:4326,"",Maniitsoq,"","Anorthosite conduit nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,Ophiolite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE,magmatic nickel-copper sulphide deposits",GEO,-51.825,65.4333,https://api.cdr.land/v1/docs/documents19
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02222ab44dc689a6296f61d031a5ef7b054b134b16dd6e3e6a0c798960e2c399b4,https://api.cdr.land/v1/docs/documents,02222ab44dc689a6296f61d031a5ef7b054b134b16dd6e3e6a0c798960e2c399b4,Ontario,POINT (-81.0024099999999976 46.4900019999999898),EPSG:4326,"",Premiere Ridge,"Gold,,,,pper,balt,Silver","Arc U-M intru- sion nickel- copper-PGE,Komatiite nickel-copper-PGE,MVT zinc-lead,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE,contact,footwall,offset dike",GEO,-81.00241,46.490002,https://api.cdr.land/v1/docs/documents20
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__0200a1c6d2cfafeb485d815d95966961d4c119e8662b8babec74e05b59ba4759d2,https://api.cdr.land/v1/docs/documents,0200a1c6d2cfafeb485d815d95966961d4c119e8662b8babec74e05b59ba4759d2,British Columbia,"","","",Turnagain North America March 2007,",pper,balt","Arc U-M intru- sion nickel- copper-PGE,Ophiolite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE,Vein cobalt ± Ni,ultramafic associated magmatic nickel sulphide deposit",TXT,,,https://api.cdr.land/v1/docs/documents21
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__023a9e77a67e3689e17aa48d8b22913b9216a6895b9d84039cf00ad91c660ee548,https://api.cdr.land/v1/docs/documents,023a9e77a67e3689e17aa48d8b22913b9216a6895b9d84039cf00ad91c660ee548,Ontario,POINT (-81.4166999999999916 46.4667000000000030),EPSG:4326,"",Graham North America January 2009,"Gold,,,balt,,,Silver","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,Contact-type massive to disseminated sulphides,Copper and PGE-rich footwall veins and stockworks,Impact U-M intrusion nickel- copper-PGE,Offset quartz-norite dikes,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",GEO,-81.4167,46.4667,https://api.cdr.land/v1/docs/documents22
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02ed355664e8b66f29f9c77f903678f0135e12846f18ff77074133f563a4041380,https://api.cdr.land/v1/docs/documents,02ed355664e8b66f29f9c77f903678f0135e12846f18ff77074133f563a4041380,Ontario,POINT (-81.0166999999999859 46.4919000000000011),EPSG:4326,"",Offsets,"","Anorthosite conduit nickel- copper-PGE,Contact deposits,Footwall deposits,Impact U-M intrusion nickel- copper-PGE,Offset Dike deposits,Ophiolite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",GEO,-81.0167,46.4919,https://api.cdr.land/v1/docs/documents23
Finland,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02b1591cfad6809d1d9ea67ea04b34d2df8b16d5f34e4bba701a7924bab9c3b48d,https://api.cdr.land/v1/docs/documents,02b1591cfad6809d1d9ea67ea04b34d2df8b16d5f34e4bba701a7924bab9c3b48d,Central Finland,POINT (28.1283329999999978 65.9057219999999830),EPSG:4326,"",pdf,"balt,,pper,,","Arc U-M intru- sion nickel- copper-PGE,Ophiolite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion PGE,U-M layered intrusion nickel- copper-PGE",GEO,28.128333,65.905722,https://api.cdr.land/v1/docs/documents24
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__024e885f029d2f42807f4750d9a4a056dfe8d0218983fe95678bc1a815326968c5,https://api.cdr.land/v1/docs/documents,024e885f029d2f42807f4750d9a4a056dfe8d0218983fe95678bc1a815326968c5,Quebec,POINT (-69.6416669999999982 59.0000000000000071),EPSG:4326,"",Hawk Ridge,"pper,,balt,,,Gold","Arc U-M intru- sion nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE,rift and continental flood basalt associated nickel copper sulphide deposits (type 1b)",GEO,-69.641667,59.0,https://api.cdr.land/v1/docs/documents25
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02fd98e067010f8d853d2c018cb002be462ac7fcd895af4125beb89f42b659f89d,https://api.cdr.land/v1/docs/documents,02fd98e067010f8d853d2c018cb002be462ac7fcd895af4125beb89f42b659f89d,Ontario,POINT (-88.3754799999999960 48.5114900000000020),EPSG:4326,"",Thunder Bay North,"Gold,balt,,,,Silver,,pper","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",GEO,-88.37548,48.51149,https://api.cdr.land/v1/docs/documents26
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__029d6f91b6c43799e1538eb3c0aefbebf78e4d4576b5167e09095c68c6457b666a,https://api.cdr.land/v1/docs/documents,029d6f91b6c43799e1538eb3c0aefbebf78e4d4576b5167e09095c68c6457b666a,Ontario,POINT (-88.9166669999999897 48.7666669999999982),EPSG:4326,"",Thunder Bay North,"pper,,,balt,Gold,,Silver","Anorthosite conduit nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,Magmatic Sulphide Deposits,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",GEO,-88.916667,48.766667,https://api.cdr.land/v1/docs/documents26
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02df520db54f33fe064407f23b151cf1d95a7923fc9f04e8f38ed1e509daf24811,https://api.cdr.land/v1/docs/documents,02df520db54f33fe064407f23b151cf1d95a7923fc9f04e8f38ed1e509daf24811,Ontario,POINT (-81.0043419999999941 46.4882980000000003),EPSG:4326,"",Sudbury Basin,",Gold,,pper,","Contact Deposits,Footwall Deposits,Offset Deposits,Supergene copper,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE,Vein cobalt ± Ni,Vein ± replacement nickel",GEO,-81.004342,46.488298,https://api.cdr.land/v1/docs/documents27
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__0219eb5842ff591f85afc9e4525c42d3e1a1e0fc404c53d7ea2d286d13966d9414,https://api.cdr.land/v1/docs/documents,0219eb5842ff591f85afc9e4525c42d3e1a1e0fc404c53d7ea2d286d13966d9414,Ontario,POINT (-80.9979999999999905 46.4900000000000020),EPSG:4326,"",Sudbury Basin,",Gold,,pper,","Arc U-M intru- sion nickel- copper-PGE,Contact Deposits,Footwall Deposits,Komatiite nickel-copper-PGE,Offset Deposits,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE,Vein ± replacement nickel",GEO,-80.998,46.49,https://api.cdr.land/v1/docs/documents27
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02bd8a939ab32e8cd3e4d509284b44f608f790ca7d68a8e09f9775ee467519febd,https://api.cdr.land/v1/docs/documents,02bd8a939ab32e8cd3e4d509284b44f608f790ca7d68a8e09f9775ee467519febd,Ontario,POINT (-80.8583299999999809 46.7916699999999963),EPSG:4326,"",Post,"","Anorthosite conduit nickel- copper-PGE,Cu-Au deposit associated with volcanic rocks,Ni-Cu-Co-PGE mineralization associated with a gabbroic rock or a Footwall Breccia type of rock,Porphyry gold ± copper,Stratabound or VMS Cu-Zn deposit associated with volcanic rocks,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE,Whistle Offset Dyke with its sulphide mineralization",GEO,-80.85833,46.79167,https://api.cdr.land/v1/docs/documents28
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__020148de24da358c707b641b1e4c8feb7d9687f181e03e1ec84632f696f725bb29,https://api.cdr.land/v1/docs/documents,020148de24da358c707b641b1e4c8feb7d9687f181e03e1ec84632f696f725bb29,British Columbia,POINT (-124.6955555555559982 51.4958333333333016),EPSG:4326,"",pdf,"","Arc U-M intru- sion nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE,magmatic-hosted nickel-copper (Ni-Cu) sulphides with platinum group elements (PGE)",GEO,-124.695555555556,51.4958333333333,https://api.cdr.land/v1/docs/documents29
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02998874b2f9d0268e1fac0ab63991f936449879b216035c6769cbdf8420ec5705,https://api.cdr.land/v1/docs/documents,02998874b2f9d0268e1fac0ab63991f936449879b216035c6769cbdf8420ec5705,British Columbia,"","","",Turnagain North America June 2005,"balt,pper,","Arc U-M intru- sion nickel- copper-PGE,Disseminated sulphides,Komatiite nickel-copper-PGE,Magmatic sulphide,Massive sulphides,Ophiolite nickel-copper-PGE,Semi-massive sulphides,Sulphide matrix breccias,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",TXT,,,https://api.cdr.land/v1/docs/documents30
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02f31af1ff73938ae243a969a408871089966ad0750d04335ae2e9ba63f9a4112b,https://api.cdr.land/v1/docs/documents,02f31af1ff73938ae243a969a408871089966ad0750d04335ae2e9ba63f9a4112b,Ontario,POINT (-87.3833300000000008 51.9166699999999963),EPSG:4326,"",Norton Lake,"","Arc U-M intru- sion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE,Vein ± replacement nickel",GEO,-87.38333,51.91667,https://api.cdr.land/v1/docs/documents31
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02d4097e9f7a27f7a5e3ddd1c92aee1eb3fbec40bf6eb098d385e0dd9186a6694d,https://api.cdr.land/v1/docs/documents,02d4097e9f7a27f7a5e3ddd1c92aee1eb3fbec40bf6eb098d385e0dd9186a6694d,Ontario,POINT (-89.4740000000000038 47.2649999999999935),EPSG:4326,"",pdf,",pper,,balt,,Gold","Arc U-M intru- sion nickel- copper-PGE,Contact-type PGE deposits,Layered intrusion-hosted deposits,Ophiolite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion PGE,U-M layered intrusion nickel- copper-PGE",GEO,-89.474,47.265,https://api.cdr.land/v1/docs/documents32
Canada,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02569543cbd2b717e6c11c09da7d72036c5ebe053b4b069a0b7df62bba05374397,https://api.cdr.land/v1/docs/documents,02569543cbd2b717e6c11c09da7d72036c5ebe053b4b069a0b7df62bba05374397,Quebec,POINT (-73.4666999999999888 61.5332999999999828),EPSG:4326,"",South Trend,",pper,,balt,Gold,","Arc U-M intru- sion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE",GEO,-73.4667,61.5333,https://api.cdr.land/v1/docs/documents33
Yemen,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02733b88f2e890d17442c54e019544695adeb90d8e519aecd8a8c4757260eadc8a,https://api.cdr.land/v1/docs/documents,02733b88f2e890d17442c54e019544695adeb90d8e519aecd8a8c4757260eadc8a,"",POINT (44.2074000000000069 15.3694000000000024),EPSG:4326,"",Yemen September 2000,"","Anorthosite conduit nickel- copper-PGE,Komatiite nickel-copper-PGE,Laterite nickel,Ophiolite nickel-copper-PGE,U-M intrusion nickel-copper- PGE",GEO,44.2074,15.3694,https://api.cdr.land/v1/docs/documents34
Sweden,https://minmod.isi.edu/resource/site__doi-org-10-1016-j-oregeorev-2016-08-010__haggan-799,https://doi.org/10.1016/j.oregeorev.2016.08.010,haggan__799,"","",EPSG:4326,"","",",,,,",Sediment-hosted Pb-Zn (Shale-hosted),TXT,,,https://doi.org/10.1016/j.oregeorev.2016.08.0100
Australia,https://minmod.isi.edu/resource/site__doi-org-10-1016-j-oregeorev-2016-08-010__brown-s-brown-s-east-33,https://doi.org/10.1016/j.oregeorev.2016.08.010,brown-s-brown-s-east__33,"","",EPSG:4326,"",Brown,",,balt,pper,,Silver",Sediment-hosted polymetallic,TXT,,,https://doi.org/10.1016/j.oregeorev.2016.08.0101
Finland,https://minmod.isi.edu/resource/site__doi-org-10-1016-j-oregeorev-2016-08-010__kettukumpu-457,https://doi.org/10.1016/j.oregeorev.2016.08.010,kettukumpu__457,"","",EPSG:4326,"",Kettukumpu,"pper,,,balt",VMS,TXT,,,https://doi.org/10.1016/j.oregeorev.2016.08.0102
Finland,https://minmod.isi.edu/resource/site__doi-org-10-1016-j-oregeorev-2016-08-010__kainuu-rautavaara-456,https://doi.org/10.1016/j.oregeorev.2016.08.010,kainuu-rautavaara__456,"","",EPSG:4326,"",Kainuu Rautavaara,",pper,","Sedex/VMS,Sediment-hosted Pb-Zn/VMS",TXT,,,https://doi.org/10.1016/j.oregeorev.2016.08.0103
