ms_uri,source_id,record_id,site_name,country,state_or_province,crs,commodity,deposit_type,GroupID
https://minmod.isi.edu/resource/mineral_site135e8e98d6313ad0f32724ab49a4f864f25ed18aa540c0b75ac2285ad12ebd31,https://w3id.org/usgs/z/4530692/BM6TDHXV,1,NI 43-101 Technical Report for the Werner Lake Project in North America dated May 2016,Canada,Ontario,EPSG:4326,"nickel,cobalt","Komatiite nickel-copper-PGE,Magmatic Nickel-Copper-Cobalt-PGE deposits,West Werner Lake,Vein cobalt u00b1 Ni,Werner Lake,U-M intrusion nickel-copper- PGE,Ophiolite nickel-copper-PGE,U-M layered intrusion nickel- copper-PGE",https://w3id.org/usgs/z/4530692/BM6TDHXV0
