country,ms_uri,source_id,record_id,state_or_province,crs,other_names,site_name,commodity,deposit_type,link_method,GroupID
Mali,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-ree__5,https://mrdata.usgs.gov/ree,5,"",EPSG:4326,"",Anezrouf,",,","Apatite intrusion REE,Apatite- nepheline- titanite intrusion,Carbonatite REE,Peralkaline igneous HFSE- REE,carb",GEO,ALL6282
Argentina,https://minmod.isi.edu/resource/site__doi-org-10-4095-295581__19,https://doi.org/10.4095/295581,19,"",EPSG:4326,"",Josefina,"","",GEO,ALL34
Argentina,https://minmod.isi.edu/resource/site__doi-org-10-4095-295581__12,https://doi.org/10.4095/295581,12,"",EPSG:4326,"",San Rafael,"","",GEO,ALL37
Argentina,https://minmod.isi.edu/resource/site__doi-org-10-4095-295581__16,https://doi.org/10.4095/295581,16,"",EPSG:4326,"",Grupo ro del Valle,"","",GEO,ALL111
Argentina,https://minmod.isi.edu/resource/site__doi-org-10-4095-295581__17,https://doi.org/10.4095/295581,17,"",EPSG:4326,"",El Morro,"","",GEO,ALL117
Argentina,https://minmod.isi.edu/resource/site__doi-org-10-4095-295581__21,https://doi.org/10.4095/295581,21,"",EPSG:4326,"",Los Avestruces-Las Asperazas,"","",GEO,ALL124
Argentina,https://minmod.isi.edu/resource/site__doi-org-10-4095-295581__22,https://doi.org/10.4095/295581,22,"",EPSG:4326,"",Los ndores-El Aguila,"","",GEO,ALL146
Argentina,https://minmod.isi.edu/resource/site__doi-org-10-4095-295581__13,https://doi.org/10.4095/295581,13,"",EPSG:4326,"",Agua de Ramon,"","",GEO,ALL152
Argentina,https://minmod.isi.edu/resource/site__doi-org-10-4095-295581__24,https://doi.org/10.4095/295581,24,"",EPSG:4326,"",San Antonio,"","",GEO,ALL155
Argentina,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004272,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056506",https://mrdata.usgs.gov/mrds,"10004272,10056506",Catamarca,EPSG:4326,"Segundo,Victoria,Nueva,Manuel Vein Main One,Rincon Section,Toro Cross-Cut,Other Veins Trece,Cuto,Santa Delia,Trece",San Antonio,",,,,,,pper,","Vein tungsten,Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL155
Argentina,https://minmod.isi.edu/resource/site__doi-org-10-4095-295581__18,https://doi.org/10.4095/295581,18,"",EPSG:4326,"",El Zinqui,"","",GEO,ALL160
Argentina,https://minmod.isi.edu/resource/site__doi-org-10-4095-295581__26,https://doi.org/10.4095/295581,26,"",EPSG:4326,"",San Mar,"","",GEO,ALL193
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056605,https://mrdata.usgs.gov/mrds,10056605,"",EPSG:4326,"Stock San Martin,General Jose De San Martin",San Mar,"","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL193
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004251,https://mrdata.usgs.gov/mrds,10004251,Catamarca,EPSG:4326,Ana Rosa,La Banda,",,,","Greisen tungsten- molybdenum±Bi,Vein five-element",GEO,ALL461
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004226,https://mrdata.usgs.gov/mrds,10004226,Catamarca,EPSG:4326,"",El Aragones,"pper,,,,,","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL476
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004120,https://mrdata.usgs.gov/mrds,10004120,San Luis,EPSG:4326,"",San Antonio Del Chacho,"","Fluvial placer tungsten,Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL568
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004278,https://mrdata.usgs.gov/mrds,10004278,Catamarca,EPSG:4326,Los Arboles,Buena Suerte,"","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL589
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056532,https://mrdata.usgs.gov/mrds,10056532,"",EPSG:4326,"",Pampa De Olean Area,",",Greisen tungsten- molybdenum±Bi,GEO,ALL694
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10090259,https://mrdata.usgs.gov/mrds,10090259,La Rioja,EPSG:4326,"",Cerro Urcuschum,"pper,,,",Skarn molybdenum,GEO,ALL795
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097647,https://mrdata.usgs.gov/mrds,10097647,Mendoza,EPSG:4326,"",Elsiren,",,",Vein fluorite,GEO,ALL821
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10061425,https://mrdata.usgs.gov/mrds,10061425,San Luis,EPSG:4326,"and La Delicia Claims,Pozo Grande Pit,1 Vein On El Bolchito,No,San Jose",Santo Domingo,"",Vein tungsten,GEO,ALL960
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004560,https://mrdata.usgs.gov/mrds,10004560,Jujuy,EPSG:4326,"",Esperanza,"","Fluvial placer tungsten,Greisen tungsten- molybdenum±Bi",GEO,ALL969
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10005509,https://mrdata.usgs.gov/mrds,10005509,San Juan,EPSG:4326,"",Don Roberto - Don Sergio,"",Greisen tungsten- molybdenum±Bi,GEO,ALL975
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60001263,https://mrdata.usgs.gov/mrds,60001263,"",EPSG:4326,"",La Bismua,",",Greisen tungsten- molybdenum±Bi,GEO,ALL984
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004270,https://mrdata.usgs.gov/mrds,10004270,Catamarca,EPSG:4326,Gloria Isabel,El Chincal,"","Fluvial placer tungsten,Greisen tungsten- molybdenum±Bi",GEO,ALL1056
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004540,https://mrdata.usgs.gov/mrds,10004540,Jujuy,EPSG:4326,"",Tusaquillas,",","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL1249
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056527,https://mrdata.usgs.gov/mrds,10056527,"",EPSG:4326,"",Cerro Uritor Area,"pper,,,",Orogenic silver-lead- zinc-copper- antimony,GEO,ALL1519
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004732,https://mrdata.usgs.gov/mrds,10004732,La Rioja,EPSG:4326,"Mercedes,La Candelaria",Josefa I-Ii,"","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL1610
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056631,https://mrdata.usgs.gov/mrds,10056631,San Luis,EPSG:4326,"",La Puntana,"","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL1702
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10105177,https://mrdata.usgs.gov/mrds,10105177,San Luis,EPSG:4326,"Cerro Morro No,Alto De Los Metales  Claim,Mina La Prudencia  Claim,Mina Don Rose Claim,El Morro No,Estaca Oeste  Claim,Demasia Don Isaac  Claim,Alto Frio  Claim,Demasia Nelly Claim,Mina La Buyi  Claim,1",Cerro Morro,"",Vein tungsten,GEO,ALL1729
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004674,https://mrdata.usgs.gov/mrds,10004674,La Rioja,EPSG:4326,"",Pozo Verde,"","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL1818
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068828,https://mrdata.usgs.gov/mrds,10068828,San Luis,EPSG:4326,El Aguila,Los ndores W,",",Greisen tungsten- molybdenum±Bi,GEO,ALL1829
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004143,https://mrdata.usgs.gov/mrds,10004143,La Rioja,EPSG:4326,"Ii Y Iii,Minas,Tambien Llamadas Grupo Minero El Cantadero,San Carlos I",Grupo,"","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL1859
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004665,https://mrdata.usgs.gov/mrds,10004665,La Rioja,EPSG:4326,Suri I-Vii,Badillo I-Vii,"","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL1915
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004313,https://mrdata.usgs.gov/mrds,10004313,Catamarca,EPSG:4326,"San Francisco,El Bisco,San Eduardo",10 Hermanos,",pper,","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL1938
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004316,https://mrdata.usgs.gov/mrds,10004316,Catamarca,EPSG:4326,"",Santa Rosa,"",Greisen tungsten- molybdenum±Bi,GEO,ALL1969
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10090381,https://mrdata.usgs.gov/mrds,10090381,San Juan,EPSG:4326,"",La Union,"","Fluvial placer tungsten,Greisen tungsten- molybdenum±Bi",GEO,ALL1997
Argentina,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10021633,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004126",https://mrdata.usgs.gov/mrds,"10004126,10021633",San Luis,EPSG:4326,"",Los Avestruces - Las Asperezas,",,,,","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL2065
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004730,https://mrdata.usgs.gov/mrds,10004730,La Rioja,EPSG:4326,"",Del Valle,"","Fluvial placer tungsten,Greisen tungsten- molybdenum±Bi",GEO,ALL2129
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60001283,https://mrdata.usgs.gov/mrds,60001283,La Rioja,EPSG:4326,"",Vichigasta,"","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL2227
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000145,https://mrdata.usgs.gov/mrds,60000145,San Juan,EPSG:4326,"",Zona La Maja,",",Greisen tungsten- molybdenum±Bi,GEO,ALL2396
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10107562,https://mrdata.usgs.gov/mrds,10107562,La Rioja,EPSG:4326,"",La Josefa,",",Greisen tungsten- molybdenum±Bi,GEO,ALL2444
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004196,https://mrdata.usgs.gov/mrds,10004196,Catamarca,EPSG:4326,"La Ramada,Zapata Sur Dto",Mina,",",Greisen tungsten- molybdenum±Bi,GEO,ALL2507
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004283,https://mrdata.usgs.gov/mrds,10004283,Catamarca,EPSG:4326,"",San Adolfo,",","Fluvial placer tungsten,Greisen tin ±W-Mo,Greisen tungsten- molybdenum±Bi",GEO,ALL2546
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004537,https://mrdata.usgs.gov/mrds,10004537,Jujuy,EPSG:4326,"",Entre Rios Occurence,"","Fluvial placer tungsten,Greisen tungsten- molybdenum±Bi",GEO,ALL2555
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60001262,https://mrdata.usgs.gov/mrds,60001262,"",EPSG:4326,"",Las Asperezas,",,","Greisen tungsten- molybdenum±Bi,LCT pegmatite,NYF pegmatite",GEO,ALL2575
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004277,https://mrdata.usgs.gov/mrds,10004277,Catamarca,EPSG:4326,"",El ndor,"","Fluvial placer tungsten,Greisen tungsten- molybdenum±Bi",GEO,ALL2613
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004666,https://mrdata.usgs.gov/mrds,10004666,La Rioja,EPSG:4326,"Maria,Envidia I-Ii,Dalila",Grupo San Pedro,",,","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL2615
Argentina,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056628,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000076",https://mrdata.usgs.gov/mrds,"10056628,60000076",San Luis,EPSG:4326,",La Bruja,La Libertad,La Florida,Don Mirko",La Florida,",,,","Greisen tungsten- molybdenum±Bi,Porphyry tungsten,Vein tungsten,Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL2820
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000105,https://mrdata.usgs.gov/mrds,60000105,Catamarca,EPSG:4326,"Triunfo,Grande,Carmen,Maria Eugena",Atajo s,",pper,","Vein tin polymetallic,Vein tungsten",GEO,ALL2862
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000150,https://mrdata.usgs.gov/mrds,60000150,San Juan,EPSG:4326,Arrequintin - Agua Negra,Zona Cerro Del Bronce,",,,,pper,,","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL2907
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004269,https://mrdata.usgs.gov/mrds,10004269,Catamarca,EPSG:4326,"Senor De La Pena,Santa Rosa,Martita,Mesalina,Mary Luz,Eros",Del Valle,"","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL2933
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004282,https://mrdata.usgs.gov/mrds,10004282,Catamarca,EPSG:4326,"",San Pedro,",","Greisen tin ±W-Mo,Vein tin",GEO,ALL3066
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004288,https://mrdata.usgs.gov/mrds,10004288,Catamarca,EPSG:4326,"Rosario,Tres Arroyos,Santo Domingo",Andalla,"","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL3146
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60001602,https://mrdata.usgs.gov/mrds,60001602,Mendoza,EPSG:4326,"Yalguaraz I,Maria Cecila,Guillermito,Yalguaraz Ii,Claudia,Dedy",Yalguaraz,",pper,,,","Climax-type porphyry molybdenum,Low-fluorine porphyry molybdenum,Porphyry copper- molybdenum,Porphyry gold ± copper",GEO,ALL3174
Argentina,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10061424,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004923",https://mrdata.usgs.gov/mrds,"10061424,10004923",Mendoza,EPSG:4326,",Josefina,Marchant,Veins,San Pablo Mine,Primera,Blanca,Rica,Sur","El Potezuelo,Josefina","","Fluvial placer tungsten,Greisen tungsten- molybdenum±Bi,Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL3259
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004315,https://mrdata.usgs.gov/mrds,10004315,Catamarca,EPSG:4326,"Marcelino,San Patricio,Virgen Del Valle",Don Alberto,"","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL3330
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004829,https://mrdata.usgs.gov/mrds,10004829,La Rioja,EPSG:4326,"",San Nilas,"","Fluvial placer tungsten,Greisen tungsten- molybdenum±Bi",GEO,ALL3500
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004733,https://mrdata.usgs.gov/mrds,10004733,La Rioja,EPSG:4326,"Candombe,Margarita",El Ri,",pper,,","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL3672
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10094129,https://mrdata.usgs.gov/mrds,10094129,Catamarca,EPSG:4326,Larga,Seca,",,,pper","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL3752
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10100585,https://mrdata.usgs.gov/mrds,10100585,Catamarca,EPSG:4326,"Los Viejos,Republica,Santa Florentina,Buena Suerte,Santa Barbara,La Nueva,Los Abro,San Cesar,San Alfredo,San Ramon,San Marcelino,La Cuesta,Santa Ines,El Condor,San Eduardo,San Augustin,San Felipe,Buenas Esperanza,Fiambala,San Francisco,Los Ratones,Venganza,San Emilio,Catamarca,Herman Cortez Km,7,San Alberto,San Marcos,Chuquisaca,La Rio Leon,San Pedro,San Antonio",Abra Pampa,",,pper,,","Greisen tin ±W-Mo,Greisen tungsten- molybdenum±Bi",GEO,ALL3796
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10094126,https://mrdata.usgs.gov/mrds,10094126,Catamarca,EPSG:4326,"La Catamarquena,Don Enrique,La Belicha,La Marcos,Martina",Don Cirilo,"","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL4226
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000149,https://mrdata.usgs.gov/mrds,60000149,San Juan,EPSG:4326,"Conconta,La Ernestina,Don Esteban",Portero De Poncha,"",Greisen tungsten- molybdenum±Bi,GEO,ALL4334
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10090318,https://mrdata.usgs.gov/mrds,10090318,Mendoza,EPSG:4326,"",La Toma,"","Fluvial placer tungsten,Greisen tungsten- molybdenum±Bi",GEO,ALL4344
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004673,https://mrdata.usgs.gov/mrds,10004673,La Rioja,EPSG:4326,"",Faltriquera,"",Greisen tungsten- molybdenum±Bi,GEO,ALL4421
Argentina,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004128,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106696",https://mrdata.usgs.gov/mrds,"10106696,10004128",San Luis,EPSG:4326,"El Aguila-Condores,Aguila-Condores",Los ndores - El Aguila,",,,,","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL4559
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10005557,https://mrdata.usgs.gov/mrds,10005557,San Juan,EPSG:4326,"La Cruces,Miguel",Las Penas Bayas,"",Greisen tungsten- molybdenum±Bi,GEO,ALL4607
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004336,https://mrdata.usgs.gov/mrds,10004336,Catamarca,EPSG:4326,"",Piedras Blancas,"","Fluvial placer tungsten,Greisen tungsten- molybdenum±Bi",GEO,ALL4691
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004274,https://mrdata.usgs.gov/mrds,10004274,Catamarca,EPSG:4326,"San Emilio,Republica",Las Pircas,",","Greisen tin ±W-Mo,Vein tin",GEO,ALL4700
Argentina,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004197,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60001252",https://mrdata.usgs.gov/mrds,"60001252,10004197",Catamarca,EPSG:4326,",Cerro Colorado,Descubriadora,Catamarquena,Atajo Mines,Carmen,Maria Eugenia,Triunfo,Grande,Antigua",Cerro Atajo,"pper,,,,,","Greisen tungsten- molybdenum±Bi,Magnetite- dominant IOCG",GEO,ALL4727
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004134,https://mrdata.usgs.gov/mrds,10004134,La Rioja,EPSG:4326,"",Mina,",,pper",Greisen tungsten- molybdenum±Bi,GEO,ALL4744
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10094137,https://mrdata.usgs.gov/mrds,10094137,La Rioja,EPSG:4326,"Santo Domingo I-Ii,San Nicolas",Achalay,"",Greisen tungsten- molybdenum±Bi,GEO,ALL4802
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004924,https://mrdata.usgs.gov/mrds,10004924,Mendoza,EPSG:4326,"",Blanquita,"","Fluvial placer tungsten,Greisen tungsten- molybdenum±Bi",GEO,ALL4836
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004314,https://mrdata.usgs.gov/mrds,10004314,Catamarca,EPSG:4326,"",Rio lorado,"",Fluvial placer tungsten,GEO,ALL4884
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056630,https://mrdata.usgs.gov/mrds,10056630,San Luis,EPSG:4326,"",San Roman,"","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL5113
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004833,https://mrdata.usgs.gov/mrds,10004833,La Rioja,EPSG:4326,"",Las Diaguitas,"","Fluvial placer tungsten,Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL5130
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10005510,https://mrdata.usgs.gov/mrds,10005510,San Juan,EPSG:4326,"",San Joaquin,"",Greisen tungsten- molybdenum±Bi,GEO,ALL5154
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004717,https://mrdata.usgs.gov/mrds,10004717,La Rioja,EPSG:4326,"",Eternum,"","Fluvial placer tungsten,Greisen tungsten- molybdenum±Bi",GEO,ALL5201
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097640,https://mrdata.usgs.gov/mrds,10097640,La Rioja,EPSG:4326,"El Aguila I-Ii,Florentina I-Ii,Esperanza I-Ii",El Cha Grupo ro,",,,,pper","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL5278
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10094135,https://mrdata.usgs.gov/mrds,10094135,La Rioja,EPSG:4326,Grillo I,Ii,"",Greisen tungsten- molybdenum±Bi,GEO,ALL5319
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004722,https://mrdata.usgs.gov/mrds,10004722,La Rioja,EPSG:4326,"Iv,La Esperanza,Santa Maria I,Patria Fatima,Pozo Hondo",San Carlos,"pper,,",Vein tungsten,GEO,ALL5429
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10094143,https://mrdata.usgs.gov/mrds,10094143,La Rioja,EPSG:4326,"",El Milagro,"","Fluvial placer tungsten,Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL5523
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10005135,https://mrdata.usgs.gov/mrds,10005135,"",EPSG:4326,"",Santa Tesilita,"","Fluvial placer tungsten,Greisen tungsten- molybdenum±Bi",GEO,ALL5585
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004667,https://mrdata.usgs.gov/mrds,10004667,La Rioja,EPSG:4326,"",Virgen Del Valle,",,","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL5727
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004838,https://mrdata.usgs.gov/mrds,10004838,La Rioja,EPSG:4326,"",Ya I-Ii,"","Fluvial placer tungsten,Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL5735
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004127,https://mrdata.usgs.gov/mrds,10004127,San Luis,EPSG:4326,"",Mina,"",Greisen tungsten- molybdenum±Bi,GEO,ALL5984
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60001261,https://mrdata.usgs.gov/mrds,60001261,"",EPSG:4326,"",Cerro Aspero,"","Greisen tungsten- molybdenum±Bi,Porphyry tungsten,Vein tungsten",GEO,ALL6060
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004279,https://mrdata.usgs.gov/mrds,10004279,Catamarca,EPSG:4326,"",Los Viejos,",,pper,",Greisen tungsten- molybdenum±Bi,GEO,ALL6128
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10111389,https://mrdata.usgs.gov/mrds,10111389,Catamarca,EPSG:4326,"",San Alfredo,",,,,pper","Greisen tin ±W-Mo,Replacement polymetallic",GEO,ALL6169
Argentina,"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056629,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004206",https://mrdata.usgs.gov/mrds,"10056629,10004206",San Luis,EPSG:4326,"",Loma Blanca,"","Greisen tungsten- molybdenum±Bi,Porphyry tungsten,Skarn tungsten ± Mo,Vein tungsten,Fluvial placer tungsten,Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL6246
Argentina,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10004253,https://mrdata.usgs.gov/mrds,10004253,Catamarca,EPSG:4326,"La Juanita,Isabelita",Don Carlos,"","Greisen tungsten- molybdenum±Bi,Vein tungsten",GEO,ALL6265
"","https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10021637,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10232647",https://mrdata.usgs.gov/mrds,"10232647,10021637","",EPSG:4326,"",Mawchi,",,,,,,,,","Greisen tin ±W-Mo,Greisen tungsten- molybdenum±Bi,Vein tungsten,Greisen tin ±W-Mo,Greisen tungsten- molybdenum±Bi,Porphyry tungsten,Vein tungsten",GEO,ALL122
"",https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2245,https://mrdata.usgs.gov/major-deposits,2245,"",EPSG:4326,"",Kalima-Messaraba,",","Greisen tin ±W-Mo,Igneous,Paleoplacer tin",GEO,ALL311
"",https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2244,https://mrdata.usgs.gov/major-deposits,2244,"",EPSG:4326,"",Bisha (Mumba and Kasangura s),",,,,,","Fluvial placer niobium-tantalum,Igneous",GEO,ALL341
"",https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2242,https://mrdata.usgs.gov/major-deposits,2242,"",EPSG:4326,"",Kivu (Goma Kivu),",,,,","Fluvial placer niobium-tantalum,Surficial",GEO,ALL353
"",https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10021613,https://mrdata.usgs.gov/mrds,10021613,"",EPSG:4326,"Dalsung,Talsung,Dalseong,Dal Seong",Dal Sung,",pper","Greisen tungsten- molybdenum±Bi,Porphyry tungsten",GEO,ALL399
"",https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10279560,https://mrdata.usgs.gov/mrds,10279560,"",EPSG:4326,"",Myekhanbaw,",","Greisen tin ±W-Mo,Porphyry tin,Vein tin",GEO,ALL566
"",https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183374,https://mrdata.usgs.gov/mrds,10183374,"",EPSG:4326,"",Manoron s,",","Fluvial placer tin,Greisen tin ±W-Mo,Paleoplacer tin,Porphyry tin,Residual placer tin,Vein tin",GEO,ALL664
"",https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10158681,https://mrdata.usgs.gov/mrds,10158681,"",EPSG:4326,"",Putletto s,",","Greisen tin ±W-Mo,Porphyry tin,Replacement tin,Vein tin",GEO,ALL826
"",https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000427,https://mrdata.usgs.gov/mrds,60000427,Mon State,EPSG:4326,"Yatanabon,Tagu,Thawbawleik Placer,Palauk,Yadanabon (Namyen)",Mergui,",","Fluvial placer tin,Fluvial placer tungsten,Greisen tin ±W-Mo,Paleoplacer tin,Vein tin",GEO,ALL946
